HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~UNIV_FISCAL_PRD_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~UNIV_FISCAL_PRD_NM::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~BDGT_ROLLOVER_CD::VARCHAR~&~	~&~UNIV_FSCPD_END_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'2014'~&~	~&~'04'~&~	~&~'048921cc-30ea-4ec5-b9e4-aa24877645c9'~&~	~&~'4'~&~	~&~'OCT. 2013'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201310310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'05'~&~	~&~'62ba85b5-55bf-45e7-8239-5453ee96c5c3'~&~	~&~'4'~&~	~&~'NOV. 2013'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201311300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'06'~&~	~&~'12100b30-e0d2-49ae-827c-2e6a54e2c36f'~&~	~&~'4'~&~	~&~'DEC. 2013'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201312310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'07'~&~	~&~'c6fc0225-9caf-4504-88a1-bc2183dcb05d'~&~	~&~'4'~&~	~&~'JAN. 2014'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201401310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'08'~&~	~&~'08bef98f-1960-4cf5-a103-737c55fc499f'~&~	~&~'4'~&~	~&~'FEB. 2014'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201402280000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'09'~&~	~&~'f38fa8a3-6298-418f-8917-ed190ba62767'~&~	~&~'4'~&~	~&~'MAR. 2014'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201403310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'10'~&~	~&~'aa00c9b9-b2c8-418e-bbd3-6e3c8551cf76'~&~	~&~'4'~&~	~&~'APR. 2014'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201404300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'11'~&~	~&~'8736e2d4-7a23-4eb7-9b8f-4a0fe886e204'~&~	~&~'4'~&~	~&~'MAY 2014'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201405310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'12'~&~	~&~'99b363b0-3b34-45c4-b224-a5cb75c9e9bf'~&~	~&~'4'~&~	~&~'JUNE 2014'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201406300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'13'~&~	~&~'9807c30b-1bd7-4f5e-a147-288ce4abaa50'~&~	~&~'4'~&~	~&~'CLOSING 14'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201406300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'AB'~&~	~&~'3f129926-076a-4df5-9d0d-83c774759a89'~&~	~&~'4'~&~	~&~'ANNUAL BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201406300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'BB'~&~	~&~'dbdc5e83-9494-41b7-b778-feed2a3a6412'~&~	~&~'4'~&~	~&~'BEG. BAL.'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201406300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2014'~&~	~&~'CB'~&~	~&~'464d36ef-4c56-4ab2-b705-5e846dca8e4f'~&~	~&~'4'~&~	~&~'CG BEG BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201406300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'01'~&~	~&~'8d48b464-9ada-489d-8972-6f41ed01d136'~&~	~&~'3'~&~	~&~'JULY 2014'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201407310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'02'~&~	~&~'e2299123-0ba6-4a3d-bfda-5c1a4ff6cc0c'~&~	~&~'3'~&~	~&~'AUG. 2014'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201408310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'03'~&~	~&~'cadfe1f5-722f-4155-8988-ea3f9429135f'~&~	~&~'3'~&~	~&~'SEPT. 2014'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201409300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'04'~&~	~&~'b7beb13f-6d49-44af-8be7-4787adeda4f1'~&~	~&~'3'~&~	~&~'OCT. 2014'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201410310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'05'~&~	~&~'73104494-c9d6-43ae-94ce-d0e675dd5a13'~&~	~&~'3'~&~	~&~'NOV. 2014'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201411300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'06'~&~	~&~'8695292b-042b-4958-8fdc-4673b2571dd0'~&~	~&~'3'~&~	~&~'DEC. 2014'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201412310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'07'~&~	~&~'5376e2ac-08e7-4040-a445-68b11959957e'~&~	~&~'3'~&~	~&~'JAN. 2015'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201501310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'08'~&~	~&~'ec1433e1-8558-4d47-9875-330f55922cb5'~&~	~&~'3'~&~	~&~'FEB. 2015'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201502280000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'09'~&~	~&~'a05f22cc-d5c2-45c5-bc98-eb8a672848cb'~&~	~&~'3'~&~	~&~'MAR. 2015'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201503310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'10'~&~	~&~'ab3ee380-3bb7-4651-b0b9-ef90e66d0d61'~&~	~&~'3'~&~	~&~'APR. 2015'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201504300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'11'~&~	~&~'2b493d03-a427-4895-98d5-44f5b9e7dd3f'~&~	~&~'3'~&~	~&~'MAY 2015'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201505310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'12'~&~	~&~'234a5375-ec62-4f24-a441-a440121bc6d2'~&~	~&~'3'~&~	~&~'JUNE 2015'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201506300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'13'~&~	~&~'39ea7e36-8d6b-4c30-9896-b0473cdaceb4'~&~	~&~'3'~&~	~&~'CLOSING 15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201506300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'AB'~&~	~&~'a2777d6f-5240-4e93-a294-8c96b0ef3731'~&~	~&~'3'~&~	~&~'ANNUAL BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201506300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'BB'~&~	~&~'dd4293b3-6807-45b3-9cd7-b687c764bfb9'~&~	~&~'3'~&~	~&~'BEG. BAL.'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201506300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2015'~&~	~&~'CB'~&~	~&~'197afe1d-7561-47a4-bd2b-9b200eb695a5'~&~	~&~'3'~&~	~&~'CG BEG BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201506300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'01'~&~	~&~'ef1a31ca-69f6-4304-b03a-d55e29da5e15'~&~	~&~'3'~&~	~&~'JULY 2015'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201507310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'02'~&~	~&~'0423ea18-6bb1-493b-8324-9504275c239d'~&~	~&~'3'~&~	~&~'AUG. 2015'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201508310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'03'~&~	~&~'3e469446-850b-4c5e-9b93-c48d0623bb78'~&~	~&~'3'~&~	~&~'SEPT. 2015'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201509300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'04'~&~	~&~'be0c86ba-8aa9-4d8a-801a-63b50ad640e9'~&~	~&~'3'~&~	~&~'OCT. 2015'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201510310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'05'~&~	~&~'862019be-5966-4bc2-91d1-92e50c063b74'~&~	~&~'3'~&~	~&~'NOV. 2015'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201511300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'06'~&~	~&~'5d186ade-16c7-4d41-958f-01b1d04c60d0'~&~	~&~'3'~&~	~&~'DEC. 2015'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201512310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'07'~&~	~&~'2f83447b-251d-4347-b481-d6c330ac5c4f'~&~	~&~'3'~&~	~&~'JAN. 2016'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201601310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'08'~&~	~&~'b3aa0808-a4e7-468e-8179-ab653623c839'~&~	~&~'3'~&~	~&~'FEB. 2016'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201602290000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'09'~&~	~&~'41535286-b3de-43b0-bc63-9d0bc97eb4d5'~&~	~&~'3'~&~	~&~'MAR. 2016'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201603310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'10'~&~	~&~'013b38a2-6e8e-475d-9938-c35b5f0244f1'~&~	~&~'3'~&~	~&~'APR. 2016'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201604300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'11'~&~	~&~'afabf314-d8db-4def-95bb-1b8ac423a0c8'~&~	~&~'3'~&~	~&~'MAY 2016'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201605310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'12'~&~	~&~'0d7a6c3f-f2ee-4497-ba9d-898095ca7605'~&~	~&~'3'~&~	~&~'JUNE 2016'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201606300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'13'~&~	~&~'650c7633-6815-4f04-bca6-444b5fad7a6c'~&~	~&~'3'~&~	~&~'CLOSING 16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201606300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'AB'~&~	~&~'23c2e21d-d965-4f21-b135-7aae65890fd9'~&~	~&~'3'~&~	~&~'ANNUAL BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201606300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'BB'~&~	~&~'83989be0-8bc9-4d89-9fbf-9d8d405e65e5'~&~	~&~'3'~&~	~&~'BEG. BAL.'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201606300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'CB'~&~	~&~'34e0c573-3cce-4a90-b21a-f99646d0b60d'~&~	~&~'3'~&~	~&~'CG BEG BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201606300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'01'~&~	~&~'c9b8f531-6bbc-4350-a8a1-3e794677cc19'~&~	~&~'3'~&~	~&~'JULY 2016'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201607310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'02'~&~	~&~'378bc6d8-e7e9-4fc1-b9cb-e820808220fb'~&~	~&~'3'~&~	~&~'AUG. 2016'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201608310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'03'~&~	~&~'b78461f6-8bc2-4d14-90a1-daa1f86383a4'~&~	~&~'3'~&~	~&~'SEPT. 2016'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201609300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'04'~&~	~&~'119fea30-71ec-4e2d-9df9-54f52dbc50dc'~&~	~&~'3'~&~	~&~'OCT. 2016'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201610310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'05'~&~	~&~'9bc43606-6861-4b3c-bc29-bb5d298d1710'~&~	~&~'3'~&~	~&~'NOV. 2016'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201611300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'06'~&~	~&~'b35930f0-985a-43f9-8701-5e2f592cef0d'~&~	~&~'3'~&~	~&~'DEC. 2016'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201612310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'07'~&~	~&~'8de1afd0-5dae-4015-ba42-64291fa9cb54'~&~	~&~'3'~&~	~&~'JAN. 2017'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201701310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'08'~&~	~&~'aa8ed311-6706-4ffb-9218-d6fc9457a7a0'~&~	~&~'3'~&~	~&~'FEB. 2017'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201702280000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'09'~&~	~&~'8e2eab63-8630-4c10-8026-7cb292899504'~&~	~&~'3'~&~	~&~'MAR. 2017'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201703310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'10'~&~	~&~'877f6f4f-df04-4953-afe9-73f783968317'~&~	~&~'3'~&~	~&~'APR. 2017'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201704300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'11'~&~	~&~'ac6413ad-2ea3-42d2-ad8a-9daa94bf0dc4'~&~	~&~'3'~&~	~&~'MAY 2017'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201705310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'12'~&~	~&~'49fd5a1e-ed9a-4a63-84d4-7497f4b4002f'~&~	~&~'3'~&~	~&~'JUNE 2017'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201706300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'13'~&~	~&~'9c70b876-7e13-44b5-b13c-0981360d5df7'~&~	~&~'3'~&~	~&~'CLOSING 17'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201706300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'AB'~&~	~&~'ea55c74a-e40d-4a37-9f45-116e007e3633'~&~	~&~'3'~&~	~&~'ANNUAL BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201706300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BB'~&~	~&~'bace18e3-8ef2-48ba-853b-c55b8631dbdb'~&~	~&~'3'~&~	~&~'BEG. BAL.'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201706300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'CB'~&~	~&~'3a7e4273-3fb1-4948-a04b-e36e58873541'~&~	~&~'3'~&~	~&~'CG BEG BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201706300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'01'~&~	~&~'d8b5d50b-8916-4b39-bbf8-d446c64566d9'~&~	~&~'3'~&~	~&~'JULY 2017'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201707310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'02'~&~	~&~'25e14bd4-b85b-4602-b0e4-195e1f70f3ee'~&~	~&~'3'~&~	~&~'AUG. 2017'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201708310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'03'~&~	~&~'eb7accf6-b690-4cb8-af79-8de5062f879b'~&~	~&~'3'~&~	~&~'SEPT. 2017'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201709300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'04'~&~	~&~'09b01df0-a157-4f40-b038-46a7da91c1b6'~&~	~&~'3'~&~	~&~'OCT. 2017'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201710310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'05'~&~	~&~'8745d963-2f72-4da1-998f-870dcecec936'~&~	~&~'3'~&~	~&~'NOV. 2017'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201711300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'06'~&~	~&~'c95176ea-855b-4ad1-a935-7fd7e24857f0'~&~	~&~'3'~&~	~&~'DEC. 2017'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201712310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'07'~&~	~&~'e59c9db7-318d-40e0-9d96-ce972591450b'~&~	~&~'3'~&~	~&~'JAN. 2018'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201801310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'08'~&~	~&~'aca656e3-8933-47bd-83c1-94727032e07c'~&~	~&~'3'~&~	~&~'FEB. 2018'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201802280000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'09'~&~	~&~'038cf891-dee2-4ef5-b89e-579a9bf7ae59'~&~	~&~'3'~&~	~&~'MAR. 2018'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201803310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'10'~&~	~&~'fb09616f-a420-4a74-85ef-3da71cfe6c63'~&~	~&~'3'~&~	~&~'APR. 2018'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201804300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'11'~&~	~&~'69aec48f-7f51-4f5b-89c5-a176f724655a'~&~	~&~'3'~&~	~&~'MAY 2018'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201805310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'12'~&~	~&~'db1ac33b-c311-4eed-995a-154941ec7fec'~&~	~&~'3'~&~	~&~'JUNE 2018'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201806300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'13'~&~	~&~'1921f2b4-82be-4266-b18b-0508b7462f0b'~&~	~&~'3'~&~	~&~'CLOSING 18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201806300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'AB'~&~	~&~'e673c63c-1558-4171-b9bd-df037da75b03'~&~	~&~'3'~&~	~&~'ANNUAL BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201806300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BB'~&~	~&~'2e6d1072-004e-4a69-9321-82bb3ec047fb'~&~	~&~'3'~&~	~&~'BEG. BAL.'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201806300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'CB'~&~	~&~'8ff813a5-3e66-4bf2-8009-d5119952a86f'~&~	~&~'3'~&~	~&~'CG BEG BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201806300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'01'~&~	~&~'6f20ec36-10c6-401a-89e9-8fd5ed475698'~&~	~&~'3'~&~	~&~'JULY 2018'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201807310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'02'~&~	~&~'60512ef9-920d-42bb-8e78-c8acc044948b'~&~	~&~'3'~&~	~&~'AUG. 2018'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201808310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'03'~&~	~&~'f9168516-feea-4a29-a37f-8ef8142fa72e'~&~	~&~'3'~&~	~&~'SEPT. 2018'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201809300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'04'~&~	~&~'3d87862f-9062-4a5d-b599-1ed65f6049f6'~&~	~&~'3'~&~	~&~'OCT. 2018'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201810310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'05'~&~	~&~'4976c1bc-4083-486f-944d-bfa52bce1f94'~&~	~&~'3'~&~	~&~'NOV. 2018'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201811300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'06'~&~	~&~'3a17707b-f224-4fbb-9f14-e937bc017525'~&~	~&~'3'~&~	~&~'DEC. 2018'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201812310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'07'~&~	~&~'8c6acabd-017c-4819-8271-698d8b20d1db'~&~	~&~'3'~&~	~&~'JAN. 2019'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201901310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'08'~&~	~&~'d36f977e-7022-4664-9d65-eba82ecc32f6'~&~	~&~'3'~&~	~&~'FEB. 2019'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201902280000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'09'~&~	~&~'f1bfdcbd-3a6d-47a1-ade6-146166cc9f78'~&~	~&~'3'~&~	~&~'MAR. 2019'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201903310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'10'~&~	~&~'82863f8e-14eb-40f6-9085-21334709fa57'~&~	~&~'3'~&~	~&~'APR. 2019'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201904300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'11'~&~	~&~'6efedcbd-cae5-4cd9-89af-5540c56f3b88'~&~	~&~'3'~&~	~&~'MAY 2019'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201905310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'12'~&~	~&~'3be9dff5-a71f-49f1-837b-4a209e560883'~&~	~&~'3'~&~	~&~'JUNE 2019'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201906300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'13'~&~	~&~'33e6f090-d0d8-4d66-9e32-22952e2ee9e9'~&~	~&~'3'~&~	~&~'CLOSING 19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201906300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'AB'~&~	~&~'adec0682-0655-4f81-9b24-2165924ffbf7'~&~	~&~'3'~&~	~&~'ANNUAL BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201906300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BB'~&~	~&~'7e3acc65-4514-43d5-91e5-83bf62f2acb2'~&~	~&~'3'~&~	~&~'BEG. BAL.'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201906300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'CB'~&~	~&~'6f1e55bb-cfe1-40a2-a936-cb6faf362cf1'~&~	~&~'3'~&~	~&~'CG BEG BAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201906300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'01'~&~	~&~'dc93a5f0-d776-4a3e-9f71-70902ab48863'~&~	~&~'3'~&~	~&~'JULY 2019'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201907310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'02'~&~	~&~'9b035cf7-4a23-45ce-bc1e-ffe16bae3056'~&~	~&~'3'~&~	~&~'AUG. 2019'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201908310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'03'~&~	~&~'d8eb856b-a1c0-457f-9dc0-d47863ab8ebd'~&~	~&~'3'~&~	~&~'SEPT. 2019'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201909300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'04'~&~	~&~'0ae34629-13ec-4b83-9f0e-40191b9f1a30'~&~	~&~'3'~&~	~&~'OCT. 2019'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201910310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'05'~&~	~&~'6f0564d5-4561-4d40-b98d-32ebd1b9be1b'~&~	~&~'3'~&~	~&~'NOV. 2019'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201911300000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'06'~&~	~&~'f8984a3e-c528-475b-bf58-b279b540ff07'~&~	~&~'3'~&~	~&~'DEC. 2019'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'201912310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'07'~&~	~&~'3ae37bd6-b0c6-437b-a254-f855d1e3495b'~&~	~&~'3'~&~	~&~'JAN. 2020'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202001310000000000'~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'08'~&~	~&~'48e693b0-d883-48df-b988-a3c19b628b2c'~&~	~&~'3'~&~	~&~'FEB. 2020'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'202002280000000000'~&~	~&~]RECORD
