HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ORG_MGR_UNVL_ID::VARCHAR~&~	~&~ORG_NM::VARCHAR~&~	~&~RC_CD::VARCHAR~&~	~&~ORG_PHYS_CMP_CD::VARCHAR~&~	~&~ORG_TYP_CD::VARCHAR~&~	~&~ORG_DFLT_ACCT_NBR::VARCHAR~&~	~&~ORG_LN1_ADDR::VARCHAR~&~	~&~ORG_LN2_ADDR::VARCHAR~&~	~&~ORG_CITY_NM::VARCHAR~&~	~&~ORG_STATE_CD::VARCHAR~&~	~&~ORG_ZIP_CD::VARCHAR~&~	~&~ORG_CNTRY_CD::VARCHAR~&~	~&~ORG_BEGIN_DT::TIMESTAMP~&~	~&~ORG_END_DT::TIMESTAMP~&~	~&~RPTS_TO_FIN_COA_CD::VARCHAR~&~	~&~RPTS_TO_ORG_CD::VARCHAR~&~	~&~ORG_ACTIVE_CD::VARCHAR~&~	~&~ORG_IN_FP_CD::VARCHAR~&~	~&~ORG_PLNT_ACCT_NBR::VARCHAR~&~	~&~CMP_PLNT_ACCT_NBR::VARCHAR~&~	~&~ORG_PLNT_COA_CD::VARCHAR~&~	~&~CMP_PLNT_COA_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'BL'~&~	~&~'MCOM'~&~	~&~'014F3DAF7817A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2422606713'~&~	~&~'MUSIC SCHOOL-COMPOSITION'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1042600'~&~	~&~'MUSIC'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804060000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MCSI'~&~	~&~'014F3DAF7818A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4321004623'~&~	~&~'MATHEMATICS ~ COMPUTER SCIENCE'~&~	~&~'04'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1023200'~&~	~&~'KIRKWOOD HALL'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209803180000000000'~&~	~&~'209804010000000000'~&~	~&~'BL'~&~	~&~'MATH'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MDEP'~&~	~&~'014F3DAF7819A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2553405475'~&~	~&~'MEDICINE, DEPT OF'~&~	~&~'10'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1035600'~&~	~&~'JORDAN HALL 104'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209803250000000000'~&~	~&~'209804010000000000'~&~	~&~'BL'~&~	~&~'MED'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MDSV'~&~	~&~'014F3DAF781AA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4279703397'~&~	~&~'MEDIA SERVICES'~&~	~&~'68'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1047400'~&~	~&~'LIBRARY'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804020000000000'~&~	~&~'209804030000000000'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MED'~&~	~&~'014F3DAF781BA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2553405475'~&~	~&~'HEALTH SCIENCES'~&~	~&~'10'~&~	~&~'BL'~&~	~&~'R'~&~	~&~'1035600'~&~	~&~'MYERS 203'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405-4401'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520010'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MELL'~&~	~&~'014F3DAF781CA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4279703397'~&~	~&~'MODERN EUROPEAN LINGS, LINGS ~ W.EURP ST'~&~	~&~'68'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1047400'~&~	~&~'LIBRARY'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804020000000000'~&~	~&~'209804030000000000'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MEMI'~&~	~&~'014F3DAF781DA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2422606713'~&~	~&~'MUSIC-EARLY MUSIC INSTITUTE'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1042600'~&~	~&~'MUSIC'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804060000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MESP'~&~	~&~'014F3DAF781EA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4135906990'~&~	~&~'MIDDLE EASTERN STUDIES'~&~	~&~'04'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1023268'~&~	~&~'GOODBODY 313'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405-2401'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~'200106300000000000'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9520004'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MEST'~&~	~&~'014F3DAF781FA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2362105752'~&~	~&~'MEDIEVAL STUDIES'~&~	~&~'04'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1023265'~&~	~&~'BALLANTINE 650'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405-6601'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520004'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MFPN'~&~	~&~'014F3DAF7820A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4186602347'~&~	~&~'MINORITY FELLOWSHIP PROG'~&~	~&~'75'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1020000'~&~	~&~'BRYAN 100'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804020000000000'~&~	~&~'209804030000000000'~&~	~&~'BL'~&~	~&~'LAAF'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MGMT'~&~	~&~'014F3DAF7821A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1777902237'~&~	~&~'SCHOOL OF BUSINESS MANAGEMENT DEPARTMENT'~&~	~&~'24'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1036270'~&~	~&~'SCHOOL OF BUSINESS, 333'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209609300000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520024'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MGTC'~&~	~&~'014F3DAF7822A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4988506457'~&~	~&~'MANAGERIAL COMMUNICATIONS'~&~	~&~'24'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1036200'~&~	~&~'BUSINESS  333'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209803300000000000'~&~	~&~'209804010000000000'~&~	~&~'BL'~&~	~&~'MGMT'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MIAP'~&~	~&~'014F3DAF7823A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'5183806303'~&~	~&~'MINORITY ACHIEVER`S PRGM'~&~	~&~'60'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1020700'~&~	~&~'BRYAN 109'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804010000000000'~&~	~&~'209911300000000000'~&~	~&~'BL'~&~	~&~'UGCD'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9520060'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MICR'~&~	~&~'014F3DAF7824A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4321004623'~&~	~&~'MICROBIOLOGY'~&~	~&~'04'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1023200'~&~	~&~'KIRKWOOD HALL'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209803180000000000'~&~	~&~'209804010000000000'~&~	~&~'BL'~&~	~&~'BI'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MILS'~&~	~&~'014F3DAF7825A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1872708343'~&~	~&~'MILITARY SCIENCE'~&~	~&~'52'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1048900'~&~	~&~'814 E. THIRD ST'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'OACA'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520052'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MJAZ'~&~	~&~'014F3DAF7826A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2422606713'~&~	~&~'MUSIC SCHOOL-JAZZ'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1042600'~&~	~&~'MUSIC'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804060000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520042'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MKSV'~&~	~&~'014F3DAF7827A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'3002005569'~&~	~&~'MARKETING SERVICES'~&~	~&~'80'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'2322403'~&~	~&~'1900 E 10TH ST'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209602050000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'AXSV'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520080'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MKTG'~&~	~&~'014F3DAF7828A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1777902237'~&~	~&~'SCHOOL OF BUSINESS MARKETING DEPARTMENT'~&~	~&~'24'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1036260'~&~	~&~'SCHOOL OF BUSINESS, 333'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209609300000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520024'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MLAM'~&~	~&~'014F3DAF7829A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2422606713'~&~	~&~'LATIN AMERICAN MUSIC CENTER'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1042600'~&~	~&~'MUSIC'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804060000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520042'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MLIB'~&~	~&~'014F3DAF782AA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4279703397'~&~	~&~'LIBRARY - MUSIC'~&~	~&~'68'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1047400'~&~	~&~'LIBRARY'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804020000000000'~&~	~&~'209804030000000000'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MLRP'~&~	~&~'014F3DAF782BA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4279703397'~&~	~&~'MAIN LIBRARY RENOVATION PROJECT'~&~	~&~'68'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1047400'~&~	~&~'LIBRARY'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804020000000000'~&~	~&~'209804030000000000'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MMUS'~&~	~&~'014F3DAF782CA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4052406505'~&~	~&~'MATHERS MUSEUM WM HAMMOND'~&~	~&~'64'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1043700'~&~	~&~'BRYAN HALL 104'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405-1201'~&~	~&~'US'~&~	~&~'209307010000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520064'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MPS'~&~	~&~'014F3DAF782DA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4279703397'~&~	~&~'LIBRARY, MONOGRAPHIC PROCESSION'~&~	~&~'68'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1047400'~&~	~&~'LIBRARY'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804020000000000'~&~	~&~'209804030000000000'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MRI'~&~	~&~'014F3DAF8177A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4052406505'~&~	~&~'MATERIALS RESEARCH INSTITUTE'~&~	~&~'64'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1042987'~&~	~&~'BRYAN 104'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405-1201'~&~	~&~'US'~&~	~&~'200406150000000000'~&~	~&~'200406150000000000'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520064'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MSCI'~&~	~&~'014F3DAF782EA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2553405475'~&~	~&~'MEDICAL SCIENCES PROGRAM'~&~	~&~'10'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1035600'~&~	~&~'MYERS HALL'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209803250000000000'~&~	~&~'209804010000000000'~&~	~&~'BL'~&~	~&~'MED'~&~	~&~'N'~&~	~&~'N'~&~	~&~'9520010'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MSCY'~&~	~&~'014F3DAF782FA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1407101459'~&~	~&~'MUSICOLOGY'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1042600'~&~	~&~'MUSIC SCHOOL'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209803310000000000'~&~	~&~'209804010000000000'~&~	~&~'BL'~&~	~&~'MUHI'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MSED'~&~	~&~'014F3DAF7830A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'1407101459'~&~	~&~'MUSIC EDUCATION'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1042600'~&~	~&~'MUSIC SCHOOL'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209803310000000000'~&~	~&~'209804010000000000'~&~	~&~'BL'~&~	~&~'MUED'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MSLB'~&~	~&~'014F3DAF7831A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4279703397'~&~	~&~'LIBRARY - MEDICAL SCIENCE'~&~	~&~'68'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1047400'~&~	~&~'LIBRARY'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804020000000000'~&~	~&~'209804030000000000'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MTED'~&~	~&~'014F3DAF7832A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'4321004623'~&~	~&~'MATHEMATICS EDUC DEVEL CTR'~&~	~&~'04'~&~	~&~'BL'~&~	~&~'H'~&~	~&~'1023200'~&~	~&~'KIRKWOOD HALL'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209803240000000000'~&~	~&~'209804010000000000'~&~	~&~'BL'~&~	~&~'MATH'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MUAC'~&~	~&~'014F3DAF7833A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2422606713'~&~	~&~'MUSIC SCHOOL-ACADEMICS'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1042600'~&~	~&~'MUSIC'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804060000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MUAD'~&~	~&~'014F3DAF7834A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2422606713'~&~	~&~'MUSIC SCHOOL ADMINISTRATION'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1042600'~&~	~&~'MUSIC 121'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209607010000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520042'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MUAM'~&~	~&~'014F3DAF7835A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2422606713'~&~	~&~'MUSIC SCHOOL-APPLIED MUSIC'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1042600'~&~	~&~'MUSIC'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804060000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MUAR'~&~	~&~'014F3DAF7836A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2422606713'~&~	~&~'ADMISSIONS/RECRUIT-MUSIC'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1042677'~&~	~&~'MUSIC 121'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209607010000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520042'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MUAT'~&~	~&~'014F3DAF7837A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2422606713'~&~	~&~'MUSIC SCHOOL-AUDIO TECHNOLOGY'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1042600'~&~	~&~'MUSIC'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804060000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'MUTP'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520042'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MUBA'~&~	~&~'014F3DAF7838A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2422606713'~&~	~&~'SCHOOL OF MUSIC BANDS'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1042800'~&~	~&~'MUSIC 121'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209607010000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520042'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MUCA'~&~	~&~'014F3DAF7839A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2422606713'~&~	~&~'MUSIC CHORALE ENSEMBLE'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1042600'~&~	~&~'MUSIC'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209804060000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'MUEN'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520042'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'MUDV'~&~	~&~'014F3DAF783AA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'2422606713'~&~	~&~'MUSIC DEVELOPMENT'~&~	~&~'42'~&~	~&~'BL'~&~	~&~'O'~&~	~&~'1042615'~&~	~&~'MUSIC 121'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~'US'~&~	~&~'209607010000000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'MUAD'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'9520042'~&~	~&~'9520000'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~]RECORD
