HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~ACCT_SF_CD::VARCHAR~&~	~&~CURR_BDGT_BAL_AMT::DECIMAL~&~	~&~ACCT_ACTL_XPND_AMT::DECIMAL~&~	~&~ACCT_ENCUM_AMT::DECIMAL~&~	~&~TIMESTAMP::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211602'~&~	~&~'PART'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'4500.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211602'~&~	~&~'PHON'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'79.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211602'~&~	~&~'PRIN'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'384.43'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211602'~&~	~&~'R&M'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'958.23'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211602'~&~	~&~'S&E'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'29356.80'~&~	~&~'198.28'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211602'~&~	~&~'SAAP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'17280.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211602'~&~	~&~'TRAV'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'5417.44'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'ACSA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'184430.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'BENF'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'59368.59'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'BISA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'27007.86'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'FINA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'3354.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'HRCO'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'25006.24'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'ICOE'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'145820.79'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'OEXP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'310.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'PART'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'4500.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'PHON'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'79.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'PRIN'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'384.43'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'R&M'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'958.23'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'S&E'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'29356.80'~&~	~&~'198.28'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'SAAP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'17280.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211603'~&~	~&~'TRAV'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'5417.44'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'ACSA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'184430.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'BENF'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'59368.59'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'BISA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'27007.86'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'FINA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'3354.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'HRCO'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'25006.24'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'ICOE'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'145820.79'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'OEXP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'310.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'PART'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'4500.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'PHON'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'79.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'PRIN'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'384.43'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'R&M'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'958.23'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'S&E'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'29356.80'~&~	~&~'198.28'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'SAAP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'17280.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211604'~&~	~&~'TRAV'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'5417.44'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'ACSA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'184430.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'BENF'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'59368.59'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'BISA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'27007.86'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'FINA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'3354.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'HRCO'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'25006.24'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'ICOE'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'145820.79'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'OEXP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'310.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'PART'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'4500.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'PHON'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'79.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'PRIN'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'384.43'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'R&M'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'958.23'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'S&E'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'29356.80'~&~	~&~'198.28'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'SAAP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'17280.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'TRAV'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'5417.44'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'ACSA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'184430.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'BENF'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'59368.59'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'BISA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'27007.86'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'FINA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'3354.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'HRCO'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'25006.24'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'ICOE'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'145820.79'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'OEXP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'310.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'PART'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'4500.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'PHON'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'79.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'PRIN'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'384.43'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'R&M'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'958.23'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'S&E'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'29356.80'~&~	~&~'198.28'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'SAAP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'17280.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'TRAV'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'5417.44'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'ACSA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'184430.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'BENF'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'59368.59'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'BISA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'27007.86'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'FINA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'3354.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'HRCO'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'25006.24'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'ICOE'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'145820.79'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'OEXP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'310.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'PART'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'4500.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'PHON'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'79.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'PRIN'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'384.43'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'R&M'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'958.23'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'S&E'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'29356.80'~&~	~&~'198.28'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'SAAP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'17280.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'TRAV'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'5417.44'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'ACSA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'184430.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'BENF'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'59368.59'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'BISA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'27007.86'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'FINA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'3354.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'HRCO'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'25006.24'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'ICOE'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'145820.79'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'OEXP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'310.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'PART'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'4500.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'PHON'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'79.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'PRIN'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'384.43'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'R&M'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'958.23'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'S&E'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'29356.80'~&~	~&~'198.28'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'SAAP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'17280.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211608'~&~	~&~'TRAV'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'5417.44'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'ACSA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'184430.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'BENF'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'59368.59'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'BISA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'27007.86'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'FINA'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'3354.45'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'HRCO'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'25006.24'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'ICOE'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'145820.79'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'OEXP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'310.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'PART'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'4500.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'PHON'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'79.32'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'PRIN'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'384.43'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'R&M'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'958.23'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'S&E'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'29356.80'~&~	~&~'198.28'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'SAAP'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'17280.00'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211609'~&~	~&~'TRAV'~&~	~&~'L'~&~	~&~'0.00'~&~	~&~'5417.44'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211701'~&~	~&~'4061'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'109.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211701'~&~	~&~'4802'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.30'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211701'~&~	~&~'5000'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'15.29'~&~	~&~'4021.67'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211701'~&~	~&~'5007'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'10.56'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211701'~&~	~&~'5017'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'98.34'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211701'~&~	~&~'5200'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'349.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211702'~&~	~&~'4061'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'109.50'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211702'~&~	~&~'4802'~&~	~&~'O'~&~	~&~'0.00'~&~	~&~'19.30'~&~	~&~'0.00'~&~	~&~NULL~&~	~&~]RECORD
