HEADER[~&~	~&~CA_ICR_ACCT_GNRTD_ID::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~ICR_FIN_COA_CD::VARCHAR~&~	~&~ICR_FIN_ACCT_NBR::VARCHAR~&~	~&~ACLN_PCT::VARCHAR~&~	~&~DOBJ_MAINT_CD_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'10612'~&~	~&~'AF204E1BF4439BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624445'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10613'~&~	~&~'AF204E1BF4449BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624446'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10614'~&~	~&~'AF204E1BF4459BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624447'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10615'~&~	~&~'AF204E1BF4469BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624514'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10616'~&~	~&~'AF204E1BF4479BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624515'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10617'~&~	~&~'AF204E1BF4489BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624516'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10618'~&~	~&~'AF204E1BF4499BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624517'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10619'~&~	~&~'AF204E1BF44A9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624518'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10620'~&~	~&~'AF204E1BF44B9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624519'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10621'~&~	~&~'AF204E1BF44C9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624520'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10622'~&~	~&~'AF204E1BF44D9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624521'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10623'~&~	~&~'AF204E1BF44E9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624522'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10624'~&~	~&~'AF204E1BF44F9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624523'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10625'~&~	~&~'AF204E1BF4509BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624524'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10626'~&~	~&~'AF204E1BF4519BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624525'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10627'~&~	~&~'AF204E1BF4529BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624526'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10628'~&~	~&~'AF204E1BF4539BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624527'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10629'~&~	~&~'AF204E1BF4549BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624528'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10630'~&~	~&~'AF204E1BF4559BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624529'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10631'~&~	~&~'AF204E1BF4569BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624530'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10632'~&~	~&~'AF204E1BF4579BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624531'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10633'~&~	~&~'AF204E1BF4589BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624532'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10634'~&~	~&~'AF204E1BF4599BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624534'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10635'~&~	~&~'AF204E1BF45A9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624535'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10636'~&~	~&~'AF204E1BF45B9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624536'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10637'~&~	~&~'AF204E1BF45C9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624537'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10638'~&~	~&~'AF204E1BF45D9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624538'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10639'~&~	~&~'AF204E1BF45E9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624539'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10640'~&~	~&~'AF204E1BF45F9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624448'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10641'~&~	~&~'AF204E1BF4609BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624449'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10642'~&~	~&~'AF204E1BF4619BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624450'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10643'~&~	~&~'AF204E1BF4629BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624451'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10644'~&~	~&~'AF204E1BF4639BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624452'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10645'~&~	~&~'AF204E1BF4649BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624453'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10646'~&~	~&~'AF204E1BF4659BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624454'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10647'~&~	~&~'AF204E1BF4669BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624455'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10648'~&~	~&~'AF204E1BF4679BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624456'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10649'~&~	~&~'AF204E1BF4689BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624457'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10650'~&~	~&~'AF204E1BF4699BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624458'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10651'~&~	~&~'AF204E1BF46A9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624459'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10652'~&~	~&~'AF204E1BF46B9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624500'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10653'~&~	~&~'AF204E1BF46C9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624501'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10654'~&~	~&~'AF204E1BF46D9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624502'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10655'~&~	~&~'AF204E1BF46E9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624503'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10656'~&~	~&~'AF204E1BF46F9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624504'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10657'~&~	~&~'AF204E1BF4709BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624505'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10658'~&~	~&~'AF204E1BF4719BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624506'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10659'~&~	~&~'AF204E1BF4729BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624507'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10660'~&~	~&~'AF204E1BF4739BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624508'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10661'~&~	~&~'AF204E1BF4749BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624509'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10662'~&~	~&~'AF204E1BF4759BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624510'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10663'~&~	~&~'AF204E1BF4769BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624511'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10664'~&~	~&~'AF204E1BF4779BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624512'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10665'~&~	~&~'AF204E1BF4789BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4624513'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10666'~&~	~&~'AF204E1BF4799BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524609'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10667'~&~	~&~'AF204E1BF47A9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524610'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10668'~&~	~&~'AF204E1BF47B9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524701'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10669'~&~	~&~'AF204E1BF47C9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524702'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10670'~&~	~&~'AF204E1BF47D9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524703'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10671'~&~	~&~'AF204E1BF47E9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524704'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10672'~&~	~&~'AF204E1BF47F9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524705'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10673'~&~	~&~'AF204E1BF4809BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524706'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10674'~&~	~&~'AF204E1BF4819BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524707'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10675'~&~	~&~'AF204E1BF4829BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524708'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10676'~&~	~&~'AF204E1BF4839BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524709'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10677'~&~	~&~'AF204E1BF4849BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524710'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10678'~&~	~&~'AF204E1BF4859BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524711'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10679'~&~	~&~'AF204E1BF4869BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524712'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10680'~&~	~&~'AF204E1BF4879BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524713'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10681'~&~	~&~'AF204E1BF4889BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524714'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10682'~&~	~&~'AF204E1BF4899BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524715'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10683'~&~	~&~'AF204E1BF48A9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524716'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10684'~&~	~&~'AF204E1BF48B9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524717'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10685'~&~	~&~'AF204E1BF48C9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524718'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10686'~&~	~&~'AF204E1BF48D9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524719'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10687'~&~	~&~'AF204E1BF48E9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524720'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10688'~&~	~&~'AF204E1BF48F9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524721'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10689'~&~	~&~'AF204E1BF4909BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524722'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10690'~&~	~&~'AF204E1BF4919BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524723'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10691'~&~	~&~'AF204E1BF4929BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524724'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10692'~&~	~&~'AF204E1BF4939BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524725'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10693'~&~	~&~'AF204E1BF4949BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524726'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10694'~&~	~&~'AF204E1BF4959BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524727'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10695'~&~	~&~'AF204E1BF4969BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524728'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10696'~&~	~&~'AF204E1BF4979BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524729'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10697'~&~	~&~'AF204E1BF4989BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524730'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10698'~&~	~&~'AF204E1BF4999BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524731'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10699'~&~	~&~'AF204E1BF49A9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524732'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10700'~&~	~&~'AF204E1BF49B9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524733'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10701'~&~	~&~'AF204E1BF49C9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524734'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10702'~&~	~&~'AF204E1BF49D9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524735'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10703'~&~	~&~'AF204E1BF49E9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524736'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10704'~&~	~&~'AF204E1BF49F9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524737'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10705'~&~	~&~'AF204E1BF4A09BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524738'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10706'~&~	~&~'AF204E1BF4A19BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524739'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10707'~&~	~&~'AF204E1BF4A29BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524740'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10708'~&~	~&~'AF204E1BF4A39BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524741'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10709'~&~	~&~'AF204E1BF4A49BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524742'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10710'~&~	~&~'AF204E1BF4A59BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524743'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10711'~&~	~&~'AF204E1BF4A69BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524744'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10712'~&~	~&~'AF204E1BF4A79BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4524745'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
