HEADER[~&~	~&~VNDR_HDR_GNRTD_ID::DECIMAL~&~	~&~VNDR_DTL_ASND_ID::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~VNDR_PARENT_IND::VARCHAR~&~	~&~VNDR_NM::VARCHAR~&~	~&~DOBJ_MAINT_CD_ACTV_IND::VARCHAR~&~	~&~VNDR_INACTV_REAS_CD::VARCHAR~&~	~&~VNDR_DUNS_NBR::VARCHAR~&~	~&~VNDR_PMT_TERM_CD::VARCHAR~&~	~&~VNDR_SHP_TTL_CD::VARCHAR~&~	~&~VNDR_SHP_PMT_TERM_CD::VARCHAR~&~	~&~VNDR_CNFM_IND::VARCHAR~&~	~&~VNDR_PRPYMT_IND::VARCHAR~&~	~&~VNDR_CCRD_IND::VARCHAR~&~	~&~VNDR_MIN_ORD_AMT::DECIMAL~&~	~&~VNDR_URL_ADDR::VARCHAR~&~	~&~VNDR_SOLD_TO_NM::VARCHAR~&~	~&~VNDR_RMT_NM::VARCHAR~&~	~&~VNDR_RSTRC_IND::VARCHAR~&~	~&~VNDR_RSTRC_REAS_TXT::VARCHAR~&~	~&~VNDR_RSTRC_DT::TIMESTAMP~&~	~&~VNDR_RSTRC_PRSN_ID::VARCHAR~&~	~&~VNDR_SOLD_TO_GNRTD_ID::DECIMAL~&~	~&~VNDR_SOLD_TO_ASND_ID::DECIMAL~&~	~&~VNDR_1ST_LST_NM_IND::VARCHAR~&~	~&~COLLECT_TAX_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2003'~&~	~&~'0'~&~	~&~'6D6FB51B-2630-C48C-DF27-817EBFB63EB8'~&~	~&~'7'~&~	~&~'Y'~&~	~&~'BOB THE BUILDER'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N10'~&~	~&~'DE'~&~	~&~'PA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'100.00'~&~	~&~'bobthebuilder.com'~&~	~&~NULL~&~	~&~'Bob Builder'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2005'~&~	~&~'0'~&~	~&~'96F2B6AB-5CF1-2668-4C11-6176F3031F29'~&~	~&~'3'~&~	~&~'Y'~&~	~&~'ACCOUNTING CONSULTANTS'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'10D10'~&~	~&~'SP'~&~	~&~'AL'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'www.accountingconsultants.com'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2013'~&~	~&~'0'~&~	~&~'AFE10E62-4822-4C66-C257-F9631F3CFF73'~&~	~&~'6'~&~	~&~'Y'~&~	~&~'BESCO WATER TREATMENT INC'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N30'~&~	~&~'OR'~&~	~&~'AL'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'bescowater.com'~&~	~&~NULL~&~	~&~'Besco Water Treatment Inc'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'0'~&~	~&~'80DBE3B2-8E4B-A904-B40D-CF20B6AD3DFB'~&~	~&~'2'~&~	~&~'Y'~&~	~&~'COFFEE CUP CAFE'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N07'~&~	~&~'SP'~&~	~&~'PA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'25.00'~&~	~&~'coffeecup.com'~&~	~&~NULL~&~	~&~'Coffee Cup'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2023'~&~	~&~'0'~&~	~&~'6150CAC3-74E7-0F8E-B541-712A4B0FCADE'~&~	~&~'3'~&~	~&~'Y'~&~	~&~'GRAINGER'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'253695874'~&~	~&~'00N07'~&~	~&~'OR'~&~	~&~'CL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'2000.00'~&~	~&~'www.grainger.com'~&~	~&~NULL~&~	~&~'W.W. Grainger'~&~	~&~'N'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2025'~&~	~&~'0'~&~	~&~'79886BEC-7DC7-2EF3-713D-A47510731D4C'~&~	~&~'7'~&~	~&~'Y'~&~	~&~'CERN- FOREIGN'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N30'~&~	~&~'CI'~&~	~&~'PA'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1000.00'~&~	~&~'cern.physics.su'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3005'~&~	~&~'0'~&~	~&~'AF8CCD38-1A3A-086D-0DFD-4183D13A401B'~&~	~&~'3'~&~	~&~'Y'~&~	~&~'GOLDEN GENIE CORPORATION'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'123456789'~&~	~&~'00N30'~&~	~&~'SP'~&~	~&~'AL'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'www.goldengenie.com'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4005'~&~	~&~'0'~&~	~&~'8FFE7896-8093-7D85-0203-486C10E20BD2'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Barnes & Noble.com LLC'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'102769940'~&~	~&~'00N30'~&~	~&~NULL~&~	~&~'PA'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4006'~&~	~&~'0'~&~	~&~'F6E3294B-F214-B292-5B9B-0F9DD63DEE43'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Dell Inc'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'624007902'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4007'~&~	~&~'0'~&~	~&~'BFBACD1B-7BD8-9575-3F66-E6766F83DE77'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'USA Scientific'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4008'~&~	~&~'0'~&~	~&~'01AC4A17-3D10-93D0-9AE2-957B0E2C9CD3'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Qiagen'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4009'~&~	~&~'0'~&~	~&~'9BAD367D-551F-E8FC-7985-1D0E5C4697DA'~&~	~&~'2'~&~	~&~'Y'~&~	~&~'Pierce Biotechnology'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4010'~&~	~&~'0'~&~	~&~'76A39DEA-7DCD-0CC5-FFBC-ED2F68055B72'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Perkin Elmer Life Sciences'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4011'~&~	~&~'0'~&~	~&~'0AE91484-B516-9126-16E7-B07B059EA4D8'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Fisher Scientific'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4012'~&~	~&~'0'~&~	~&~'5E04DB71-05E5-94BE-6B6D-509477E9C853'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Grainger'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4105'~&~	~&~'0'~&~	~&~'830E6114760CC23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Foreign DV Vendor'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4106'~&~	~&~'0'~&~	~&~'830E61147605C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Smith, Iggy - Employee as Vendor'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N30'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4107'~&~	~&~'0'~&~	~&~'830E61147606C23CE0404F8189D82CFD'~&~	~&~'2'~&~	~&~'Y'~&~	~&~'Back Up Withholding, DV Vendor'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4108'~&~	~&~'0'~&~	~&~'830E61147609C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Back-Up Withholding PO Vendor'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4109'~&~	~&~'0'~&~	~&~'830E61147607C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'DV Vendor Restricted'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Avoid appearance of conflict of interest'~&~	~&~'1269403200000'~&~	~&~'4161901639'~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4110'~&~	~&~'0'~&~	~&~'830E6114760AC23CE0404F8189D82CFD'~&~	~&~'2'~&~	~&~'Y'~&~	~&~'PO Vendor with Multiple Names'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N30'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Cascade Plaza LLC'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4111'~&~	~&~'0'~&~	~&~'830E61147611C23CE0404F8189D82CFD'~&~	~&~'2'~&~	~&~'Y'~&~	~&~'PO Vendor - Employee-Independent Contractor'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N30'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Donald M Bazley'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4112'~&~	~&~'0'~&~	~&~'830E6114760DC23CE0404F8189D82CFD'~&~	~&~'2'~&~	~&~'Y'~&~	~&~'PO Vendor Hotel Owned by Parent Company'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N30'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'East Palo Alto Development LLC'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4113'~&~	~&~'0'~&~	~&~'830E6114760EC23CE0404F8189D82CFD'~&~	~&~'3'~&~	~&~'Y'~&~	~&~'PO Vendor - Sold-To Company'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N30'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Cayuga Press Inc'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4114'~&~	~&~'0'~&~	~&~'830E6114760FC23CE0404F8189D82CFD'~&~	~&~'2'~&~	~&~'Y'~&~	~&~'PO Vendor - Sold to Another Company'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N30'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Sold-To Company'~&~	~&~'Cayuga Press'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'4113'~&~	~&~'0'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4115'~&~	~&~'0'~&~	~&~'830E61147610C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Participant Vendor'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4116'~&~	~&~'0'~&~	~&~'830E6114760BC23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Revolving Fund Vendor'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4117'~&~	~&~'0'~&~	~&~'830E61147608C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Foreign PO Vendor'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N30'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Wong Feng'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4118'~&~	~&~'0'~&~	~&~'830E61147612C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'High Volume PO Vendor'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N30'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Dell Marketing'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4119'~&~	~&~'0'~&~	~&~'830E61147613C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Cap Asset PO Vendor'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'00N30'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'VWR International'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'4120'~&~	~&~'0'~&~	~&~'830E61147614C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Utopia Use Tax Vendor'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
