HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACCOUNT_NM::VARCHAR~&~	~&~ACCT_FSC_OFC_UID::VARCHAR~&~	~&~ACCT_SPVSR_UNVL_ID::VARCHAR~&~	~&~ACCT_MGR_UNVL_ID::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~ACCT_TYP_CD::VARCHAR~&~	~&~ACCT_PHYS_CMP_CD::VARCHAR~&~	~&~SUB_FUND_GRP_CD::VARCHAR~&~	~&~ACCT_FRNG_BNFT_CD::VARCHAR~&~	~&~FIN_HGH_ED_FUNC_CD::VARCHAR~&~	~&~ACCT_RSTRC_STAT_CD::VARCHAR~&~	~&~ACCT_RSTRC_STAT_DT::TIMESTAMP~&~	~&~ACCT_CITY_NM::VARCHAR~&~	~&~ACCT_STATE_CD::VARCHAR~&~	~&~ACCT_STREET_ADDR::VARCHAR~&~	~&~ACCT_ZIP_CD::VARCHAR~&~	~&~RPTS_TO_FIN_COA_CD::VARCHAR~&~	~&~RPTS_TO_ACCT_NBR::VARCHAR~&~	~&~ACCT_CREATE_DT::TIMESTAMP~&~	~&~ACCT_EFFECT_DT::TIMESTAMP~&~	~&~ACCT_EXPIRATION_DT::TIMESTAMP~&~	~&~CONT_FIN_COA_CD::VARCHAR~&~	~&~CONT_ACCOUNT_NBR::VARCHAR~&~	~&~ENDOW_FIN_COA_CD::VARCHAR~&~	~&~ENDOW_ACCOUNT_NBR::VARCHAR~&~	~&~CONTR_CTRL_FCOA_CD::VARCHAR~&~	~&~CONTR_CTRLACCT_NBR::VARCHAR~&~	~&~INCOME_FIN_COA_CD::VARCHAR~&~	~&~INCOME_ACCOUNT_NBR::VARCHAR~&~	~&~ACCT_ICR_TYP_CD::VARCHAR~&~	~&~AC_CSTM_ICREXCL_CD::VARCHAR~&~	~&~FIN_SERIES_ID::VARCHAR~&~	~&~ICR_FIN_COA_CD::VARCHAR~&~	~&~ICR_ACCOUNT_NBR::VARCHAR~&~	~&~ACCT_IN_FP_CD::VARCHAR~&~	~&~BDGT_REC_LVL_CD::VARCHAR~&~	~&~ACCT_SF_CD::VARCHAR~&~	~&~ACCT_PND_SF_CD::VARCHAR~&~	~&~FIN_EXT_ENC_SF_CD::VARCHAR~&~	~&~FIN_INT_ENC_SF_CD::VARCHAR~&~	~&~FIN_PRE_ENC_SF_CD::VARCHAR~&~	~&~FIN_OBJ_PRSCTRL_CD::VARCHAR~&~	~&~CG_CFDA_NBR::VARCHAR~&~	~&~ACCT_OFF_CMP_IND::VARCHAR~&~	~&~ACCT_CLOSED_IND::VARCHAR~&~	~&~CG_ACCT_RESP_ID::DECIMAL~&~	~&~LBR_BEN_RT_CAT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'BL'~&~	~&~'4824568'~&~	~&~'451F07780B9FB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF DMB-8919760 PALMER'~&~	~&~'1700701530'~&~	~&~'6276904397'~&~	~&~'4161901639'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERG'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'JORDAN 348'~&~	~&~'46202'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'198909010000000000'~&~	~&~'198909010000000000'~&~	~&~'199102280000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'11'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'1'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824569'~&~	~&~'451F07780BA0B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF DCB-8915037 GEST'~&~	~&~'1701107778'~&~	~&~'6276904397'~&~	~&~'1781003865'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERG'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 469'~&~	~&~'47405'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199002010000000000'~&~	~&~'199002010000000000'~&~	~&~'199307310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'23'~&~	~&~'N'~&~	~&~'091'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'N'~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'2'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824570'~&~	~&~'451F07780BA1B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF DEB-9006858 CLAY'~&~	~&~'1701207121'~&~	~&~'6276904397'~&~	~&~'1781003865'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERK'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199010150000000000'~&~	~&~'199010150000000000'~&~	~&~'199409300000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'23'~&~	~&~'N'~&~	~&~'092'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'N'~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824571'~&~	~&~'451F07780BA2B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF BSR-9008848 LIVELY'~&~	~&~'1702209951'~&~	~&~'5631302174'~&~	~&~'1781003865'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERH'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199008010000000000'~&~	~&~'199008010000000000'~&~	~&~'199401310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'21'~&~	~&~'N'~&~	~&~'092'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'N'~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824572'~&~	~&~'451F07780BA3B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF DEB-9317924 LIVELY'~&~	~&~'1703008790'~&~	~&~'5630801602'~&~	~&~'1781003865'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERP'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199408051535110000'~&~	~&~'199407010000000000'~&~	~&~'199812310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'21'~&~	~&~NULL~&~	~&~'056'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'5'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824573'~&~	~&~'451F07780BA4B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF DCB-9004991 ESTELLE'~&~	~&~'1703209586'~&~	~&~'5627305015'~&~	~&~'4178502080'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERH'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199009010000000000'~&~	~&~'199009010000000000'~&~	~&~'199402280000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'21'~&~	~&~'N'~&~	~&~'092'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'5'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824574'~&~	~&~'451F07780BA5B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF DEB-9010556 DELPH'~&~	~&~'1705103394'~&~	~&~'6276904397'~&~	~&~'4179703037'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERQ'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199008010000000000'~&~	~&~'199008010000000000'~&~	~&~'199312310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'20'~&~	~&~NULL~&~	~&~'056'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'1'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824575'~&~	~&~'451F07780BA6B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF DMB-9004477 MATTHEWS'~&~	~&~'1705204247'~&~	~&~'6276904397'~&~	~&~'4182202259'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERH'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199009150000000000'~&~	~&~'199009150000000000'~&~	~&~'199508310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'21'~&~	~&~'N'~&~	~&~'092'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'N'~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824576'~&~	~&~'451F07780BA7B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF DMB-9006537 SCHWARTZ'~&~	~&~'1706903359'~&~	~&~'5622705948'~&~	~&~'4182800995'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERH'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199009150000000000'~&~	~&~'199009150000000000'~&~	~&~'199508310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'21'~&~	~&~'N'~&~	~&~'092'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'N'~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824577'~&~	~&~'451F07780BA8B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF DIR-9014276 KETTERSON'~&~	~&~'1463708773'~&~	~&~'6276904397'~&~	~&~'4186206504'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERK'~&~	~&~'Y'~&~	~&~'IN'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199009150000000000'~&~	~&~'199009150000000000'~&~	~&~'199608310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'23'~&~	~&~'N'~&~	~&~'014'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'2'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824578'~&~	~&~'451F07780BA9B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF DIR-9014276 STIPENDS'~&~	~&~'1463708773'~&~	~&~'5621906847'~&~	~&~'4186602347'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERK'~&~	~&~'Y'~&~	~&~'S&F'~&~	~&~'R'~&~	~&~NULL~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199009150000000000'~&~	~&~'199009150000000000'~&~	~&~'199608310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'10'~&~	~&~'N'~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'5'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824579'~&~	~&~'451F07780BAAB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF DIR-9013054 MALACINSKI'~&~	~&~'1713307115'~&~	~&~'6276904397'~&~	~&~'4189006519'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERH'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199011010000000000'~&~	~&~'199011010000000000'~&~	~&~'199604300000000000'~&~	~&~'BL'~&~	~&~'4824672'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'21'~&~	~&~NULL~&~	~&~'092'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824580'~&~	~&~'451F07780BABB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF-ESTELLE'~&~	~&~'1714500138'~&~	~&~'5614708900'~&~	~&~'4189500212'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERH'~&~	~&~'Y'~&~	~&~'CSSR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199009040000000000'~&~	~&~'199009040000000000'~&~	~&~'199509030000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4824580'~&~	~&~'10'~&~	~&~'N'~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824581'~&~	~&~'451F07780BACB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF 9014276 RHSP-KETTERSON'~&~	~&~'1463708773'~&~	~&~'5614708043'~&~	~&~'4189509424'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERH'~&~	~&~'Y'~&~	~&~'IN'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199009150000000000'~&~	~&~'199009150000000000'~&~	~&~'199608310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'21'~&~	~&~'N'~&~	~&~'014'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'7'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824582'~&~	~&~'451F07780BADB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF TPE-9055385 NELSON'~&~	~&~'1715400568'~&~	~&~'6276904397'~&~	~&~'4191101345'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERG'~&~	~&~'Y'~&~	~&~'IN'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199106010000000000'~&~	~&~'199106010000000000'~&~	~&~'199305310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'23'~&~	~&~'N'~&~	~&~'014'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'N'~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.076'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824583'~&~	~&~'451F07780BAEB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF TPE-9055385 PARTICIPANT'~&~	~&~'1715703441'~&~	~&~'5610607857'~&~	~&~'4192500130'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERG'~&~	~&~'Y'~&~	~&~'IN'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199106010000000000'~&~	~&~'199106010000000000'~&~	~&~'199305310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'10'~&~	~&~'N'~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.076'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824584'~&~	~&~'451F07780BAFB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF BSR-9111498 KETTERSON'~&~	~&~'1463708773'~&~	~&~'6276904397'~&~	~&~'1781003865'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERH'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199107150000000000'~&~	~&~'199107150000000000'~&~	~&~'199612310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'21'~&~	~&~'N'~&~	~&~'092'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824585'~&~	~&~'451F07780BB0B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF BSR-9111498 OFF CAMPUS'~&~	~&~'1463708773'~&~	~&~'5607503790'~&~	~&~'1781003865'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERH'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199107150000000000'~&~	~&~'199107150000000000'~&~	~&~'199412310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'21'~&~	~&~'N'~&~	~&~'059'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'47.074'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'5'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4824586'~&~	~&~'451F07780BB1B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'NSF BSR-9107534 GASTONY'~&~	~&~'1717008596'~&~	~&~'6276904397'~&~	~&~'1781003865'~&~	~&~'BI'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FEDERG'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'JORDAN 044'~&~	~&~'47405-6801'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'199108010000000000'~&~	~&~'199108010000000000'~&~	~&~'199207310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812757'~&~	~&~'20'~&~	~&~'N'~&~	~&~'119'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'5'~&~	~&~'--'~&~	~&~]RECORD
