HEADER[~&~	~&~VNDR_ADDR_GNRTD_ID::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~VNDR_HDR_GNRTD_ID::DECIMAL~&~	~&~VNDR_DTL_ASND_ID::DECIMAL~&~	~&~VNDR_ADDR_TYP_CD::VARCHAR~&~	~&~VNDR_LN1_ADDR::VARCHAR~&~	~&~VNDR_LN2_ADDR::VARCHAR~&~	~&~VNDR_CTY_NM::VARCHAR~&~	~&~VNDR_ST_CD::VARCHAR~&~	~&~VNDR_ZIP_CD::VARCHAR~&~	~&~VNDR_CNTRY_CD::VARCHAR~&~	~&~VNDR_ATTN_NM::VARCHAR~&~	~&~VNDR_ADDR_INTL_PROV_NM::VARCHAR~&~	~&~VNDR_ADDR_EMAIL_ADDR::VARCHAR~&~	~&~VNDR_B2B_URL_ADDR::VARCHAR~&~	~&~VNDR_FAX_NBR::VARCHAR~&~	~&~VNDR_DFLT_ADDR_IND::VARCHAR~&~	~&~DOBJ_MAINT_CD_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2017'~&~	~&~'6ACFCCF0-5160-CB3E-96ED-2E35F7205CA9'~&~	~&~'6'~&~	~&~'2013'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'PO BOX 1309'~&~	~&~NULL~&~	~&~'BATTLE CREEK'~&~	~&~'MI'~&~	~&~'49016-1309'~&~	~&~'US'~&~	~&~'MR. NAMJOO'~&~	~&~NULL~&~	~&~NULL~&~	~&~'HTTP://WWW.MSN.COM'~&~	~&~'517-515-5117'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'D148D9B4-3520-7E08-D14B-86E2956CC18D'~&~	~&~'6'~&~	~&~'2013'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'PO BOX 71835'~&~	~&~'SUITE 3'~&~	~&~'CHICAGO'~&~	~&~'IL'~&~	~&~'60694-1835'~&~	~&~'US'~&~	~&~'SALES DEPT'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'589-369-5695'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'53FB6E3F-22FE-E9DC-A1D1-F96C38B137F1'~&~	~&~'6'~&~	~&~'2013'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'6040 S MARTIN LUTHER KING BLVD'~&~	~&~NULL~&~	~&~'LANSING'~&~	~&~'MI'~&~	~&~'48911-4604'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'517-882-5583'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2028'~&~	~&~'B80B6DAB-1AC4-37C0-2B4B-3D83D0E2F4B6'~&~	~&~'1'~&~	~&~'1010'~&~	~&~'3'~&~	~&~'PO'~&~	~&~'33 N. STREET'~&~	~&~NULL~&~	~&~'JAMES STONE'~&~	~&~'GA'~&~	~&~'33444'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2041'~&~	~&~'0FAF51D2-0AE5-3DB3-BB24-516E19E57CBE'~&~	~&~'2'~&~	~&~'2021'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'PO BOX 879'~&~	~&~'SUITE 2'~&~	~&~'FLAGSTAFF'~&~	~&~'AZ'~&~	~&~'86004'~&~	~&~'US'~&~	~&~'JOE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'COFFEECUP.COM'~&~	~&~'517-365-6958'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2042'~&~	~&~'D4A9B19D-B6BD-72E7-8BA3-A82C7DACA233'~&~	~&~'2'~&~	~&~'2021'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'12566 YEAGER STREET'~&~	~&~'SUITE 6'~&~	~&~'ATLANTA'~&~	~&~'GA'~&~	~&~'30303'~&~	~&~'US'~&~	~&~'JOE'S ASSISTANT'~&~	~&~NULL~&~	~&~NULL~&~	~&~'WWW.COFFECUP.COM'~&~	~&~'517-882-4569'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2044'~&~	~&~'EC2AF394-25B2-2638-87F8-038B21F4DAE8'~&~	~&~'3'~&~	~&~'2023'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'5617 ENTERPRISE'~&~	~&~NULL~&~	~&~'LANSING'~&~	~&~'MI'~&~	~&~'48910'~&~	~&~'US'~&~	~&~'MR. GRAINGER'~&~	~&~NULL~&~	~&~'MR.BOSS@GRAINGER.COM'~&~	~&~'WWW.GRAINGER.COM'~&~	~&~'514-695-8965'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2045'~&~	~&~'7325511C-E9AA-7935-4D84-FFD9419E4CB9'~&~	~&~'3'~&~	~&~'2023'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'DEPT 407-819456443'~&~	~&~NULL~&~	~&~'PALATINE'~&~	~&~'IL'~&~	~&~'60038-0001'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2046'~&~	~&~'B5325AB8-C65E-1143-622E-F95A861B46BA'~&~	~&~'3'~&~	~&~'2023'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'PO BOX 12588'~&~	~&~NULL~&~	~&~'CLEVELAND'~&~	~&~'OH'~&~	~&~'14215-2588'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~'PO@WW.COM'~&~	~&~NULL~&~	~&~'517-882-7438'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2048'~&~	~&~'8EA6B276-2E78-B824-0A5E-2C145E8FAF8F'~&~	~&~'7'~&~	~&~'2025'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'23 PARKSIDE'~&~	~&~NULL~&~	~&~'GENEVE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'SZ'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'588-259-5869'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2049'~&~	~&~'53A5B360-1149-D545-B858-A8C3345E7B62'~&~	~&~'7'~&~	~&~'2025'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'BARCLAYS BANK'~&~	~&~NULL~&~	~&~'GENEVE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'SZ'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2050'~&~	~&~'BB42B382-DE65-05F5-69A3-B65B068F50D2'~&~	~&~'5'~&~	~&~'2025'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'123 THIRD ST'~&~	~&~NULL~&~	~&~'GENEVE'~&~	~&~NULL~&~	~&~NULL~&~	~&~'SZ'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3006'~&~	~&~'845A9800-AA14-3B2D-F2A9-075E88F0D43D'~&~	~&~'3'~&~	~&~'3005'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'123 GOLDEN AVENUE'~&~	~&~NULL~&~	~&~'GOLDEN'~&~	~&~'CO'~&~	~&~'12345'~&~	~&~'US'~&~	~&~'GENIE MANCINI'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4005'~&~	~&~'38F77E86-3B7E-073A-9FAD-B90F965BB5B3'~&~	~&~'1'~&~	~&~'4005'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'111 Test Ave.'~&~	~&~NULL~&~	~&~'MyTown'~&~	~&~'AK'~&~	~&~'11111'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4006'~&~	~&~'610E625E-6577-BA26-0D3B-1FD583DFFD99'~&~	~&~'1'~&~	~&~'4006'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'111 One Dell Way'~&~	~&~NULL~&~	~&~'DellTown'~&~	~&~'DE'~&~	~&~'55555'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4007'~&~	~&~'E290EC8F-1134-60EA-D238-81225DB3DE41'~&~	~&~'1'~&~	~&~'4007'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'111 Test Ave.'~&~	~&~NULL~&~	~&~'MyTown'~&~	~&~'CO'~&~	~&~'56565'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4008'~&~	~&~'A4E52329-1E5E-0243-8071-29401FE53000'~&~	~&~'1'~&~	~&~'4008'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'111 Test Ave.'~&~	~&~NULL~&~	~&~'MyTown'~&~	~&~'DE'~&~	~&~'78787'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4009'~&~	~&~'5375DA72-D07F-C73F-6EF2-C812051DC490'~&~	~&~'2'~&~	~&~'4009'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'111 Test Ave.'~&~	~&~NULL~&~	~&~'MyTown'~&~	~&~'KS'~&~	~&~'98989'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4010'~&~	~&~'79F1942A-3FB0-FC8D-3C05-FBD6F621A300'~&~	~&~'1'~&~	~&~'4010'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'111 Test Ave.'~&~	~&~NULL~&~	~&~'MyTown'~&~	~&~'ME'~&~	~&~'13131'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4011'~&~	~&~'76D0C7E3-8C1B-48C4-4A16-30E608B2750D'~&~	~&~'1'~&~	~&~'4011'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'111 Test Ave.'~&~	~&~NULL~&~	~&~'MyTown'~&~	~&~'KS'~&~	~&~'99999'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4012'~&~	~&~'CE6F93B4-162F-177B-F193-080696463C08'~&~	~&~'1'~&~	~&~'4012'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'111 Test Ave.'~&~	~&~NULL~&~	~&~'MyTown'~&~	~&~'SC'~&~	~&~'21323'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4105'~&~	~&~'830E6114761FC23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'4105'~&~	~&~'0'~&~	~&~'RM'~&~	~&~'12 Rue de Rivoli'~&~	~&~NULL~&~	~&~'Paris'~&~	~&~NULL~&~	~&~'75044'~&~	~&~'FR'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4106'~&~	~&~'830E61147620C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'4105'~&~	~&~'0'~&~	~&~'RM'~&~	~&~'123 E Main St'~&~	~&~NULL~&~	~&~'Ithaca'~&~	~&~'NY'~&~	~&~'14850'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4107'~&~	~&~'830E61147621C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'4106'~&~	~&~'0'~&~	~&~'RM'~&~	~&~'341 Pine Tree Rd'~&~	~&~NULL~&~	~&~'Ithaca'~&~	~&~'NY'~&~	~&~'14850'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4108'~&~	~&~'830E61147622C23CE0404F8189D82CFD'~&~	~&~'2'~&~	~&~'4107'~&~	~&~'0'~&~	~&~'RM'~&~	~&~'123 E Queen St'~&~	~&~NULL~&~	~&~'Ithaca'~&~	~&~'NY'~&~	~&~'14850'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4109'~&~	~&~'830E61147614C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'4108'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'85 North South St'~&~	~&~NULL~&~	~&~'Lansdale'~&~	~&~'PA'~&~	~&~'19446'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4110'~&~	~&~'830E61147615C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'4108'~&~	~&~'0'~&~	~&~'RM'~&~	~&~'87 North South St'~&~	~&~NULL~&~	~&~'Lansdale'~&~	~&~'PA'~&~	~&~'19446'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4111'~&~	~&~'830E6114761AC23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'4109'~&~	~&~'0'~&~	~&~'RM'~&~	~&~'987 West East St'~&~	~&~NULL~&~	~&~'Lansdale'~&~	~&~'PA'~&~	~&~'19446'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4112'~&~	~&~'830E61147623C23CE0404F8189D82CFD'~&~	~&~'2'~&~	~&~'4110'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'4415 East State St'~&~	~&~NULL~&~	~&~'Ithaca'~&~	~&~'NY'~&~	~&~'14850'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4113'~&~	~&~'830E61147618C23CE0404F8189D82CFD'~&~	~&~'2'~&~	~&~'4111'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'12 Snowly Lane'~&~	~&~NULL~&~	~&~'Ithaca'~&~	~&~'NY'~&~	~&~'14850'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4114'~&~	~&~'830E61147619C23CE0404F8189D82CFD'~&~	~&~'2'~&~	~&~'4111'~&~	~&~'0'~&~	~&~'RM'~&~	~&~'12 Snowy Lane'~&~	~&~NULL~&~	~&~'Ithaca'~&~	~&~'NY'~&~	~&~'14850'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4115'~&~	~&~'830E6114761BC23CE0404F8189D82CFD'~&~	~&~'2'~&~	~&~'4112'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'2050 University Ave'~&~	~&~NULL~&~	~&~'E Palo Alto'~&~	~&~'CA'~&~	~&~'94303'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4116'~&~	~&~'830E6114761CC23CE0404F8189D82CFD'~&~	~&~'3'~&~	~&~'4113'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'787 Airport Rd'~&~	~&~NULL~&~	~&~'Ithaca'~&~	~&~'NY'~&~	~&~'14850'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4117'~&~	~&~'830E6114761DC23CE0404F8189D82CFD'~&~	~&~'2'~&~	~&~'4114'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'73526 Elm Tree Road'~&~	~&~NULL~&~	~&~'Ithaca'~&~	~&~'NY'~&~	~&~'14850'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4118'~&~	~&~'830E6114761EC23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'4115'~&~	~&~'0'~&~	~&~'RM'~&~	~&~'654 Accordian St'~&~	~&~NULL~&~	~&~'North Wales'~&~	~&~'PA'~&~	~&~'19440'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4119'~&~	~&~'830E61147616C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'4116'~&~	~&~'0'~&~	~&~'RM'~&~	~&~'123 E Queen St'~&~	~&~NULL~&~	~&~'Trumansburg'~&~	~&~'NY'~&~	~&~'14886'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4120'~&~	~&~'830E61147617C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'4117'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'707 School of Economics Building'~&~	~&~'Institute for Advanced Res - 777 Guoding Rd'~&~	~&~'Shanghai'~&~	~&~NULL~&~	~&~'200433'~&~	~&~'CH'~&~	~&~'Shanghai University of Finance & Economics'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4121'~&~	~&~'830E61147624C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'4118'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'2922 River Road'~&~	~&~NULL~&~	~&~'Ithaca'~&~	~&~'NY'~&~	~&~'14850'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4122'~&~	~&~'830E61147625C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'4119'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'191 Lake St'~&~	~&~NULL~&~	~&~'Ithaca'~&~	~&~'NY'~&~	~&~'14850'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'4123'~&~	~&~'830E61147626C23CE0404F8189D82CFD'~&~	~&~'1'~&~	~&~'4120'~&~	~&~'0'~&~	~&~'PO'~&~	~&~'123 W. Duck Lane'~&~	~&~NULL~&~	~&~'Wildcat'~&~	~&~'VT'~&~	~&~'23412'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
