HEADER[~&~	~&~SUB_FUND_GRP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FUND_GRP_CD::VARCHAR~&~	~&~SUB_FUND_GRP_DESC::VARCHAR~&~	~&~SUBFUNDGRP_ACTV_CD::VARCHAR~&~	~&~SUB_FUNDGRP_TYP_CD::VARCHAR~&~	~&~FIN_REPORT_SORT_CD::VARCHAR~&~	~&~SUB_FUND_GRP_WAGE_IND::VARCHAR~&~	~&~FND_GRP_BA_RSTR_LVL_CD::VARCHAR~&~	~&~ACCT_RSTRC_STAT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'HIEDUX'~&~	~&~'015D880780D26C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'HIGHER EDUCATION'~&~	~&~'N'~&~	~&~'N'~&~	~&~'13'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'INTAGY'~&~	~&~'015D880780D36C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'AF'~&~	~&~'INTERNAL AGENCY FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'37'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'INTLOA'~&~	~&~'015D880780D46C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'LF'~&~	~&~'INTERNAL LOAN FUND'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'26'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'LEEND'~&~	~&~'015D880780D56C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'EN'~&~	~&~'LIFE ESTATE ENDOWMENTS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'29'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'MCLAR'~&~	~&~'015D880781196C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'AE'~&~	~&~'CLARIAN HEALTH PARTNER FUNDS'~&~	~&~'Y'~&~	~&~'A'~&~	~&~'21'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'MHOUSE'~&~	~&~'015D880780D76C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'GF'~&~	~&~'HOUSESTAFF SERVICES'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'01'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'MLABS'~&~	~&~'015D8807811A6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'AE'~&~	~&~'MEDICAL LABORATORY SERVICES'~&~	~&~'Y'~&~	~&~'A'~&~	~&~'21'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'MPPLAN'~&~	~&~'015D8807811B6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'AE'~&~	~&~'MEDICAL PRACTICE PLAN FUNDS'~&~	~&~'Y'~&~	~&~'A'~&~	~&~'21'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'MPRACT'~&~	~&~'015D880780D86C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'GF'~&~	~&~'MEDICAL PRACTICE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'01'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'MPROF'~&~	~&~'015D880780D96C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'GF'~&~	~&~'MEDICAL PROFESSIONAL SERVICES'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'01'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'MSERV'~&~	~&~'015D8807811C6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'AE'~&~	~&~'MEDICAL SERVICES'~&~	~&~'Y'~&~	~&~'A'~&~	~&~'21'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'MWISH'~&~	~&~'015D880780DA6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'GF'~&~	~&~'WISHARD PROFESSIONAL SERVICES'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'01'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRB'~&~	~&~'015D880780DC6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRC'~&~	~&~'015D880780DD6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRD'~&~	~&~'015D880780DE6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRE'~&~	~&~'015D880780DF6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRF'~&~	~&~'015D880780E06C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRG'~&~	~&~'015D880780E16C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRH'~&~	~&~'015D880780E26C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRJ'~&~	~&~'015D880780E36C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRK'~&~	~&~'015D880780E46C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRM'~&~	~&~'015D880780E56C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRN'~&~	~&~'015D880780E66C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRP'~&~	~&~'015D880780E76C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRQ'~&~	~&~'015D880780E86C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRR'~&~	~&~'015D880780E96C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRX'~&~	~&~'015D880780EA6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'N'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVB'~&~	~&~'015D880780EC6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVC'~&~	~&~'015D880780ED6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVD'~&~	~&~'015D880780EE6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVE'~&~	~&~'015D880780EF6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVF'~&~	~&~'015D880780F06C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVG'~&~	~&~'015D880780F16C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVH'~&~	~&~'015D880780F26C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVJ'~&~	~&~'015D880780F36C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVK'~&~	~&~'015D880780F46C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVM'~&~	~&~'015D880780F56C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVN'~&~	~&~'015D880780F66C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVP'~&~	~&~'015D880780F76C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVQ'~&~	~&~'015D880780F86C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVR'~&~	~&~'015D880780F96C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVX'~&~	~&~'015D880780FA6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'N'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'RHAFNB'~&~	~&~'015D880781026C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'EN'~&~	~&~'RILEY HOSPITAL AGENCY TRUST-AFNB'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'30'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'RHINB'~&~	~&~'015D880781036C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'EN'~&~	~&~'RILEY HOSPITAL AGENCY TRUST-INB'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'31'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'RHMNB'~&~	~&~'015D880781046C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'EN'~&~	~&~'RILEY HOSPITAL AGENCY TRUST-MNB'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'32'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'RSSAPP'~&~	~&~'015D880781066C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'RF'~&~	~&~'SPECIAL STATE APPROPRIATIONS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'SDCI'~&~	~&~'015D880781076C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'DS'~&~	~&~'OTHER DESIGNATED: IU INITIATIVES'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'02'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEB'~&~	~&~'015D880781096C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEC'~&~	~&~'015D8807810A6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATED'~&~	~&~'015D8807810B6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEE'~&~	~&~'015D8807810C6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEF'~&~	~&~'015D8807810D6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEG'~&~	~&~'015D8807810E6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEH'~&~	~&~'015D8807810F6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEJ'~&~	~&~'015D880781106C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEK'~&~	~&~'015D880781116C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEM'~&~	~&~'015D880781126C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEN'~&~	~&~'015D880781136C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEP'~&~	~&~'015D880781146C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEQ'~&~	~&~'015D880781156C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATER'~&~	~&~'015D880781166C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEX'~&~	~&~'015D880781176C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'N'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STUFF'~&~	~&~'196D4AE5469B6008E043814FD8816008'~&~	~&~'1'~&~	~&~'GF'~&~	~&~'STUFF FOR TESTING'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'30'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'WSAGY'~&~	~&~'015D880781186C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'AF'~&~	~&~'WORK STUDY AGENCY FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'39'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'GENFND'~&~	~&~'015D880780C26C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'GF'~&~	~&~'GENERAL FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'01'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'DCEDU'~&~	~&~'015D880780996C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'DS'~&~	~&~'CONTINUING EDUCATION'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'03'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'DOFDS'~&~	~&~'015D8807809B6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'DS'~&~	~&~'DESIGNATED OTHER FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'06'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'DPSA'~&~	~&~'015D8807809C6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'DS'~&~	~&~'PUBLIC SERVICE ACTIVITY'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'04'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'DSCFE'~&~	~&~'015D8807809D6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'DS'~&~	~&~'SCHOLARSHIP & FELLOWSHIPS - UNRESTRICTED'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'07'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'RESFEL'~&~	~&~'015D880781006C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'RF'~&~	~&~'FELLOWSHIPS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'09'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'RESSCH'~&~	~&~'015D880781016C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'RF'~&~	~&~'SCHOLARSHIPS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'08'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'ROFDS'~&~	~&~'015D880781056C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'RF'~&~	~&~'RESTRICTED OTHER FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'12'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'HIEDUA'~&~	~&~'015D880780C36C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'HIGHER EDUCATION'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'13'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'FEDERA'~&~	~&~'015D880780A06C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'FEDERAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'14'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CLEAR'~&~	~&~'015D880780796C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CL'~&~	~&~'CLEARING AND ROTATING FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'25'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'COMMEA'~&~	~&~'015D8807807A6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'COMMERCIAL/FOR PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'STATEA'~&~	~&~'015D880781086C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'STATE FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'16'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'FOUNDA'~&~	~&~'015D880780B26C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'FOUNDATIONS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'17'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'NONPRA'~&~	~&~'015D880780DB6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'NON-PROFIT'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'18'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'OTGOVA'~&~	~&~'015D880780EB6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'CG'~&~	~&~'OTHER GOVERNMENTAL'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'19'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'AUXENT'~&~	~&~'015D880780766C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'AE'~&~	~&~'AUXILIARY ENTERPRISES'~&~	~&~'Y'~&~	~&~'A'~&~	~&~'20'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'LOANFD'~&~	~&~'015D880780D66C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'LF'~&~	~&~'LOAN FUNDS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'26'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'ENDOW'~&~	~&~'015D8807809E6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'EN'~&~	~&~'ENDOWMENTS'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'27'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'PFCMR'~&~	~&~'015D880780FC6C10E043814FD8816C10'~&~	~&~'1'~&~	~&~'PF'~&~	~&~'CONSTRUCTION & MAJOR REMODELING'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'33'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~]RECORD
