HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACCOUNT_NM::VARCHAR~&~	~&~ACCT_FSC_OFC_UID::VARCHAR~&~	~&~ACCT_SPVSR_UNVL_ID::VARCHAR~&~	~&~ACCT_MGR_UNVL_ID::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~ACCT_TYP_CD::VARCHAR~&~	~&~ACCT_PHYS_CMP_CD::VARCHAR~&~	~&~SUB_FUND_GRP_CD::VARCHAR~&~	~&~ACCT_FRNG_BNFT_CD::VARCHAR~&~	~&~FIN_HGH_ED_FUNC_CD::VARCHAR~&~	~&~ACCT_RSTRC_STAT_CD::VARCHAR~&~	~&~ACCT_RSTRC_STAT_DT::TIMESTAMP~&~	~&~ACCT_CITY_NM::VARCHAR~&~	~&~ACCT_STATE_CD::VARCHAR~&~	~&~ACCT_STREET_ADDR::VARCHAR~&~	~&~ACCT_ZIP_CD::VARCHAR~&~	~&~RPTS_TO_FIN_COA_CD::VARCHAR~&~	~&~RPTS_TO_ACCT_NBR::VARCHAR~&~	~&~ACCT_CREATE_DT::TIMESTAMP~&~	~&~ACCT_EFFECT_DT::TIMESTAMP~&~	~&~ACCT_EXPIRATION_DT::TIMESTAMP~&~	~&~CONT_FIN_COA_CD::VARCHAR~&~	~&~CONT_ACCOUNT_NBR::VARCHAR~&~	~&~ENDOW_FIN_COA_CD::VARCHAR~&~	~&~ENDOW_ACCOUNT_NBR::VARCHAR~&~	~&~CONTR_CTRL_FCOA_CD::VARCHAR~&~	~&~CONTR_CTRLACCT_NBR::VARCHAR~&~	~&~INCOME_FIN_COA_CD::VARCHAR~&~	~&~INCOME_ACCOUNT_NBR::VARCHAR~&~	~&~ACCT_ICR_TYP_CD::VARCHAR~&~	~&~AC_CSTM_ICREXCL_CD::VARCHAR~&~	~&~FIN_SERIES_ID::VARCHAR~&~	~&~ICR_FIN_COA_CD::VARCHAR~&~	~&~ICR_ACCOUNT_NBR::VARCHAR~&~	~&~ACCT_IN_FP_CD::VARCHAR~&~	~&~BDGT_REC_LVL_CD::VARCHAR~&~	~&~ACCT_SF_CD::VARCHAR~&~	~&~ACCT_PND_SF_CD::VARCHAR~&~	~&~FIN_EXT_ENC_SF_CD::VARCHAR~&~	~&~FIN_INT_ENC_SF_CD::VARCHAR~&~	~&~FIN_PRE_ENC_SF_CD::VARCHAR~&~	~&~FIN_OBJ_PRSCTRL_CD::VARCHAR~&~	~&~CG_CFDA_NBR::VARCHAR~&~	~&~ACCT_OFF_CMP_IND::VARCHAR~&~	~&~ACCT_CLOSED_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'EA'~&~	~&~'2268128'~&~	~&~'35A5641EAE2891B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'1153809976'~&~	~&~'5566404040'~&~	~&~NULL~&~	~&~'NURS'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IRC'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374-1289'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'543474000000'~&~	~&~'543474000000'~&~	~&~'836110800000'~&~	~&~'EA'~&~	~&~'2367200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268128'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268130'~&~	~&~'35A5641EAE2991B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'3691201748'~&~	~&~'HUFA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374-1289'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1080652385000'~&~	~&~'1080622800000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2367200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268130'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268140'~&~	~&~'35A5641EAE2A91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'3662109584'~&~	~&~'HUFA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374-1289'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1115645612000'~&~	~&~'1115614800000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'0366598'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268140'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268160'~&~	~&~'35A5641EAE2B91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'6063504751'~&~	~&~'3787609893'~&~	~&~'HUFA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374-1289'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1084999810000'~&~	~&~'1084942800000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2367200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268160'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268171'~&~	~&~'35A5641EAE2C91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'6063504751'~&~	~&~'HUFA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374-1289'~&~	~&~NULL~&~	~&~NULL~&~	~&~'769323600000'~&~	~&~'769323600000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'0366598'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268171'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268175'~&~	~&~'35A5641EAE2D91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'4679609155'~&~	~&~'HUFA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374-1289'~&~	~&~NULL~&~	~&~NULL~&~	~&~'993139410000'~&~	~&~'993099600000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'0366598'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268175'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268180'~&~	~&~'35A5641EAE2E91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'2122306680'~&~	~&~'HUFA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374-1289'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1017696404000'~&~	~&~'1017637200000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2367200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268180'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268183'~&~	~&~'35A5641EAE2F91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'6063504751'~&~	~&~'HUFA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'N'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~'UA'~&~	~&~'6612160'~&~	~&~'517208400000'~&~	~&~'517208400000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268183'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268185'~&~	~&~'35A5641EAE3091B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'1305500732'~&~	~&~'HUFA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374-1289'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1129220588000'~&~	~&~'1129179600000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'0366598'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268185'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268190'~&~	~&~'35A5641EAE3191B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'6063504751'~&~	~&~'HUFA'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IN'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~NULL~&~	~&~NULL~&~	~&~'888862546000'~&~	~&~'888814800000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2367200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'0367287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268200'~&~	~&~'35A5641EAE3291B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'1129107497'~&~	~&~'SMD'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'1068581800000'~&~	~&~'1068526800000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268210'~&~	~&~'35A5641EAE3391B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'2983601426'~&~	~&~'SMD'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'1008774270000'~&~	~&~'1008738000000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268210'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268215'~&~	~&~'35A5641EAE3491B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'4516501293'~&~	~&~'SMD'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'1118341066000'~&~	~&~'1118293200000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268215'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268217'~&~	~&~'35A5641EAE3591B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'4232205284'~&~	~&~'SMD'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'N'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~'UA'~&~	~&~'6612160'~&~	~&~'641106000000'~&~	~&~'641106000000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268217'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268220'~&~	~&~'35A5641EAE3691B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'4612702489'~&~	~&~'SMD'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'1065648524000'~&~	~&~'1065589200000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268220'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268225'~&~	~&~'35A5641EAE3791B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'1781003865'~&~	~&~'SMD'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'1155236496000'~&~	~&~'1155182400000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268225'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268228'~&~	~&~'35A5641EAE3891B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'5051008243'~&~	~&~'SMD'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'517208400000'~&~	~&~'517208400000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268228'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268245'~&~	~&~'35A5641EAE3991B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'3993102640'~&~	~&~'5476301425'~&~	~&~NULL~&~	~&~'SMD'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'666507600000'~&~	~&~'666507600000'~&~	~&~'965710800000'~&~	~&~'EA'~&~	~&~'2367200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268245'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268250'~&~	~&~'35A5641EAE3A91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'4232205284'~&~	~&~'SMD'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'2325 CHESTER BLVD'~&~	~&~'47374'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'664174800000'~&~	~&~'664174800000'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2367200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268250'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'EA'~&~	~&~'2268255'~&~	~&~'35A5641EAE3B91B6E043814FD88191B6'~&~	~&~'1'~&~	~&~'XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX'~&~	~&~'2868007063'~&~	~&~'3784207466'~&~	~&~'5655408851'~&~	~&~'SMD'~&~	~&~'NA'~&~	~&~'EA'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'RICHMOND'~&~	~&~'IN'~&~	~&~'WHITEWATER HALL 200D'~&~	~&~'47374-1289'~&~	~&~NULL~&~	~&~NULL~&~	~&~'787360699000'~&~	~&~'787294800000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2268255'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
