HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~CURR_BDLN_BAL_AMT::DECIMAL~&~	~&~ACLN_ACTLS_BAL_AMT::DECIMAL~&~	~&~ACLN_ENCUM_BAL_AMT::DECIMAL~&~	~&~TIMESTAMP::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'-----'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'238006.00'~&~	~&~'145820.79'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'-----'~&~	~&~'5600'~&~	~&~'---'~&~	~&~'84778.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'-----'~&~	~&~'5610'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'432.56'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'18005.68'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'13585.24'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'-----'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'10526.28'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'-----'~&~	~&~'5773'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2351.58'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'-----'~&~	~&~'6100'~&~	~&~'---'~&~	~&~'87283.00'~&~	~&~'4439.06'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'-----'~&~	~&~'6150'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'978.38'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'-----'~&~	~&~'8000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-136.71'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'-----'~&~	~&~'9041'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'173.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'-----'~&~	~&~'9050'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'6795.66'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'-----'~&~	~&~'9899'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-7146.62'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'CS001'~&~	~&~'1699'~&~	~&~'---'~&~	~&~'79311.00'~&~	~&~'53967.25'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'CS001'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'39500.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'CS001'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'58250.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'CS001'~&~	~&~'5600'~&~	~&~'---'~&~	~&~'21061.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'CS001'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'4296.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'CS001'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2768.75'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211605'~&~	~&~'CS001'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'7402.50'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'1133'~&~	~&~'---'~&~	~&~'738006.00'~&~	~&~'442201.98'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'239863.00'~&~	~&~'84524.70'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'2010'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'60405.75'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'2300'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'1000.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'2310'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'3500.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'2350'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'7200.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'2370'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2880.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'2388'~&~	~&~'---'~&~	~&~'15000.00'~&~	~&~'7200.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'20000.00'~&~	~&~'27007.86'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'3000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'17082.50'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'3250'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'47.25'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'7754.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'3801'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'122.49'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'4002'~&~	~&~'---'~&~	~&~'9984.00'~&~	~&~'7022.25'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'4012'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'90.02'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'4013'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'310.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'4035'~&~	~&~'---'~&~	~&~'9600.00'~&~	~&~'6750.07'~&~	~&~'137.60'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'4055'~&~	~&~'---'~&~	~&~'5100.00'~&~	~&~'211.43'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'4110'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'173.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'4115'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'157.28'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'4301'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'30.90'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'4308'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'48.42'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'4700'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'958.23'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'4723'~&~	~&~'---'~&~	~&~'6120.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'4938'~&~	~&~'---'~&~	~&~'7998.00'~&~	~&~'11670.45'~&~	~&~'13.96'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'5007'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'17.60'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'5027'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'299.02'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'5028'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'194.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'5200'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'949.18'~&~	~&~'46.72'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'5215'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2206.93'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'5400'~&~	~&~'---'~&~	~&~'14274.00'~&~	~&~'3354.45'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'238006.00'~&~	~&~'145820.79'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'5600'~&~	~&~'---'~&~	~&~'84778.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'5610'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'432.56'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'18005.68'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'13585.24'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'10526.28'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'5773'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2351.58'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'6100'~&~	~&~'---'~&~	~&~'87283.00'~&~	~&~'4439.06'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'6150'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'978.38'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'8000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-136.71'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'9041'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'173.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'9050'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'6795.66'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'-----'~&~	~&~'9899'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'-7146.62'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'CS001'~&~	~&~'1699'~&~	~&~'---'~&~	~&~'79311.00'~&~	~&~'53967.25'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'CS001'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'39500.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'CS001'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'58250.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'CS001'~&~	~&~'5600'~&~	~&~'---'~&~	~&~'21061.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'CS001'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'4296.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'CS001'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2768.75'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211606'~&~	~&~'CS001'~&~	~&~'5772'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'7402.50'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'1133'~&~	~&~'---'~&~	~&~'738006.00'~&~	~&~'442201.98'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'239863.00'~&~	~&~'84524.70'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'2010'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'60405.75'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'2300'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'1000.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'2310'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'3500.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'2350'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'7200.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'2370'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2880.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'2388'~&~	~&~'---'~&~	~&~'15000.00'~&~	~&~'7200.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'20000.00'~&~	~&~'27007.86'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'3000'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'17082.50'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'3250'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'47.25'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'3500'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'7754.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'3801'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'122.49'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'4002'~&~	~&~'---'~&~	~&~'9984.00'~&~	~&~'7022.25'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'4012'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'90.02'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'4013'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'310.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'4035'~&~	~&~'---'~&~	~&~'9600.00'~&~	~&~'6750.07'~&~	~&~'137.60'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'4055'~&~	~&~'---'~&~	~&~'5100.00'~&~	~&~'211.43'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'4110'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'173.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'4115'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'157.28'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'4301'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'30.90'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'4308'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'48.42'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'4700'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'958.23'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'4723'~&~	~&~'---'~&~	~&~'6120.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'4938'~&~	~&~'---'~&~	~&~'7998.00'~&~	~&~'11670.45'~&~	~&~'13.96'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'5007'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'17.60'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'5027'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'299.02'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'5028'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'194.00'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'5200'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'949.18'~&~	~&~'46.72'~&~	~&~'1158206400000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'0211607'~&~	~&~'-----'~&~	~&~'5215'~&~	~&~'---'~&~	~&~'0.00'~&~	~&~'2206.93'~&~	~&~'0.00'~&~	~&~'1158206400000'~&~	~&~]RECORD
