HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~FIN_BALANCE_TYP_CD::VARCHAR~&~	~&~FIN_OBJ_TYP_CD::VARCHAR~&~	~&~POSITION_NBR::VARCHAR~&~	~&~EMPLID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACLN_ANNL_BAL_AMT::DECIMAL~&~	~&~FIN_BEG_BAL_LN_AMT::DECIMAL~&~	~&~CONTR_GR_BB_AC_AMT::DECIMAL~&~	~&~MO1_ACCT_LN_AMT::DECIMAL~&~	~&~MO2_ACCT_LN_AMT::DECIMAL~&~	~&~MO3_ACCT_LN_AMT::DECIMAL~&~	~&~MO4_ACCT_LN_AMT::DECIMAL~&~	~&~MO5_ACCT_LN_AMT::DECIMAL~&~	~&~MO6_ACCT_LN_AMT::DECIMAL~&~	~&~MO7_ACCT_LN_AMT::DECIMAL~&~	~&~MO8_ACCT_LN_AMT::DECIMAL~&~	~&~MO9_ACCT_LN_AMT::DECIMAL~&~	~&~MO10_ACCT_LN_AMT::DECIMAL~&~	~&~MO11_ACCT_LN_AMT::DECIMAL~&~	~&~MO12_ACCT_LN_AMT::DECIMAL~&~	~&~MO13_ACCT_LN_AMT::DECIMAL~&~	~&~TIMESTAMP::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'A2'~&~	~&~'EX'~&~	~&~'00023523'~&~	~&~'0000247854'~&~	~&~'531CC9D0EC5F6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1458.34'~&~	~&~'0.00'~&~	~&~'-1458.34'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'A2'~&~	~&~'EX'~&~	~&~'00029711'~&~	~&~'0000022857'~&~	~&~'531CC9D0EC5C6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1953.13'~&~	~&~'0.00'~&~	~&~'-1953.13'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00001003'~&~	~&~'0000018045'~&~	~&~'531CC9D0EC606831E0404F8189D83280'~&~	~&~'1'~&~	~&~'17500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'5000.00'~&~	~&~'7500.00'~&~	~&~'5000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00001004'~&~	~&~'0000020648'~&~	~&~'531CC9D0EC616831E0404F8189D83280'~&~	~&~'1'~&~	~&~'20416.66'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'5833.33'~&~	~&~'8750.00'~&~	~&~'5833.33'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00001013'~&~	~&~'0000154733'~&~	~&~'531CC9D0EC626831E0404F8189D83280'~&~	~&~'1'~&~	~&~'8750.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'2500.00'~&~	~&~'3750.00'~&~	~&~'2500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00022259'~&~	~&~'0000000030'~&~	~&~'531CC9D0EC636831E0404F8189D83280'~&~	~&~'1'~&~	~&~'8750.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'2500.00'~&~	~&~'3750.00'~&~	~&~'2500.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00023523'~&~	~&~'0000247854'~&~	~&~'531CC9D0EC646831E0404F8189D83280'~&~	~&~'1'~&~	~&~'10208.35'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'2916.67'~&~	~&~'4375.01'~&~	~&~'2916.67'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00023941'~&~	~&~'0000078988'~&~	~&~'531CC9D0EC656831E0404F8189D83280'~&~	~&~'1'~&~	~&~'2499.99'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'833.33'~&~	~&~'833.33'~&~	~&~'833.33'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00029711'~&~	~&~'0000022857'~&~	~&~'531CC9D0EC666831E0404F8189D83280'~&~	~&~'1'~&~	~&~'13671.88'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'3906.25'~&~	~&~'5859.38'~&~	~&~'3906.25'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'00001003'~&~	~&~'0000018045'~&~	~&~'531CC9D0EC676831E0404F8189D83280'~&~	~&~'1'~&~	~&~'10000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'20000.00'~&~	~&~'-5000.00'~&~	~&~'-5000.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'00001004'~&~	~&~'0000020648'~&~	~&~'531CC9D0EC686831E0404F8189D83280'~&~	~&~'1'~&~	~&~'11666.66'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'23333.32'~&~	~&~'-5833.33'~&~	~&~'-5833.33'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'00001013'~&~	~&~'0000154733'~&~	~&~'531CC9D0EC696831E0404F8189D83280'~&~	~&~'1'~&~	~&~'4999.99'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'10000.00'~&~	~&~'-2500.00'~&~	~&~'-2500.01'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'00022259'~&~	~&~'0000000030'~&~	~&~'531CC9D0EC6A6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'4999.99'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'10000.00'~&~	~&~'-2500.00'~&~	~&~'-2500.01'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'00023523'~&~	~&~'0000247854'~&~	~&~'531CC9D0EC6B6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'5833.34'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'11666.68'~&~	~&~'-2916.67'~&~	~&~'-2916.67'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'00023941'~&~	~&~'0000078988'~&~	~&~'531CC9D0EC6C6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'1666.65'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'3333.32'~&~	~&~'-833.33'~&~	~&~'-833.34'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2008'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'00029711'~&~	~&~'0000022857'~&~	~&~'531CC9D0EC6D6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'7812.49'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'15625.00'~&~	~&~'-3906.25'~&~	~&~'-3906.26'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'ES'~&~	~&~'00011139'~&~	~&~'0000001540'~&~	~&~'531CC9D0EC6F6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'565.22'~&~	~&~'86.98'~&~	~&~'-304.36'~&~	~&~'-347.84'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'ES'~&~	~&~'00030344'~&~	~&~'A000000003'~&~	~&~'531CC9D0EC716831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1519.43'~&~	~&~'233.77'~&~	~&~'116.87'~&~	~&~'-1870.07'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00011139'~&~	~&~'0000001540'~&~	~&~'531CC9D0EC726831E0404F8189D83280'~&~	~&~'1'~&~	~&~'1956.59'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'434.80'~&~	~&~'869.60'~&~	~&~'652.19'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'00030344'~&~	~&~'A000000003'~&~	~&~'531CC9D0EC746831E0404F8189D83280'~&~	~&~'1'~&~	~&~'7012.80'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1168.80'~&~	~&~'2337.60'~&~	~&~'2337.60'~&~	~&~'1168.80'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'ES'~&~	~&~'00011139'~&~	~&~'0000001540'~&~	~&~'531CC9D0EC756831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'-565.22'~&~	~&~'-86.98'~&~	~&~'304.36'~&~	~&~'347.84'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'ES'~&~	~&~'00030344'~&~	~&~'A000000003'~&~	~&~'531CC9D0EC776831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'-1519.43'~&~	~&~'-233.77'~&~	~&~'-116.87'~&~	~&~'1870.07'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'00011139'~&~	~&~'0000001540'~&~	~&~'531CC9D0EC786831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'4348.00'~&~	~&~'-869.60'~&~	~&~'-3478.40'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'2500'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'00030344'~&~	~&~'A000000003'~&~	~&~'531CC9D0EC7A6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'5844.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'11688.00'~&~	~&~'-2337.60'~&~	~&~'-2337.60'~&~	~&~'-1168.80'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'A2'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0EC826831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1585.94'~&~	~&~'163.63'~&~	~&~'-1749.57'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'ES'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0EC836831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'504.52'~&~	~&~'77.65'~&~	~&~'-9.86'~&~	~&~'-572.31'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0EC846831E0404F8189D83280'~&~	~&~'1'~&~	~&~'13852.76'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'3676.69'~&~	~&~'5814.38'~&~	~&~'4034.41'~&~	~&~'327.28'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'ES'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0EC856831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'-504.52'~&~	~&~'-77.65'~&~	~&~'9.86'~&~	~&~'572.31'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'BWFRING'~&~	~&~'0000000001'~&~	~&~'531CC9D0EC866831E0404F8189D83280'~&~	~&~'1'~&~	~&~'1636.32'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'3881.36'~&~	~&~'-776.26'~&~	~&~'-1141.52'~&~	~&~'-327.26'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'5625'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'EX'~&~	~&~'MTFRING'~&~	~&~'0000000001'~&~	~&~'531CC9D0EC876831E0404F8189D83280'~&~	~&~'1'~&~	~&~'6577.08'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'13154.16'~&~	~&~'-3288.53'~&~	~&~'-3288.55'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'A2'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0EC886831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'799.77'~&~	~&~'94.90'~&~	~&~'-894.67'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'ES'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0EC896831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'254.38'~&~	~&~'39.20'~&~	~&~'-5.00'~&~	~&~'-288.58'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'AC'~&~	~&~'EX'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0EC8A6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'6998.12'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'1854.09'~&~	~&~'2944.51'~&~	~&~'2034.48'~&~	~&~'165.04'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'4431427'~&~	~&~'-----'~&~	~&~'5760'~&~	~&~'---'~&~	~&~'IE'~&~	~&~'ES'~&~	~&~'--------'~&~	~&~'0000000001'~&~	~&~'531CC9D0EC8B6831E0404F8189D83280'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'-254.38'~&~	~&~'-39.20'~&~	~&~'5.00'~&~	~&~'288.58'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'200705021658320000'~&~	~&~]RECORD
