HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~POSITION_NBR::VARCHAR~&~	~&~EMPLID::VARCHAR~&~	~&~POS_CSF_CREATE_TM::TIMESTAMP~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~POS_CSF_DELETE_CD::VARCHAR~&~	~&~POS_CSF_AMT::DECIMAL~&~	~&~POS_CSF_FTE_QTY::DECIMAL~&~	~&~POS_CSF_TM_PCT::DECIMAL~&~	~&~POS_CSF_FNDSTAT_CD::VARCHAR~&~	~&~EMPL_RCD::DECIMAL~&~	~&~ERNCD::VARCHAR~&~	~&~ADDL_SEQ::DECIMAL~&~	~&~EFFDT::TIMESTAMP~&~	~&~EFFSEQ::DECIMAL~&~	~&~]HEADER
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005149'~&~	~&~'0000001256'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDFD008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'72310.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005489'~&~	~&~'0000001400'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDF8008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'91332.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005490'~&~	~&~'0000001303'~&~	~&~'1176436800000'~&~	~&~'3089F9B6BEFE008CE043814FD881008C'~&~	~&~'1'~&~	~&~'D'~&~	~&~'124022.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005491'~&~	~&~'0000001494'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDF9008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'114057.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005493'~&~	~&~'0000001253'~&~	~&~'1155787200000'~&~	~&~'3089F9B6BF0C008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'149945.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'BDG'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'2'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005494'~&~	~&~'0000001634'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDFA008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'63225.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005495'~&~	~&~'0000001685'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDFB008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'59276.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005496'~&~	~&~'0000001265'~&~	~&~'1155182400000'~&~	~&~'3089F9B6BF07008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'157346.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'3'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005497'~&~	~&~'0000001410'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDE9008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'121038.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005498'~&~	~&~'0000001234'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDEA008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'151512.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005499'~&~	~&~'0000001471'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDEB008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'115944.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005500'~&~	~&~'0000001462'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDEC008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'63897.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005501'~&~	~&~'0000001347'~&~	~&~'1154059200000'~&~	~&~'3089F9B6BEFF008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'98156.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005502'~&~	~&~'0000001447'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDED008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'75000.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005504'~&~	~&~'0000001235'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDEE008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'96340.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005506'~&~	~&~'0000000304'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDEF008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'64460.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005507'~&~	~&~'0000001261'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDF0008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'98128.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005508'~&~	~&~'0000001490'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDF1008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'96658.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005509'~&~	~&~'0000001283'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDF2008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'76735.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005512'~&~	~&~'0000001541'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDF3008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'177132.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'1'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005513'~&~	~&~'0000001567'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDF4008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'56298.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005514'~&~	~&~'0000001233'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDF5008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'57097.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005515'~&~	~&~'0000001482'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDF6008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'72876.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00005518'~&~	~&~'0000001392'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDF7008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'72000.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00007964'~&~	~&~'0000001306'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BDA4008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'92970.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00008146'~&~	~&~'0000001299'~&~	~&~'1155700800000'~&~	~&~'3089F9B6BF0B008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'71752.02'~&~	~&~'0.500000'~&~	~&~'50.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'2'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00013158'~&~	~&~'0000001260'~&~	~&~'1177473600000'~&~	~&~'3089F9B6BEF9008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'59016.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1180670400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00013299'~&~	~&~'0000001269'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BE9B008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'137408.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00013427'~&~	~&~'0000001279'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BE9C008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'67209.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00013674'~&~	~&~'0000001244'~&~	~&~'1152504000000'~&~	~&~'3089F9B6BEE5008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'250617.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00021694'~&~	~&~'0000001457'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEC0008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'44025.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00021695'~&~	~&~'0000001445'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEC1008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'44025.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00021696'~&~	~&~'0000000495'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEC2008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'36970.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'3'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00021697'~&~	~&~'0000000294'~&~	~&~'1176696000000'~&~	~&~'3089F9B6BF75008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'45157.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1180670400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00023368'~&~	~&~'0000000402'~&~	~&~'1152244800000'~&~	~&~'3089F9B6BEE3008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'96000.00'~&~	~&~'0.500000'~&~	~&~'50.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00023485'~&~	~&~'0000001231'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEC7008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'146000.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00024173'~&~	~&~'0000001431'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BECC008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'39580.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00026345'~&~	~&~'0000001285'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BED0008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'228833.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00026784'~&~	~&~'0000001621'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BED1008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'46719.00'~&~	~&~'0.750000'~&~	~&~'75.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00027527'~&~	~&~'0000001623'~&~	~&~'1159828378000'~&~	~&~'3089F9B6BF25008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'41250.00'~&~	~&~'0.250000'~&~	~&~'25.000000'~&~	~&~'U'~&~	~&~'0'~&~	~&~'BDG'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00028294'~&~	~&~'0000001263'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BED4008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'161575.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00029499'~&~	~&~'0000000673'~&~	~&~'1153886400000'~&~	~&~'3089F9B6BEF6008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'45000.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'2'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1155700800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00029711'~&~	~&~'0000000305'~&~	~&~'1170133200000'~&~	~&~'3089F9B6BF54008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'28125.00'~&~	~&~'0.300000'~&~	~&~'30.000000'~&~	~&~'-'~&~	~&~'3'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1170046800000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00030541'~&~	~&~'0000001623'~&~	~&~'1168232400000'~&~	~&~'3089F9B6BF44008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'42500.00'~&~	~&~'0.250000'~&~	~&~'25.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1154404800000'~&~	~&~'3'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2000'~&~	~&~'---'~&~	~&~'00030946'~&~	~&~'0000001689'~&~	~&~'1168232400000'~&~	~&~'3089F9B6BF45008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'23250.00'~&~	~&~'0.500000'~&~	~&~'50.000000'~&~	~&~'-'~&~	~&~'3'~&~	~&~'RGA'~&~	~&~'0'~&~	~&~'1167627600000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2400'~&~	~&~'---'~&~	~&~'00014806'~&~	~&~'0000000400'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEA1008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'33302.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'REG'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2400'~&~	~&~'---'~&~	~&~'00015122'~&~	~&~'0000001360'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEA3008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'34849.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'REG'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'2009'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'2400'~&~	~&~'---'~&~	~&~'00016603'~&~	~&~'0000000380'~&~	~&~'1151812800000'~&~	~&~'3089F9B6BEAA008CE043814FD881008C'~&~	~&~'1'~&~	~&~'-'~&~	~&~'44904.00'~&~	~&~'1.000000'~&~	~&~'100.000000'~&~	~&~'-'~&~	~&~'0'~&~	~&~'REG'~&~	~&~'0'~&~	~&~'1151726400000'~&~	~&~'0'~&~	~&~]RECORD
