HEADER[~&~	~&~CPTLAST_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~CPTLAST_TYP_DESC::VARCHAR~&~	~&~CPTLAST_DEPRLF_LMT::DECIMAL~&~	~&~CPTLAST_MOVING_CD::VARCHAR~&~	~&~CPTLAST_RQDBLDG_CD::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'113'~&~	~&~'44F39C472F1F409CE043814FD881409C'~&~	~&~'1'~&~	~&~'STOOL, METAL OR WOOD'~&~	~&~'20'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'114'~&~	~&~'44F39C472F20409CE043814FD881409C'~&~	~&~'1'~&~	~&~'TABLE, ALL'~&~	~&~'20'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'115'~&~	~&~'44F39C472F21409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MISC. LAWN & GARDEN EQUIP.'~&~	~&~'4'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'116'~&~	~&~'44F39C472F22409CE043814FD881409C'~&~	~&~'1'~&~	~&~'TABLE, DRAFTING/GRAPHIC'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'151'~&~	~&~'44F39C472F23409CE043814FD881409C'~&~	~&~'1'~&~	~&~'FURNITURE AND FIXTURES, HOSPITAL'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'153'~&~	~&~'44F39C472F24409CE043814FD881409C'~&~	~&~'1'~&~	~&~'SCIENTIFIC EQUIP. (VIBRATING)'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'154'~&~	~&~'44F39C472F25409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW BED, ELECTRICAL OR MANUAL'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'155'~&~	~&~'44F39C472F26409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MISC. OPTOMETRY EQUIPMENT'~&~	~&~'7'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'156'~&~	~&~'44F39C472F27409CE043814FD881409C'~&~	~&~'1'~&~	~&~'DOZER BLADES, SNOW PLOWS AND AUTO. PARTS AND ACCESSORIES'~&~	~&~'3'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'157'~&~	~&~'44F39C472F28409CE043814FD881409C'~&~	~&~'1'~&~	~&~'CHAIR, SPECIALIST, I.E. DENTAL/OPT/BARBER'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'158'~&~	~&~'44F39C472F29409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MISC. DENTAL EQUIPMENT'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'160'~&~	~&~'44F39C472F2A409CE043814FD881409C'~&~	~&~'1'~&~	~&~'REFRIGERATED TRAP AND CONCENTRATOR'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'161'~&~	~&~'44F39C472F2B409CE043814FD881409C'~&~	~&~'1'~&~	~&~'LOCKERS, ALL'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'162'~&~	~&~'44F39C472F2C409CE043814FD881409C'~&~	~&~'1'~&~	~&~'LABOPHOT STAND'~&~	~&~'12'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'163'~&~	~&~'44F39C472F2D409CE043814FD881409C'~&~	~&~'1'~&~	~&~'PLOTTER, GRAPHICS'~&~	~&~'7'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'165'~&~	~&~'44F39C472F2E409CE043814FD881409C'~&~	~&~'1'~&~	~&~'LIGHT, GENERAL USAGE'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'174'~&~	~&~'44F39C472F2F409CE043814FD881409C'~&~	~&~'1'~&~	~&~'STAND, IRRIGATING'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'176'~&~	~&~'44F39C472F30409CE043814FD881409C'~&~	~&~'1'~&~	~&~'TABLE, AUTOPSY/CADAVER'~&~	~&~'20'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'177'~&~	~&~'44F39C472F31409CE043814FD881409C'~&~	~&~'1'~&~	~&~'TABLE, EXAMINING'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'179'~&~	~&~'44F39C472F32409CE043814FD881409C'~&~	~&~'1'~&~	~&~'TABLE OPERATING'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'180'~&~	~&~'44F39C472F33409CE043814FD881409C'~&~	~&~'1'~&~	~&~'CANISTERS/CYLINDERS'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'181'~&~	~&~'44F39C472F34409CE043814FD881409C'~&~	~&~'1'~&~	~&~'TABLE, THERAPY AND REFRIGERATED'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'182'~&~	~&~'44F39C472F35409CE043814FD881409C'~&~	~&~'1'~&~	~&~'AUTOMOTIVE, INDUSTRIAL'~&~	~&~'12'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'183'~&~	~&~'44F39C472F36409CE043814FD881409C'~&~	~&~'1'~&~	~&~'CHAIR, SPECIALIST, I.E. DENTAL'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2'~&~	~&~'44F39C472F37409CE043814FD881409C'~&~	~&~'1'~&~	~&~'SCIENTIFIC EQUIP. (MIXING)'~&~	~&~'7'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'200'~&~	~&~'44F39C4730A7409CE043814FD881409C'~&~	~&~'1'~&~	~&~'PROJECTORS, ALL/PC VIEWER'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'20000'~&~	~&~'44F39C472F38409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BUILDING OLD BASE'~&~	~&~'40'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'20001'~&~	~&~'44F39C472F39409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BUILDING ELECTRICAL'~&~	~&~'20'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'20002'~&~	~&~'44F39C472F3A409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BUILDING MECHANICAL'~&~	~&~'20'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'20003'~&~	~&~'44F39C472F3B409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BUILDING STRUCTURAL'~&~	~&~'40'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'20004'~&~	~&~'44F39C472F3C409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BUILDING TELECOM'~&~	~&~'20'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'20005'~&~	~&~'44F39C472F3D409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BUILDING OTHER COMPONENTS'~&~	~&~'15'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'20006'~&~	~&~'44F39C47308A409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BUILDING BETTERMENTS'~&~	~&~'10'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'20007'~&~	~&~'44F39C47308B409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BUILDING MODULAR'~&~	~&~'5'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'20008'~&~	~&~'44F39C47308D409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BOND ISSUANCE COST'~&~	~&~'20'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'201'~&~	~&~'44F39C472F3E409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MACHINES, OFFICE'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'202'~&~	~&~'44F39C472F3F409CE043814FD881409C'~&~	~&~'1'~&~	~&~'COPIER ACCOUNTANT/CARD TERMINAL'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'203'~&~	~&~'44F39C472F40409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW CENTRIFUGE, BENCH MODEL'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'204'~&~	~&~'44F39C472F41409CE043814FD881409C'~&~	~&~'1'~&~	~&~'AIR CONDITIONER'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'205'~&~	~&~'44F39C472F42409CE043814FD881409C'~&~	~&~'1'~&~	~&~'AMPLIFIER, SOUND SYSTEM'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'206'~&~	~&~'44F39C4730A8409CE043814FD881409C'~&~	~&~'1'~&~	~&~'SUPER COMPUTER/SERVER'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'207'~&~	~&~'44F39C472F43409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW  CAMERA, STILL'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'208'~&~	~&~'44F39C472F44409CE043814FD881409C'~&~	~&~'1'~&~	~&~'RECORDERS, TAPE, AUDIO'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'209'~&~	~&~'44F39C472F45409CE043814FD881409C'~&~	~&~'1'~&~	~&~'SORTER, COIN/CHANGER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'210'~&~	~&~'44F39C472F46409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW  CASH REGISTER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'211'~&~	~&~'44F39C472F47409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW WORKSTATION TABLE'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'212'~&~	~&~'44F39C472F48409CE043814FD881409C'~&~	~&~'1'~&~	~&~'CHECK SIGNER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'213'~&~	~&~'44F39C472F49409CE043814FD881409C'~&~	~&~'1'~&~	~&~'COLLATOR, ELECTRIC'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'214'~&~	~&~'44F39C472F4A409CE043814FD881409C'~&~	~&~'1'~&~	~&~'COMPUTER (INACTIVE FY 2006) USE ASSET TYPE 223, OR 206'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'215'~&~	~&~'44F39C472F4B409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MULTIPLEXER, T MUX, T BOX, S MUX'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'216'~&~	~&~'44F39C473066409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW PRINTER'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'217'~&~	~&~'44F39C472F4C409CE043814FD881409C'~&~	~&~'1'~&~	~&~'TERMINAL, MODEM'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'218'~&~	~&~'44F39C472F4D409CE043814FD881409C'~&~	~&~'1'~&~	~&~'STORAGE UNIT, MECHANICAL/UNMECHANICAL'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'219'~&~	~&~'44F39C472F4E409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW DISK DRIVES, CONTROLLERS'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'220'~&~	~&~'44F39C472F4F409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MISC. COMPUTER EQUIPMENT'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'221'~&~	~&~'44F39C472F50409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW DUPLICATOR'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'222'~&~	~&~'44F39C472F51409CE043814FD881409C'~&~	~&~'1'~&~	~&~'DISCRIMINATORS'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'223'~&~	~&~'44F39C4730A5409CE043814FD881409C'~&~	~&~'1'~&~	~&~'COMPUTER (PERSONAL)DESKTOP'~&~	~&~'3'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'224'~&~	~&~'44F39C473097409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MAILING MACHINE'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'225'~&~	~&~'44F39C472F52409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MAILING MACHINE'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'226'~&~	~&~'44F39C472F53409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MARKING MACHINE'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'227'~&~	~&~'44F39C473077409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW COPY MACHINE/PHOTOCOPIER'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'228'~&~	~&~'44F39C472F54409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW PIANOS, ORGANS, HARPSICHORDS'~&~	~&~'20'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'229'~&~	~&~'44F39C472F55409CE043814FD881409C'~&~	~&~'1'~&~	~&~'(INACTIVE FY 2007) USE ASSET TYPE 200 PROJECTORS, ALL/PC VIEWER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'230'~&~	~&~'44F39C472F56409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MISC. PHOTO EQUIPMENT'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'231'~&~	~&~'44F39C472F57409CE043814FD881409C'~&~	~&~'1'~&~	~&~'READER PRINTERS NON COMPUTER, MICRO FILM/ MICROFICHE'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'232'~&~	~&~'44F39C472F58409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW  SCALES, ALL'~&~	~&~'12'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'235'~&~	~&~'44F39C472F59409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MACHINE, STENCIL'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'236'~&~	~&~'44F39C472F5A409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW  CAMERA, MOVIE OR TV'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'237'~&~	~&~'44F39C472F5B409CE043814FD881409C'~&~	~&~'1'~&~	~&~'EQUIP., TIME RECORDING'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'238'~&~	~&~'44F39C472F5C409CE043814FD881409C'~&~	~&~'1'~&~	~&~'TRANSCRIBING EQUIPMENT'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'239'~&~	~&~'44F39C472F5D409CE043814FD881409C'~&~	~&~'1'~&~	~&~'TYPEWRITER'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'240'~&~	~&~'44F39C472F5E409CE043814FD881409C'~&~	~&~'1'~&~	~&~'LABEL OR LETTERING SYSTEMS'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'242'~&~	~&~'44F39C472F5F409CE043814FD881409C'~&~	~&~'1'~&~	~&~'PRESS, OFFSET, PRINTING'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'243'~&~	~&~'44F39C472F60409CE043814FD881409C'~&~	~&~'1'~&~	~&~'DRILL, PAPER'~&~	~&~'11'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'244'~&~	~&~'44F39C472F61409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW CUTTER/SHREDDER, PAPER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'245'~&~	~&~'44F39C472F62409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MISC. DARKROOM EQUIP., ENLARGERS, DRYERS'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'246'~&~	~&~'44F39C472F63409CE043814FD881409C'~&~	~&~'1'~&~	~&~'SHEET FEEDER'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'248'~&~	~&~'44F39C472F64409CE043814FD881409C'~&~	~&~'1'~&~	~&~'FOLDER'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'249'~&~	~&~'44F39C472F65409CE043814FD881409C'~&~	~&~'1'~&~	~&~'WRAPPER/SHRINKER, PACKAGING SYSTEMS'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'250'~&~	~&~'44F39C472F66409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MISC. GRAPHICS, FINE ARTS EQUIP.'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'251'~&~	~&~'44F39C472F67409CE043814FD881409C'~&~	~&~'1'~&~	~&~'LENS, CAMERA/TV'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'252'~&~	~&~'44F39C472F68409CE043814FD881409C'~&~	~&~'1'~&~	~&~'RECEIVER OR MONITOR, TV'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'253'~&~	~&~'44F39C47306A409CE043814FD881409C'~&~	~&~'1'~&~	~&~'INACTIVE FY 07 AHA REVIEW RECORDER, TV VIDEO, CAMCORDER'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'254'~&~	~&~'44F39C472F69409CE043814FD881409C'~&~	~&~'1'~&~	~&~'TELEVISION'~&~	~&~'5'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'260'~&~	~&~'44F39C472F6A409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MISC. AUDIO VISUAL'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'261'~&~	~&~'44F39C472F6B409CE043814FD881409C'~&~	~&~'1'~&~	~&~'RADIO RECEIVERS, TRANSMITTERS'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'262'~&~	~&~'44F39C472F6C409CE043814FD881409C'~&~	~&~'1'~&~	~&~'TRANSFORMER'~&~	~&~'14'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'263'~&~	~&~'44F39C4730A1409CE043814FD881409C'~&~	~&~'1'~&~	~&~'TELECOM MOVABLE EQUIPMENT'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'264'~&~	~&~'44F39C4730A4409CE043814FD881409C'~&~	~&~'1'~&~	~&~'TELEPHONE SWITCH(USED)'~&~	~&~'3'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'293'~&~	~&~'44F39C472F6D409CE043814FD881409C'~&~	~&~'1'~&~	~&~'COUNTERS, ELECTRONIC'~&~	~&~'8'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'294'~&~	~&~'44F39C472F6E409CE043814FD881409C'~&~	~&~'1'~&~	~&~'FREEZE DRY APPARATUS'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'295'~&~	~&~'44F39C472F6F409CE043814FD881409C'~&~	~&~'1'~&~	~&~'VACUUM SYSTEMS, MEDICAL /LAB'~&~	~&~'14'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'296'~&~	~&~'44F39C472F70409CE043814FD881409C'~&~	~&~'1'~&~	~&~'STEROTAXIC INSTRUMENTS'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'297'~&~	~&~'44F39C472F71409CE043814FD881409C'~&~	~&~'1'~&~	~&~'ANIMAL CAGES'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'298'~&~	~&~'44F39C472F72409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MISC. INDUSTRIAL/CONSTRUCTION EQUIP'~&~	~&~'10'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'299'~&~	~&~'44F39C472F73409CE043814FD881409C'~&~	~&~'1'~&~	~&~'SURVEYING EQUIPMENT'~&~	~&~'7'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'3'~&~	~&~'44F39C472F74409CE043814FD881409C'~&~	~&~'1'~&~	~&~'BENDING MAGNET'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'300'~&~	~&~'44F39C472F75409CE043814FD881409C'~&~	~&~'1'~&~	~&~'ENVIRONMENTAL CHAMBERS, FLOW HOODS, GLOVE BOX, ECT.'~&~	~&~'15'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'30000'~&~	~&~'44F39C472F76409CE043814FD881409C'~&~	~&~'1'~&~	~&~'LIBRARY BOOKS'~&~	~&~'10'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'301'~&~	~&~'44F39C472F77409CE043814FD881409C'~&~	~&~'1'~&~	~&~'MISC. EQUIP., SCIENTIFIC'~&~	~&~'7'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'302'~&~	~&~'44F39C472F78409CE043814FD881409C'~&~	~&~'1'~&~	~&~'DETECTORS'~&~	~&~'14'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
