HEADER[~&~	~&~A21_LBR_RPT_NBR::VARCHAR~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~A21LBR_RPT_PRD_TTL::VARCHAR~&~	~&~LBR_RPT_PRDSTAT_CD::VARCHAR~&~	~&~LBR_ET_FSCL_YR::DECIMAL~&~	~&~LBR_ET_FSCL_PRD_CD::VARCHAR~&~	~&~A21_LBR_RPT_TYP_CD::VARCHAR~&~	~&~A21LBR_RPT_RTRN_DT::TIMESTAMP~&~	~&~LBR_RPT_BEG_FSCL_YR::DECIMAL~&~	~&~LBR_RPT_BEG_FSCL_PRD_CD::VARCHAR~&~	~&~LBR_RPT_END_FSCL_YR::DECIMAL~&~	~&~LBR_RPT_END_FSCL_PRD_CD::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'B03'~&~	~&~'2019'~&~	~&~'e051bad6-5c08-4ea0-9f83-2b8d9588f045'~&~	~&~'2'~&~	~&~'Bi 3rd Quarter'~&~	~&~'N'~&~	~&~'2019'~&~	~&~'09'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2019'~&~	~&~'07'~&~	~&~'2019'~&~	~&~'09'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B03'~&~	~&~'2020'~&~	~&~'c3a4d1e2-86ce-43ae-9b5b-5d9890718ef3'~&~	~&~'2'~&~	~&~'Bi 3rd Quarter'~&~	~&~'N'~&~	~&~'2020'~&~	~&~'09'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2020'~&~	~&~'07'~&~	~&~'2020'~&~	~&~'09'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B03'~&~	~&~'2021'~&~	~&~'a5cd0b17-c680-417e-a7f3-edba6e17c748'~&~	~&~'2'~&~	~&~'Bi 3rd Quarter'~&~	~&~'N'~&~	~&~'2021'~&~	~&~'09'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2021'~&~	~&~'07'~&~	~&~'2021'~&~	~&~'09'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B04'~&~	~&~'2009'~&~	~&~'0775897B-333B-26E9-499B-2355E421CF98'~&~	~&~'2'~&~	~&~'Bi 4th Quarter'~&~	~&~'N'~&~	~&~'2009'~&~	~&~'12'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2009'~&~	~&~'10'~&~	~&~'2009'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B04'~&~	~&~'2010'~&~	~&~'2C3509F0-66F4-C3D5-1FE7-E842B28B758A'~&~	~&~'2'~&~	~&~'Bi 4th Quarter'~&~	~&~'N'~&~	~&~'2010'~&~	~&~'12'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2010'~&~	~&~'10'~&~	~&~'2010'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B04'~&~	~&~'2011'~&~	~&~'8533B959-F590-322E-8AFE-C0A613619562'~&~	~&~'2'~&~	~&~'Bi 4th Quarter'~&~	~&~'N'~&~	~&~'2011'~&~	~&~'12'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2011'~&~	~&~'10'~&~	~&~'2011'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B04'~&~	~&~'2012'~&~	~&~'A0C0747A-0763-1034-4B5E-E4850C0C959F'~&~	~&~'2'~&~	~&~'Bi 4th Quarter'~&~	~&~'N'~&~	~&~'2012'~&~	~&~'12'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2012'~&~	~&~'10'~&~	~&~'2012'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B04'~&~	~&~'2013'~&~	~&~'15614662-fbb3-4479-8905-211850859591'~&~	~&~'2'~&~	~&~'Bi 4th Quarter'~&~	~&~'N'~&~	~&~'2013'~&~	~&~'12'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2013'~&~	~&~'10'~&~	~&~'2013'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B04'~&~	~&~'2014'~&~	~&~'f16a6d02-3148-4ace-bbbb-9df4ea396e44'~&~	~&~'2'~&~	~&~'Bi 4th Quarter'~&~	~&~'N'~&~	~&~'2014'~&~	~&~'12'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2014'~&~	~&~'10'~&~	~&~'2014'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B04'~&~	~&~'2015'~&~	~&~'ae193a0f-c7ce-4b63-a022-1e85e0659f31'~&~	~&~'2'~&~	~&~'Bi 4th Quarter'~&~	~&~'N'~&~	~&~'2015'~&~	~&~'12'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2015'~&~	~&~'10'~&~	~&~'2015'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B04'~&~	~&~'2016'~&~	~&~'9cabad6d-6920-49b7-bee7-fb5696fb014f'~&~	~&~'2'~&~	~&~'Bi 4th Quarter'~&~	~&~'N'~&~	~&~'2016'~&~	~&~'12'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2016'~&~	~&~'10'~&~	~&~'2016'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B04'~&~	~&~'2017'~&~	~&~'af9b63f8-3ea2-423e-9410-a7f2e6e7221c'~&~	~&~'2'~&~	~&~'Bi 4th Quarter'~&~	~&~'N'~&~	~&~'2017'~&~	~&~'12'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2017'~&~	~&~'10'~&~	~&~'2017'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B04'~&~	~&~'2018'~&~	~&~'b0a7bc26-cf24-4c82-8bc6-c64cdde48a5b'~&~	~&~'2'~&~	~&~'Bi 4th Quarter'~&~	~&~'N'~&~	~&~'2018'~&~	~&~'12'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2018'~&~	~&~'10'~&~	~&~'2018'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B04'~&~	~&~'2019'~&~	~&~'d0a5007c-e932-4d30-a756-78a0e853022f'~&~	~&~'2'~&~	~&~'Bi 4th Quarter'~&~	~&~'N'~&~	~&~'2019'~&~	~&~'12'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2019'~&~	~&~'10'~&~	~&~'2019'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B04'~&~	~&~'2020'~&~	~&~'aa95aa4b-701f-4d99-a5e8-4da176e620b4'~&~	~&~'2'~&~	~&~'Bi 4th Quarter'~&~	~&~'N'~&~	~&~'2020'~&~	~&~'12'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2020'~&~	~&~'10'~&~	~&~'2020'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'B04'~&~	~&~'2021'~&~	~&~'ed2e29aa-2995-422d-806d-bb7007968c66'~&~	~&~'2'~&~	~&~'Bi 4th Quarter'~&~	~&~'N'~&~	~&~'2021'~&~	~&~'12'~&~	~&~'BI'~&~	~&~NULL~&~	~&~'2021'~&~	~&~'10'~&~	~&~'2021'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M01'~&~	~&~'2009'~&~	~&~'D1DC5228-238C-D989-036C-1FE92FA19DFA'~&~	~&~'2'~&~	~&~'Monthly Fall'~&~	~&~'N'~&~	~&~'2009'~&~	~&~'06'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2009'~&~	~&~'01'~&~	~&~'2009'~&~	~&~'06'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M01'~&~	~&~'2010'~&~	~&~'D075D3E1-F26F-6291-4121-1A86A33B9930'~&~	~&~'2'~&~	~&~'Monthly Fall'~&~	~&~'N'~&~	~&~'2010'~&~	~&~'06'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2010'~&~	~&~'01'~&~	~&~'2010'~&~	~&~'06'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M01'~&~	~&~'2011'~&~	~&~'BD7D9752-2394-94B4-D597-7D8CD37CD92F'~&~	~&~'2'~&~	~&~'Monthly Fall'~&~	~&~'N'~&~	~&~'2011'~&~	~&~'06'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2011'~&~	~&~'01'~&~	~&~'2011'~&~	~&~'06'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M01'~&~	~&~'2012'~&~	~&~'AD208AD1-510B-54CB-C59E-1C700F58404B'~&~	~&~'2'~&~	~&~'Monthly Fall'~&~	~&~'N'~&~	~&~'2012'~&~	~&~'06'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2012'~&~	~&~'01'~&~	~&~'2012'~&~	~&~'06'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M01'~&~	~&~'2013'~&~	~&~'bd2f6a51-8a63-432a-8dc2-983f3bb32449'~&~	~&~'2'~&~	~&~'Monthly Fall'~&~	~&~'N'~&~	~&~'2013'~&~	~&~'06'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2013'~&~	~&~'01'~&~	~&~'2013'~&~	~&~'06'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M01'~&~	~&~'2014'~&~	~&~'e24640fe-0795-4845-9f8b-dc6f1802a4df'~&~	~&~'2'~&~	~&~'Monthly Fall'~&~	~&~'N'~&~	~&~'2014'~&~	~&~'06'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2014'~&~	~&~'01'~&~	~&~'2014'~&~	~&~'06'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M01'~&~	~&~'2015'~&~	~&~'c26a4e7c-c0bc-43c6-8f46-d11f1aac6335'~&~	~&~'2'~&~	~&~'Monthly Fall'~&~	~&~'N'~&~	~&~'2015'~&~	~&~'06'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2015'~&~	~&~'01'~&~	~&~'2015'~&~	~&~'06'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M01'~&~	~&~'2016'~&~	~&~'a5eb0df4-1055-42d8-aed2-20cc00a27972'~&~	~&~'2'~&~	~&~'Monthly Fall'~&~	~&~'N'~&~	~&~'2016'~&~	~&~'06'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2016'~&~	~&~'01'~&~	~&~'2016'~&~	~&~'06'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M01'~&~	~&~'2017'~&~	~&~'ec1df8b2-1af2-4eb1-974a-f62ab90078ed'~&~	~&~'2'~&~	~&~'Monthly Fall'~&~	~&~'N'~&~	~&~'2017'~&~	~&~'06'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2017'~&~	~&~'01'~&~	~&~'2017'~&~	~&~'06'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M01'~&~	~&~'2018'~&~	~&~'d4fb8112-3398-47ed-93ee-da13ac471e2d'~&~	~&~'2'~&~	~&~'Monthly Fall'~&~	~&~'N'~&~	~&~'2018'~&~	~&~'06'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2018'~&~	~&~'01'~&~	~&~'2018'~&~	~&~'06'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M01'~&~	~&~'2019'~&~	~&~'93d6d4bc-3910-4331-b6bf-d6d7f19f8475'~&~	~&~'2'~&~	~&~'Monthly Fall'~&~	~&~'N'~&~	~&~'2019'~&~	~&~'06'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2019'~&~	~&~'01'~&~	~&~'2019'~&~	~&~'06'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M01'~&~	~&~'2020'~&~	~&~'5058efbc-3ea2-4f33-9707-23546c7200c8'~&~	~&~'2'~&~	~&~'Monthly Fall'~&~	~&~'N'~&~	~&~'2020'~&~	~&~'06'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2020'~&~	~&~'01'~&~	~&~'2020'~&~	~&~'06'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M01'~&~	~&~'2021'~&~	~&~'b13e96ff-445a-41f9-a1ea-5e185de6e7d9'~&~	~&~'2'~&~	~&~'Monthly Fall'~&~	~&~'N'~&~	~&~'2021'~&~	~&~'06'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2021'~&~	~&~'01'~&~	~&~'2021'~&~	~&~'06'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M02'~&~	~&~'2009'~&~	~&~'E1946D4A-8E25-B2B2-9CA2-D1541185330F'~&~	~&~'2'~&~	~&~'Monthly Spring'~&~	~&~'N'~&~	~&~'2009'~&~	~&~'12'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2009'~&~	~&~'07'~&~	~&~'2009'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M02'~&~	~&~'2010'~&~	~&~'2ACB2F86-5372-C4C5-550C-0E54D12AB930'~&~	~&~'2'~&~	~&~'Monthly Spring'~&~	~&~'N'~&~	~&~'2010'~&~	~&~'12'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2010'~&~	~&~'07'~&~	~&~'2010'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M02'~&~	~&~'2011'~&~	~&~'FA2568EE-B7D6-25B3-61B9-EA4DEC689223'~&~	~&~'2'~&~	~&~'Monthly Spring'~&~	~&~'N'~&~	~&~'2011'~&~	~&~'12'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2011'~&~	~&~'07'~&~	~&~'2011'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M02'~&~	~&~'2012'~&~	~&~'3FE3325E-35E0-53E7-50EF-7591C7238257'~&~	~&~'2'~&~	~&~'Monthly Spring'~&~	~&~'N'~&~	~&~'2012'~&~	~&~'12'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2012'~&~	~&~'07'~&~	~&~'2012'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M02'~&~	~&~'2013'~&~	~&~'5ff0021a-80d3-4e45-a679-fc7e15656032'~&~	~&~'2'~&~	~&~'Monthly Spring'~&~	~&~'N'~&~	~&~'2013'~&~	~&~'12'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2013'~&~	~&~'07'~&~	~&~'2013'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M02'~&~	~&~'2014'~&~	~&~'30029734-9b79-4343-9b79-44b96c3cadaa'~&~	~&~'2'~&~	~&~'Monthly Spring'~&~	~&~'N'~&~	~&~'2014'~&~	~&~'12'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2014'~&~	~&~'07'~&~	~&~'2014'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M02'~&~	~&~'2015'~&~	~&~'3c72b6bb-bfe9-40cf-93b9-a3c83837f964'~&~	~&~'2'~&~	~&~'Monthly Spring'~&~	~&~'N'~&~	~&~'2015'~&~	~&~'12'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2015'~&~	~&~'07'~&~	~&~'2015'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M02'~&~	~&~'2016'~&~	~&~'5100ecb9-8ba5-4002-8c68-d23f9723fd1e'~&~	~&~'2'~&~	~&~'Monthly Spring'~&~	~&~'N'~&~	~&~'2016'~&~	~&~'12'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2016'~&~	~&~'07'~&~	~&~'2016'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M02'~&~	~&~'2017'~&~	~&~'039941b8-4528-4ab0-be22-38029467a74a'~&~	~&~'2'~&~	~&~'Monthly Spring'~&~	~&~'N'~&~	~&~'2017'~&~	~&~'12'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2017'~&~	~&~'07'~&~	~&~'2017'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M02'~&~	~&~'2018'~&~	~&~'6fcd4901-2ba2-4343-afa1-0c577a883f11'~&~	~&~'2'~&~	~&~'Monthly Spring'~&~	~&~'N'~&~	~&~'2018'~&~	~&~'12'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2018'~&~	~&~'07'~&~	~&~'2018'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M02'~&~	~&~'2019'~&~	~&~'5081518b-9cdc-47df-aaf7-c782975b7c67'~&~	~&~'2'~&~	~&~'Monthly Spring'~&~	~&~'N'~&~	~&~'2019'~&~	~&~'12'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2019'~&~	~&~'07'~&~	~&~'2019'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M02'~&~	~&~'2020'~&~	~&~'2f00e746-b61a-4ef6-b8f7-c21737caa9f7'~&~	~&~'2'~&~	~&~'Monthly Spring'~&~	~&~'N'~&~	~&~'2020'~&~	~&~'12'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2020'~&~	~&~'07'~&~	~&~'2020'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'M02'~&~	~&~'2021'~&~	~&~'fb73ee43-3a06-472c-817c-7fe4f1819109'~&~	~&~'2'~&~	~&~'Monthly Spring'~&~	~&~'N'~&~	~&~'2021'~&~	~&~'12'~&~	~&~'12'~&~	~&~NULL~&~	~&~'2021'~&~	~&~'07'~&~	~&~'2021'~&~	~&~'12'~&~	~&~'Y'~&~	~&~]RECORD
