HEADER[~&~	~&~ENTITY_AFLTN_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~AFLTN_TYP_CD::VARCHAR~&~	~&~CAMPUS_CD::VARCHAR~&~	~&~DFLT_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'KFS2835'~&~	~&~'KFS2835'~&~	~&~'1'~&~	~&~'KFS2835'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2836'~&~	~&~'KFS2836'~&~	~&~'1'~&~	~&~'KFS2836'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2837'~&~	~&~'KFS2837'~&~	~&~'1'~&~	~&~'KFS2837'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2838'~&~	~&~'KFS2838'~&~	~&~'1'~&~	~&~'KFS2838'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2839'~&~	~&~'KFS2839'~&~	~&~'1'~&~	~&~'KFS2839'~&~	~&~'STAFF'~&~	~&~'KO'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2840'~&~	~&~'KFS2840'~&~	~&~'1'~&~	~&~'KFS2840'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2841'~&~	~&~'KFS2841'~&~	~&~'1'~&~	~&~'KFS2841'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2842'~&~	~&~'KFS2842'~&~	~&~'1'~&~	~&~'KFS2842'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2843'~&~	~&~'KFS2843'~&~	~&~'1'~&~	~&~'KFS2843'~&~	~&~'STAFF'~&~	~&~'NW'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2844'~&~	~&~'KFS2844'~&~	~&~'1'~&~	~&~'KFS2844'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2845'~&~	~&~'KFS2845'~&~	~&~'1'~&~	~&~'KFS2845'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2846'~&~	~&~'KFS2846'~&~	~&~'1'~&~	~&~'KFS2846'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2847'~&~	~&~'KFS2847'~&~	~&~'1'~&~	~&~'KFS2847'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2848'~&~	~&~'KFS2848'~&~	~&~'1'~&~	~&~'KFS2848'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2849'~&~	~&~'KFS2849'~&~	~&~'1'~&~	~&~'KFS2849'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2850'~&~	~&~'KFS2850'~&~	~&~'1'~&~	~&~'KFS2850'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2851'~&~	~&~'KFS2851'~&~	~&~'1'~&~	~&~'KFS2851'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2852'~&~	~&~'KFS2852'~&~	~&~'1'~&~	~&~'KFS2852'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2853'~&~	~&~'KFS2853'~&~	~&~'1'~&~	~&~'KFS2853'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2854'~&~	~&~'KFS2854'~&~	~&~'1'~&~	~&~'KFS2854'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2855'~&~	~&~'KFS2855'~&~	~&~'1'~&~	~&~'KFS2855'~&~	~&~'STAFF'~&~	~&~'NW'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2856'~&~	~&~'KFS2856'~&~	~&~'1'~&~	~&~'KFS2856'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2857'~&~	~&~'KFS2857'~&~	~&~'1'~&~	~&~'KFS2857'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2858'~&~	~&~'KFS2858'~&~	~&~'1'~&~	~&~'KFS2858'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2859'~&~	~&~'KFS2859'~&~	~&~'1'~&~	~&~'KFS2859'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2860'~&~	~&~'KFS2860'~&~	~&~'1'~&~	~&~'KFS2860'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2861'~&~	~&~'KFS2861'~&~	~&~'1'~&~	~&~'KFS2861'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2862'~&~	~&~'KFS2862'~&~	~&~'1'~&~	~&~'KFS2862'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2863'~&~	~&~'KFS2863'~&~	~&~'1'~&~	~&~'KFS2863'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2864'~&~	~&~'KFS2864'~&~	~&~'1'~&~	~&~'KFS2864'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2865'~&~	~&~'KFS2865'~&~	~&~'1'~&~	~&~'KFS2865'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2866'~&~	~&~'KFS2866'~&~	~&~'1'~&~	~&~'KFS2866'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2867'~&~	~&~'KFS2867'~&~	~&~'1'~&~	~&~'KFS2867'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2868'~&~	~&~'KFS2868'~&~	~&~'1'~&~	~&~'KFS2868'~&~	~&~'STAFF'~&~	~&~'SE'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2869'~&~	~&~'KFS2869'~&~	~&~'1'~&~	~&~'KFS2869'~&~	~&~'STAFF'~&~	~&~'KO'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2870'~&~	~&~'KFS2870'~&~	~&~'1'~&~	~&~'KFS2870'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2871'~&~	~&~'KFS2871'~&~	~&~'1'~&~	~&~'KFS2871'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2872'~&~	~&~'KFS2872'~&~	~&~'1'~&~	~&~'KFS2872'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2873'~&~	~&~'KFS2873'~&~	~&~'1'~&~	~&~'KFS2873'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2874'~&~	~&~'KFS2874'~&~	~&~'1'~&~	~&~'KFS2874'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2875'~&~	~&~'KFS2875'~&~	~&~'1'~&~	~&~'KFS2875'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2876'~&~	~&~'KFS2876'~&~	~&~'1'~&~	~&~'KFS2876'~&~	~&~'STAFF'~&~	~&~'SE'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2877'~&~	~&~'KFS2877'~&~	~&~'1'~&~	~&~'KFS2877'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2878'~&~	~&~'KFS2878'~&~	~&~'1'~&~	~&~'KFS2878'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2879'~&~	~&~'KFS2879'~&~	~&~'1'~&~	~&~'KFS2879'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2880'~&~	~&~'KFS2880'~&~	~&~'1'~&~	~&~'KFS2880'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2881'~&~	~&~'KFS2881'~&~	~&~'1'~&~	~&~'KFS2881'~&~	~&~'STAFF'~&~	~&~'SE'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2882'~&~	~&~'KFS2882'~&~	~&~'1'~&~	~&~'KFS2882'~&~	~&~'STAFF'~&~	~&~'SE'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2883'~&~	~&~'KFS2883'~&~	~&~'1'~&~	~&~'KFS2883'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2884'~&~	~&~'KFS2884'~&~	~&~'1'~&~	~&~'KFS2884'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2885'~&~	~&~'KFS2885'~&~	~&~'1'~&~	~&~'KFS2885'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2886'~&~	~&~'KFS2886'~&~	~&~'1'~&~	~&~'KFS2886'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2887'~&~	~&~'KFS2887'~&~	~&~'1'~&~	~&~'KFS2887'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2888'~&~	~&~'KFS2888'~&~	~&~'1'~&~	~&~'KFS2888'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2889'~&~	~&~'KFS2889'~&~	~&~'1'~&~	~&~'KFS2889'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2890'~&~	~&~'KFS2890'~&~	~&~'1'~&~	~&~'KFS2890'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2891'~&~	~&~'KFS2891'~&~	~&~'1'~&~	~&~'KFS2891'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2892'~&~	~&~'KFS2892'~&~	~&~'1'~&~	~&~'KFS2892'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2893'~&~	~&~'KFS2893'~&~	~&~'1'~&~	~&~'KFS2893'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2894'~&~	~&~'KFS2894'~&~	~&~'1'~&~	~&~'KFS2894'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2895'~&~	~&~'KFS2895'~&~	~&~'1'~&~	~&~'KFS2895'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2896'~&~	~&~'KFS2896'~&~	~&~'1'~&~	~&~'KFS2896'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2897'~&~	~&~'KFS2897'~&~	~&~'1'~&~	~&~'KFS2897'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2898'~&~	~&~'KFS2898'~&~	~&~'1'~&~	~&~'KFS2898'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2899'~&~	~&~'KFS2899'~&~	~&~'1'~&~	~&~'KFS2899'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2900'~&~	~&~'KFS2900'~&~	~&~'1'~&~	~&~'KFS2900'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2901'~&~	~&~'KFS2901'~&~	~&~'1'~&~	~&~'KFS2901'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2902'~&~	~&~'KFS2902'~&~	~&~'1'~&~	~&~'KFS2902'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2903'~&~	~&~'KFS2903'~&~	~&~'1'~&~	~&~'KFS2903'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2904'~&~	~&~'KFS2904'~&~	~&~'1'~&~	~&~'KFS2904'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2905'~&~	~&~'KFS2905'~&~	~&~'1'~&~	~&~'KFS2905'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2906'~&~	~&~'KFS2906'~&~	~&~'1'~&~	~&~'KFS2906'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2907'~&~	~&~'KFS2907'~&~	~&~'1'~&~	~&~'KFS2907'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2908'~&~	~&~'KFS2908'~&~	~&~'1'~&~	~&~'KFS2908'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2909'~&~	~&~'KFS2909'~&~	~&~'1'~&~	~&~'KFS2909'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2910'~&~	~&~'KFS2910'~&~	~&~'1'~&~	~&~'KFS2910'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2911'~&~	~&~'KFS2911'~&~	~&~'1'~&~	~&~'KFS2911'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2912'~&~	~&~'KFS2912'~&~	~&~'1'~&~	~&~'KFS2912'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2913'~&~	~&~'KFS2913'~&~	~&~'1'~&~	~&~'KFS2913'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2914'~&~	~&~'KFS2914'~&~	~&~'1'~&~	~&~'KFS2914'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2915'~&~	~&~'KFS2915'~&~	~&~'1'~&~	~&~'KFS2915'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2916'~&~	~&~'KFS2916'~&~	~&~'1'~&~	~&~'KFS2916'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2917'~&~	~&~'KFS2917'~&~	~&~'1'~&~	~&~'KFS2917'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2918'~&~	~&~'KFS2918'~&~	~&~'1'~&~	~&~'KFS2918'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2919'~&~	~&~'KFS2919'~&~	~&~'1'~&~	~&~'KFS2919'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2920'~&~	~&~'KFS2920'~&~	~&~'1'~&~	~&~'KFS2920'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2921'~&~	~&~'KFS2921'~&~	~&~'1'~&~	~&~'KFS2921'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2922'~&~	~&~'KFS2922'~&~	~&~'1'~&~	~&~'KFS2922'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2923'~&~	~&~'KFS2923'~&~	~&~'1'~&~	~&~'KFS2923'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2924'~&~	~&~'KFS2924'~&~	~&~'1'~&~	~&~'KFS2924'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2925'~&~	~&~'KFS2925'~&~	~&~'1'~&~	~&~'KFS2925'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2926'~&~	~&~'KFS2926'~&~	~&~'1'~&~	~&~'KFS2926'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2927'~&~	~&~'KFS2927'~&~	~&~'1'~&~	~&~'KFS2927'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2928'~&~	~&~'KFS2928'~&~	~&~'1'~&~	~&~'KFS2928'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2929'~&~	~&~'KFS2929'~&~	~&~'1'~&~	~&~'KFS2929'~&~	~&~'STAFF'~&~	~&~'SB'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2930'~&~	~&~'KFS2930'~&~	~&~'1'~&~	~&~'KFS2930'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2931'~&~	~&~'KFS2931'~&~	~&~'1'~&~	~&~'KFS2931'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2932'~&~	~&~'KFS2932'~&~	~&~'1'~&~	~&~'KFS2932'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2933'~&~	~&~'KFS2933'~&~	~&~'1'~&~	~&~'KFS2933'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2934'~&~	~&~'KFS2934'~&~	~&~'1'~&~	~&~'KFS2934'~&~	~&~'STAFF'~&~	~&~'NW'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2935'~&~	~&~'KFS2935'~&~	~&~'1'~&~	~&~'KFS2935'~&~	~&~'STAFF'~&~	~&~'KO'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2936'~&~	~&~'KFS2936'~&~	~&~'1'~&~	~&~'KFS2936'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2937'~&~	~&~'KFS2937'~&~	~&~'1'~&~	~&~'KFS2937'~&~	~&~'STAFF'~&~	~&~'IN'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2938'~&~	~&~'KFS2938'~&~	~&~'1'~&~	~&~'KFS2938'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2939'~&~	~&~'KFS2939'~&~	~&~'1'~&~	~&~'KFS2939'~&~	~&~'STAFF'~&~	~&~'EA'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2940'~&~	~&~'KFS2940'~&~	~&~'1'~&~	~&~'KFS2940'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2941'~&~	~&~'KFS2941'~&~	~&~'1'~&~	~&~'KFS2941'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2942'~&~	~&~'KFS2942'~&~	~&~'1'~&~	~&~'KFS2942'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2943'~&~	~&~'KFS2943'~&~	~&~'1'~&~	~&~'KFS2943'~&~	~&~'STAFF'~&~	~&~'BL'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
