HEADER[~&~	~&~ENTITY_EMP_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ENTITY_ID::VARCHAR~&~	~&~ENTITY_AFLTN_ID::VARCHAR~&~	~&~EMP_STAT_CD::VARCHAR~&~	~&~EMP_TYP_CD::VARCHAR~&~	~&~BASE_SLRY_AMT::DECIMAL~&~	~&~PRMRY_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~PRMRY_DEPT_CD::VARCHAR~&~	~&~EMP_ID::VARCHAR~&~	~&~EMP_REC_ID::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'KFS2756'~&~	~&~'KFS2756'~&~	~&~'1'~&~	~&~'KFS2756'~&~	~&~'KFS2756'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000004301'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2757'~&~	~&~'KFS2757'~&~	~&~'1'~&~	~&~'KFS2757'~&~	~&~'KFS2757'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'EA-HUFA'~&~	~&~'0000004330'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2758'~&~	~&~'KFS2758'~&~	~&~'1'~&~	~&~'KFS2758'~&~	~&~'KFS2758'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'KO-EDUC'~&~	~&~'0000004483'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2759'~&~	~&~'KFS2759'~&~	~&~'1'~&~	~&~'KFS2759'~&~	~&~'KFS2759'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-PD'~&~	~&~'0000004621'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2760'~&~	~&~'KFS2760'~&~	~&~'1'~&~	~&~'KFS2760'~&~	~&~'KFS2760'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-LLC'~&~	~&~'0000004805'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2761'~&~	~&~'KFS2761'~&~	~&~'1'~&~	~&~'KFS2761'~&~	~&~'KFS2761'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-RUAD'~&~	~&~'0000004826'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2762'~&~	~&~'KFS2762'~&~	~&~'1'~&~	~&~'KFS2762'~&~	~&~'KFS2762'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-SOC'~&~	~&~'0000004829'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2763'~&~	~&~'KFS2763'~&~	~&~'1'~&~	~&~'KFS2763'~&~	~&~'KFS2763'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-BIOL'~&~	~&~'0000004857'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2764'~&~	~&~'KFS2764'~&~	~&~'1'~&~	~&~'KFS2764'~&~	~&~'KFS2764'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'0000005284'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2765'~&~	~&~'KFS2765'~&~	~&~'1'~&~	~&~'KFS2765'~&~	~&~'KFS2765'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-ANTH'~&~	~&~'0000005651'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2766'~&~	~&~'KFS2766'~&~	~&~'1'~&~	~&~'KFS2766'~&~	~&~'KFS2766'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-DMED'~&~	~&~'0000005738'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2767'~&~	~&~'KFS2767'~&~	~&~'1'~&~	~&~'KFS2767'~&~	~&~'KFS2767'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000005799'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2768'~&~	~&~'KFS2768'~&~	~&~'1'~&~	~&~'KFS2768'~&~	~&~'KFS2768'~&~	~&~'T'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SB-CHAN'~&~	~&~'0000006026'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2769'~&~	~&~'KFS2769'~&~	~&~'1'~&~	~&~'KFS2769'~&~	~&~'KFS2769'~&~	~&~'T'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SB-PHYS'~&~	~&~'0000006271'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2770'~&~	~&~'KFS2770'~&~	~&~'1'~&~	~&~'KFS2770'~&~	~&~'KFS2770'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SB-BSCI'~&~	~&~'0000006272'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2771'~&~	~&~'KFS2771'~&~	~&~'1'~&~	~&~'KFS2771'~&~	~&~'KFS2771'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'EA-BSSD'~&~	~&~'0000006336'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2772'~&~	~&~'KFS2772'~&~	~&~'1'~&~	~&~'KFS2772'~&~	~&~'KFS2772'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'0000006337'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2773'~&~	~&~'KFS2773'~&~	~&~'1'~&~	~&~'KFS2773'~&~	~&~'KFS2773'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-SOC'~&~	~&~'0000006639'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2774'~&~	~&~'KFS2774'~&~	~&~'1'~&~	~&~'KFS2774'~&~	~&~'KFS2774'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-SOC'~&~	~&~'0000006689'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2775'~&~	~&~'KFS2775'~&~	~&~'1'~&~	~&~'KFS2775'~&~	~&~'KFS2775'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-ARSD'~&~	~&~'0000006708'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2776'~&~	~&~'KFS2776'~&~	~&~'1'~&~	~&~'KFS2776'~&~	~&~'KFS2776'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BA-IMAU'~&~	~&~'0000006883'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2777'~&~	~&~'KFS2777'~&~	~&~'1'~&~	~&~'KFS2777'~&~	~&~'KFS2777'~&~	~&~'T'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-BUDG'~&~	~&~'0000006947'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2778'~&~	~&~'KFS2778'~&~	~&~'1'~&~	~&~'KFS2778'~&~	~&~'KFS2778'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-SOC'~&~	~&~'0000007220'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2779'~&~	~&~'KFS2779'~&~	~&~'1'~&~	~&~'KFS2779'~&~	~&~'KFS2779'~&~	~&~'R'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-IN'~&~	~&~'0000007392'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2780'~&~	~&~'KFS2780'~&~	~&~'1'~&~	~&~'KFS2780'~&~	~&~'KFS2780'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-SPEA'~&~	~&~'0000007399'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2781'~&~	~&~'KFS2781'~&~	~&~'1'~&~	~&~'KFS2781'~&~	~&~'KFS2781'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-ANES'~&~	~&~'0000007499'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2782'~&~	~&~'KFS2782'~&~	~&~'1'~&~	~&~'KFS2782'~&~	~&~'KFS2782'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'0000007723'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2783'~&~	~&~'KFS2783'~&~	~&~'1'~&~	~&~'KFS2783'~&~	~&~'KFS2783'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-UCOL'~&~	~&~'0000007775'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2784'~&~	~&~'KFS2784'~&~	~&~'1'~&~	~&~'KFS2784'~&~	~&~'KFS2784'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SB-MAS'~&~	~&~'0000007926'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2785'~&~	~&~'KFS2785'~&~	~&~'1'~&~	~&~'KFS2785'~&~	~&~'KFS2785'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SB-POLS'~&~	~&~'0000008013'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2786'~&~	~&~'KFS2786'~&~	~&~'1'~&~	~&~'KFS2786'~&~	~&~'KFS2786'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'EA-AADV'~&~	~&~'0000008014'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2787'~&~	~&~'KFS2787'~&~	~&~'1'~&~	~&~'KFS2787'~&~	~&~'KFS2787'~&~	~&~'R'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-HIST'~&~	~&~'0000008126'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2788'~&~	~&~'KFS2788'~&~	~&~'1'~&~	~&~'KFS2788'~&~	~&~'KFS2788'~&~	~&~'R'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SE-ACAD'~&~	~&~'0000008128'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2789'~&~	~&~'KFS2789'~&~	~&~'1'~&~	~&~'KFS2789'~&~	~&~'KFS2789'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000008257'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2790'~&~	~&~'KFS2790'~&~	~&~'1'~&~	~&~'KFS2790'~&~	~&~'KFS2790'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-ACSP'~&~	~&~'0000008486'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2791'~&~	~&~'KFS2791'~&~	~&~'1'~&~	~&~'KFS2791'~&~	~&~'KFS2791'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'0000008516'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2792'~&~	~&~'KFS2792'~&~	~&~'1'~&~	~&~'KFS2792'~&~	~&~'KFS2792'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'EA-BUSE'~&~	~&~'0000008593'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2793'~&~	~&~'KFS2793'~&~	~&~'1'~&~	~&~'KFS2793'~&~	~&~'KFS2793'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000008734'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2794'~&~	~&~'KFS2794'~&~	~&~'1'~&~	~&~'KFS2794'~&~	~&~'KFS2794'~&~	~&~'P'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'0000008947'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2795'~&~	~&~'KFS2795'~&~	~&~'1'~&~	~&~'KFS2795'~&~	~&~'KFS2795'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000009025'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2796'~&~	~&~'KFS2796'~&~	~&~'1'~&~	~&~'KFS2796'~&~	~&~'KFS2796'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'EA-CHAN'~&~	~&~'0000009164'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2797'~&~	~&~'KFS2797'~&~	~&~'1'~&~	~&~'KFS2797'~&~	~&~'KFS2797'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-RUAD'~&~	~&~'0000009199'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2798'~&~	~&~'KFS2798'~&~	~&~'1'~&~	~&~'KFS2798'~&~	~&~'KFS2798'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'EA-SMD'~&~	~&~'0000009219'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2799'~&~	~&~'KFS2799'~&~	~&~'1'~&~	~&~'KFS2799'~&~	~&~'KFS2799'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000009454'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2800'~&~	~&~'KFS2800'~&~	~&~'1'~&~	~&~'KFS2800'~&~	~&~'KFS2800'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-CIA'~&~	~&~'0000009470'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2801'~&~	~&~'KFS2801'~&~	~&~'1'~&~	~&~'KFS2801'~&~	~&~'KFS2801'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000009527'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2802'~&~	~&~'KFS2802'~&~	~&~'1'~&~	~&~'KFS2802'~&~	~&~'KFS2802'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SB-POLS'~&~	~&~'0000009625'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2803'~&~	~&~'KFS2803'~&~	~&~'1'~&~	~&~'KFS2803'~&~	~&~'KFS2803'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SB-CHEM'~&~	~&~'0000009689'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2804'~&~	~&~'KFS2804'~&~	~&~'1'~&~	~&~'KFS2804'~&~	~&~'KFS2804'~&~	~&~'R'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'SB-SB'~&~	~&~'0000009699'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2805'~&~	~&~'KFS2805'~&~	~&~'1'~&~	~&~'KFS2805'~&~	~&~'KFS2805'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000009708'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2806'~&~	~&~'KFS2806'~&~	~&~'1'~&~	~&~'KFS2806'~&~	~&~'KFS2806'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000009786'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2807'~&~	~&~'KFS2807'~&~	~&~'1'~&~	~&~'KFS2807'~&~	~&~'KFS2807'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-LART'~&~	~&~'0000009974'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2808'~&~	~&~'KFS2808'~&~	~&~'1'~&~	~&~'KFS2808'~&~	~&~'KFS2808'~&~	~&~'T'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000009997'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2809'~&~	~&~'KFS2809'~&~	~&~'1'~&~	~&~'KFS2809'~&~	~&~'KFS2809'~&~	~&~'T'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'EA-EA'~&~	~&~'0000010103'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2810'~&~	~&~'KFS2810'~&~	~&~'1'~&~	~&~'KFS2810'~&~	~&~'KFS2810'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'0000010181'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2811'~&~	~&~'KFS2811'~&~	~&~'1'~&~	~&~'KFS2811'~&~	~&~'KFS2811'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000010376'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2812'~&~	~&~'KFS2812'~&~	~&~'1'~&~	~&~'KFS2812'~&~	~&~'KFS2812'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'EA-SMD'~&~	~&~'0000010405'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2813'~&~	~&~'KFS2813'~&~	~&~'1'~&~	~&~'KFS2813'~&~	~&~'KFS2813'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'0000010428'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2814'~&~	~&~'KFS2814'~&~	~&~'1'~&~	~&~'KFS2814'~&~	~&~'KFS2814'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-SLAV'~&~	~&~'0000010833'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2815'~&~	~&~'KFS2815'~&~	~&~'1'~&~	~&~'KFS2815'~&~	~&~'KFS2815'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-SCI'~&~	~&~'0000010841'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2816'~&~	~&~'KFS2816'~&~	~&~'1'~&~	~&~'KFS2816'~&~	~&~'KFS2816'~&~	~&~'R'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000010895'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2817'~&~	~&~'KFS2817'~&~	~&~'1'~&~	~&~'KFS2817'~&~	~&~'KFS2817'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'KO-SBSC'~&~	~&~'0000010997'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2818'~&~	~&~'KFS2818'~&~	~&~'1'~&~	~&~'KFS2818'~&~	~&~'KFS2818'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-SPMG'~&~	~&~'0000011060'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2819'~&~	~&~'KFS2819'~&~	~&~'1'~&~	~&~'KFS2819'~&~	~&~'KFS2819'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~'0000011356'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2820'~&~	~&~'KFS2820'~&~	~&~'1'~&~	~&~'KFS2820'~&~	~&~'KFS2820'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'0000011572'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2821'~&~	~&~'KFS2821'~&~	~&~'1'~&~	~&~'KFS2821'~&~	~&~'KFS2821'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'UA-UCOU'~&~	~&~'0000011579'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2822'~&~	~&~'KFS2822'~&~	~&~'1'~&~	~&~'KFS2822'~&~	~&~'KFS2822'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'KO-NIMS'~&~	~&~'0000011663'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2823'~&~	~&~'KFS2823'~&~	~&~'1'~&~	~&~'KFS2823'~&~	~&~'KFS2823'~&~	~&~'A'~&~	~&~'N'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000011894'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2824'~&~	~&~'KFS2824'~&~	~&~'1'~&~	~&~'KFS2824'~&~	~&~'KFS2824'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'IN-INTP'~&~	~&~'0000011905'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2825'~&~	~&~'KFS2825'~&~	~&~'1'~&~	~&~'KFS2825'~&~	~&~'KFS2825'~&~	~&~'R'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000011976'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2826'~&~	~&~'KFS2826'~&~	~&~'1'~&~	~&~'KFS2826'~&~	~&~'KFS2826'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BL'~&~	~&~'0000012065'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2827'~&~	~&~'KFS2827'~&~	~&~'1'~&~	~&~'KFS2827'~&~	~&~'KFS2827'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'BL-BURS'~&~	~&~'0000012211'~&~	~&~'1'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS2828'~&~	~&~'KFS2828'~&~	~&~'1'~&~	~&~'KFS2828'~&~	~&~'KFS2828'~&~	~&~'A'~&~	~&~'P'~&~	~&~'50000.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'UA-SCS'~&~	~&~'0000012289'~&~	~&~'1'~&~	~&~]RECORD
