HEADER[~&~	~&~PRNCPL_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~PRNCPL_NM::VARCHAR~&~	~&~ENTITY_ID::VARCHAR~&~	~&~PRNCPL_PSWD::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'2198202350'~&~	~&~'KFS2198202350'~&~	~&~'1'~&~	~&~'rklombar'~&~	~&~'KFS3922'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2200400621'~&~	~&~'KFS2200400621'~&~	~&~'1'~&~	~&~'mcallaha'~&~	~&~'KFS3034'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2208900926'~&~	~&~'KFS2208900926'~&~	~&~'1'~&~	~&~'jlemerso'~&~	~&~'KFS3924'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2210506219'~&~	~&~'KFS2210506219'~&~	~&~'1'~&~	~&~'mllargen'~&~	~&~'KFS3466'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2210608902'~&~	~&~'KFS2210608902'~&~	~&~'1'~&~	~&~'smorell'~&~	~&~'KFS3083'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2210808811'~&~	~&~'KFS2210808811'~&~	~&~'1'~&~	~&~'mckamey'~&~	~&~'KFS2770'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2211304154'~&~	~&~'KFS2211304154'~&~	~&~'1'~&~	~&~'ngerald'~&~	~&~'KFS3998'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2216501154'~&~	~&~'KFS2216501154'~&~	~&~'1'~&~	~&~'dmanley'~&~	~&~'KFS3797'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2216800403'~&~	~&~'KFS2216800403'~&~	~&~'1'~&~	~&~'llblake'~&~	~&~'KFS3277'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2219604689'~&~	~&~'KFS2219604689'~&~	~&~'1'~&~	~&~'rkeyser'~&~	~&~'KFS3056'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2228105867'~&~	~&~'KFS2228105867'~&~	~&~'1'~&~	~&~'damanzan'~&~	~&~'KFS3961'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2228809634'~&~	~&~'KFS2228809634'~&~	~&~'1'~&~	~&~'klshenk'~&~	~&~'KFS3431'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2232000480'~&~	~&~'KFS2232000480'~&~	~&~'1'~&~	~&~'lboone'~&~	~&~'KFS3150'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2234900338'~&~	~&~'KFS2234900338'~&~	~&~'1'~&~	~&~'rlbaldwi'~&~	~&~'KFS3235'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2235508855'~&~	~&~'KFS2235508855'~&~	~&~'1'~&~	~&~'mbrochu'~&~	~&~'KFS2878'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2235508898'~&~	~&~'KFS2235508898'~&~	~&~'1'~&~	~&~'moloughl'~&~	~&~'KFS3332'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2237202707'~&~	~&~'KFS2237202707'~&~	~&~'1'~&~	~&~'abney'~&~	~&~'KFS4036'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2244704330'~&~	~&~'KFS2244704330'~&~	~&~'1'~&~	~&~'dmcgehee'~&~	~&~'KFS2978'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2247204558'~&~	~&~'KFS2247204558'~&~	~&~'1'~&~	~&~'mforster'~&~	~&~'KFS3182'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2250505415'~&~	~&~'KFS2250505415'~&~	~&~'1'~&~	~&~'tbyron'~&~	~&~'KFS2795'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2251000129'~&~	~&~'KFS2251000129'~&~	~&~'1'~&~	~&~'tlporter'~&~	~&~'KFS4000'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2253102501'~&~	~&~'KFS2253102501'~&~	~&~'1'~&~	~&~'pgannon'~&~	~&~'KFS3963'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2253805465'~&~	~&~'KFS2253805465'~&~	~&~'1'~&~	~&~'klbaran'~&~	~&~'KFS3622'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2254202107'~&~	~&~'KFS2254202107'~&~	~&~'1'~&~	~&~'clgrossm'~&~	~&~'KFS2951'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2256603317'~&~	~&~'KFS2256603317'~&~	~&~'1'~&~	~&~'dlcarl'~&~	~&~'KFS2848'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2257903278'~&~	~&~'KFS2257903278'~&~	~&~'1'~&~	~&~'joreddic'~&~	~&~'KFS3938'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2264204055'~&~	~&~'KFS2264204055'~&~	~&~'1'~&~	~&~'adcochra'~&~	~&~'KFS1138'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2266302958'~&~	~&~'KFS2266302958'~&~	~&~'1'~&~	~&~'elmchenr'~&~	~&~'KFS3049'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2275203572'~&~	~&~'KFS2275203572'~&~	~&~'1'~&~	~&~'aharter'~&~	~&~'KFS3486'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2283704736'~&~	~&~'KFS2283704736'~&~	~&~'1'~&~	~&~'swickham'~&~	~&~'KFS3593'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2285105599'~&~	~&~'KFS2285105599'~&~	~&~'1'~&~	~&~'rothurmo'~&~	~&~'KFS3858'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2286203328'~&~	~&~'KFS2286203328'~&~	~&~'1'~&~	~&~'graff'~&~	~&~'KFS2779'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2286701827'~&~	~&~'KFS2286701827'~&~	~&~'1'~&~	~&~'jlconnel'~&~	~&~'KFS3965'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2300300978'~&~	~&~'KFS2300300978'~&~	~&~'1'~&~	~&~'rmoneil'~&~	~&~'KFS1082'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2302909552'~&~	~&~'KFS2302909552'~&~	~&~'1'~&~	~&~'lmjarboe'~&~	~&~'KFS3308'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2307207334'~&~	~&~'KFS2307207334'~&~	~&~'1'~&~	~&~'wgrillo'~&~	~&~'KFS1525'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2307308417'~&~	~&~'KFS2307308417'~&~	~&~'1'~&~	~&~'biworces'~&~	~&~'KFS1102'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2308608509'~&~	~&~'KFS2308608509'~&~	~&~'1'~&~	~&~'emalpert'~&~	~&~'KFS3885'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2310609761'~&~	~&~'KFS2310609761'~&~	~&~'1'~&~	~&~'smvansco'~&~	~&~'KFS3227'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2311506822'~&~	~&~'KFS2311506822'~&~	~&~'1'~&~	~&~'mmdilley'~&~	~&~'KFS4014'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2314607060'~&~	~&~'KFS2314607060'~&~	~&~'1'~&~	~&~'mmstouff'~&~	~&~'KFS3615'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2314806121'~&~	~&~'KFS2314806121'~&~	~&~'1'~&~	~&~'tmkato'~&~	~&~'KFS1021'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2318004374'~&~	~&~'KFS2318004374'~&~	~&~'1'~&~	~&~'lmtotten'~&~	~&~'KFS3808'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2318605547'~&~	~&~'KFS2318605547'~&~	~&~'1'~&~	~&~'rmdurst'~&~	~&~'KFS3113'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2319606904'~&~	~&~'KFS2319606904'~&~	~&~'1'~&~	~&~'ramckim'~&~	~&~'KFS3794'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2321500336'~&~	~&~'KFS2321500336'~&~	~&~'1'~&~	~&~'dmcummin'~&~	~&~'KFS3409'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2325208621'~&~	~&~'KFS2325208621'~&~	~&~'1'~&~	~&~'gpartee'~&~	~&~'KFS3671'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2329509434'~&~	~&~'KFS2329509434'~&~	~&~'1'~&~	~&~'rkephart'~&~	~&~'KFS2928'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2330602960'~&~	~&~'KFS2330602960'~&~	~&~'1'~&~	~&~'lachance'~&~	~&~'KFS2834'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2331208456'~&~	~&~'KFS2331208456'~&~	~&~'1'~&~	~&~'melson'~&~	~&~'KFS1574'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2331903502'~&~	~&~'KFS2331903502'~&~	~&~'1'~&~	~&~'odevries'~&~	~&~'KFS1032'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2331909034'~&~	~&~'KFS2331909034'~&~	~&~'1'~&~	~&~'elgin'~&~	~&~'KFS1045'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2341000360'~&~	~&~'KFS2341000360'~&~	~&~'1'~&~	~&~'vega'~&~	~&~'KFS2810'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2343308403'~&~	~&~'KFS2343308403'~&~	~&~'1'~&~	~&~'emdaviss'~&~	~&~'KFS3843'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2355802016'~&~	~&~'KFS2355802016'~&~	~&~'1'~&~	~&~'mmcronin'~&~	~&~'KFS3852'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2361100900'~&~	~&~'KFS2361100900'~&~	~&~'1'~&~	~&~'tcote'~&~	~&~'KFS3752'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2361504918'~&~	~&~'KFS2361504918'~&~	~&~'1'~&~	~&~'jmschram'~&~	~&~'KFS3444'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2362105752'~&~	~&~'KFS2362105752'~&~	~&~'1'~&~	~&~'dmdever'~&~	~&~'KFS3520'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2363702481'~&~	~&~'KFS2363702481'~&~	~&~'1'~&~	~&~'switzer'~&~	~&~'KFS2821'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2366709421'~&~	~&~'KFS2366709421'~&~	~&~'1'~&~	~&~'mcmaster'~&~	~&~'KFS2230'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2367402565'~&~	~&~'KFS2367402565'~&~	~&~'1'~&~	~&~'vwhiting'~&~	~&~'KFS2957'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2368908934'~&~	~&~'KFS2368908934'~&~	~&~'1'~&~	~&~'jferree'~&~	~&~'KFS3962'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2371700399'~&~	~&~'KFS2371700399'~&~	~&~'1'~&~	~&~'flowers'~&~	~&~'KFS2818'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2379808946'~&~	~&~'KFS2379808946'~&~	~&~'1'~&~	~&~'rdonohoe'~&~	~&~'KFS3535'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2381600911'~&~	~&~'KFS2381600911'~&~	~&~'1'~&~	~&~'jbaird'~&~	~&~'KFS3061'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2382401375'~&~	~&~'KFS2382401375'~&~	~&~'1'~&~	~&~'asmiley'~&~	~&~'KFS4013'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2385706642'~&~	~&~'KFS2385706642'~&~	~&~'1'~&~	~&~'lkerley'~&~	~&~'KFS3273'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2390600602'~&~	~&~'KFS2390600602'~&~	~&~'1'~&~	~&~'hutchins'~&~	~&~'KFS1090'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2393306338'~&~	~&~'KFS2393306338'~&~	~&~'1'~&~	~&~'dspinell'~&~	~&~'KFS3933'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2396907870'~&~	~&~'KFS2396907870'~&~	~&~'1'~&~	~&~'sweitzer'~&~	~&~'KFS2862'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2405502709'~&~	~&~'KFS2405502709'~&~	~&~'1'~&~	~&~'jnrhoads'~&~	~&~'KFS3744'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2416008397'~&~	~&~'KFS2416008397'~&~	~&~'1'~&~	~&~'leshelma'~&~	~&~'KFS3195'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2420002064'~&~	~&~'KFS2420002064'~&~	~&~'1'~&~	~&~'ghamby'~&~	~&~'KFS3609'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2420700782'~&~	~&~'KFS2420700782'~&~	~&~'1'~&~	~&~'rnmcinty'~&~	~&~'KFS1023'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2422606713'~&~	~&~'KFS2422606713'~&~	~&~'1'~&~	~&~'jnbybee'~&~	~&~'KFS3043'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2422607714'~&~	~&~'KFS2422607714'~&~	~&~'1'~&~	~&~'jateasle'~&~	~&~'KFS2889'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2431808577'~&~	~&~'KFS2431808577'~&~	~&~'1'~&~	~&~'duggins'~&~	~&~'KFS1047'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2442402300'~&~	~&~'KFS2442402300'~&~	~&~'1'~&~	~&~'dliu'~&~	~&~'KFS4043'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2444607029'~&~	~&~'KFS2444607029'~&~	~&~'1'~&~	~&~'dnginsbe'~&~	~&~'KFS3094'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2450002411'~&~	~&~'KFS2450002411'~&~	~&~'1'~&~	~&~'emonahan'~&~	~&~'KFS3556'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2452000667'~&~	~&~'KFS2452000667'~&~	~&~'1'~&~	~&~'mwinters'~&~	~&~'KFS3601'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2456208743'~&~	~&~'KFS2456208743'~&~	~&~'1'~&~	~&~'qfeather'~&~	~&~'KFS2861'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2456303043'~&~	~&~'KFS2456303043'~&~	~&~'1'~&~	~&~'anclancy'~&~	~&~'KFS3654'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2459709799'~&~	~&~'KFS2459709799'~&~	~&~'1'~&~	~&~'nnmcwhir'~&~	~&~'KFS3387'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2462903583'~&~	~&~'KFS2462903583'~&~	~&~'1'~&~	~&~'rnroyste'~&~	~&~'KFS3311'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2466307862'~&~	~&~'KFS2466307862'~&~	~&~'1'~&~	~&~'enalsup'~&~	~&~'KFS3954'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2468607983'~&~	~&~'KFS2468607983'~&~	~&~'1'~&~	~&~'enfitzhu'~&~	~&~'KFS3483'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2470005487'~&~	~&~'KFS2470005487'~&~	~&~'1'~&~	~&~'djohnsto'~&~	~&~'KFS1433'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2470508447'~&~	~&~'KFS2470508447'~&~	~&~'1'~&~	~&~'bnober'~&~	~&~'KFS3379'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2473509501'~&~	~&~'KFS2473509501'~&~	~&~'1'~&~	~&~'hnsheehy'~&~	~&~'KFS3274'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2477306322'~&~	~&~'KFS2477306322'~&~	~&~'1'~&~	~&~'sneberle'~&~	~&~'KFS3105'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2479206997'~&~	~&~'KFS2479206997'~&~	~&~'1'~&~	~&~'hvalente'~&~	~&~'KFS2893'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2488308819'~&~	~&~'KFS2488308819'~&~	~&~'1'~&~	~&~'gleffler'~&~	~&~'KFS3511'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2492206714'~&~	~&~'KFS2492206714'~&~	~&~'1'~&~	~&~'obrockwa'~&~	~&~'KFS3562'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2493208285'~&~	~&~'KFS2493208285'~&~	~&~'1'~&~	~&~'jkaminsk'~&~	~&~'KFS3367'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2498300893'~&~	~&~'KFS2498300893'~&~	~&~'1'~&~	~&~'hnmayer'~&~	~&~'KFS3417'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2499408370'~&~	~&~'KFS2499408370'~&~	~&~'1'~&~	~&~'qlaux'~&~	~&~'KFS1884'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2501003115'~&~	~&~'KFS2501003115'~&~	~&~'1'~&~	~&~'tcharlto'~&~	~&~'KFS3860'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2513907599'~&~	~&~'KFS2513907599'~&~	~&~'1'~&~	~&~'rokowalc'~&~	~&~'KFS2839'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2514300297'~&~	~&~'KFS2514300297'~&~	~&~'1'~&~	~&~'morhodes'~&~	~&~'KFS3276'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2517107355'~&~	~&~'KFS2517107355'~&~	~&~'1'~&~	~&~'wbreault'~&~	~&~'KFS3467'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2528805211'~&~	~&~'KFS2528805211'~&~	~&~'1'~&~	~&~'kalmonte'~&~	~&~'KFS3530'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2529001055'~&~	~&~'KFS2529001055'~&~	~&~'1'~&~	~&~'mogregg'~&~	~&~'KFS3313'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2532408486'~&~	~&~'KFS2532408486'~&~	~&~'1'~&~	~&~'kfulbrig'~&~	~&~'KFS2961'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2537402233'~&~	~&~'KFS2537402233'~&~	~&~'1'~&~	~&~'donugent'~&~	~&~'KFS1005'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2537809390'~&~	~&~'KFS2537809390'~&~	~&~'1'~&~	~&~'coshambl'~&~	~&~'KFS3820'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2539200452'~&~	~&~'KFS2539200452'~&~	~&~'1'~&~	~&~'gopoole'~&~	~&~'KFS2776'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2544403609'~&~	~&~'KFS2544403609'~&~	~&~'1'~&~	~&~'fscherer'~&~	~&~'KFS3613'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2552202601'~&~	~&~'KFS2552202601'~&~	~&~'1'~&~	~&~'bisom'~&~	~&~'KFS3555'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2552809682'~&~	~&~'KFS2552809682'~&~	~&~'1'~&~	~&~'eohurlbu'~&~	~&~'KFS3393'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2553103572'~&~	~&~'KFS2553103572'~&~	~&~'1'~&~	~&~'pharter'~&~	~&~'KFS3620'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2553405475'~&~	~&~'KFS2553405475'~&~	~&~'1'~&~	~&~'eoschenc'~&~	~&~'KFS3488'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2557302698'~&~	~&~'KFS2557302698'~&~	~&~'1'~&~	~&~'wwren'~&~	~&~'KFS3266'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2558305577'~&~	~&~'KFS2558305577'~&~	~&~'1'~&~	~&~'domarlin'~&~	~&~'KFS3342'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2559901166'~&~	~&~'KFS2559901166'~&~	~&~'1'~&~	~&~'rorubio'~&~	~&~'KFS3476'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2563206771'~&~	~&~'KFS2563206771'~&~	~&~'1'~&~	~&~'mclyde'~&~	~&~'KFS3731'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2563307411'~&~	~&~'KFS2563307411'~&~	~&~'1'~&~	~&~'gfrances'~&~	~&~'KFS3633'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2564500627'~&~	~&~'KFS2564500627'~&~	~&~'1'~&~	~&~'rocarey'~&~	~&~'KFS3201'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2565902038'~&~	~&~'KFS2565902038'~&~	~&~'1'~&~	~&~'vhuntley'~&~	~&~'KFS2554'~&~	~&~NULL~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
