HEADER[~&~	~&~POSITION_NBR::VARCHAR~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~VER_NBR::DECIMAL~&~	~&~POS_EFFDT::TIMESTAMP~&~	~&~POS_EFF_STATUS::VARCHAR~&~	~&~POSN_STATUS::VARCHAR~&~	~&~BUDGETED_POSN::VARCHAR~&~	~&~CONFIDENTIAL_POSN::VARCHAR~&~	~&~POS_STD_HRS_DFLT::DECIMAL~&~	~&~POS_REG_TEMP::VARCHAR~&~	~&~POS_FTE::DECIMAL~&~	~&~IU_NORM_WORK_MONTHS::DECIMAL~&~	~&~IU_PAY_MONTHS::DECIMAL~&~	~&~POS_DESCR::VARCHAR~&~	~&~SETID_DEPT::VARCHAR~&~	~&~POS_DEPTID::VARCHAR~&~	~&~RC_CD::VARCHAR~&~	~&~POS_UNION_CD::VARCHAR~&~	~&~POS_SAL_PLAN_DFLT::VARCHAR~&~	~&~POS_GRADE_DFLT::VARCHAR~&~	~&~SETID_JOBCODE::VARCHAR~&~	~&~JOBCODE::VARCHAR~&~	~&~JBCD_DESCR::VARCHAR~&~	~&~SETID_SALARY::VARCHAR~&~	~&~IU_DFLT_OBJ_CD::VARCHAR~&~	~&~IU_POSITION_TYPE::VARCHAR~&~	~&~POS_LOCK_USR_ID::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'00005502'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00005504'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00005506'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00005507'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00005508'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00005509'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00005512'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00005513'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00005514'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00005515'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00005518'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00007463'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00007960'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2480'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00007964'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00008115'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00008146'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00008189'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00008311'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2480'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00008376'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2480'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00008993'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00009186'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00009323'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00009324'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00009335'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00009362'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00009529'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2400'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00009864'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00011139'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00011884'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00011928'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00012005'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00012017'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00012043'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'PAE'~&~	~&~'5AD'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2400'~&~	~&~'SM'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00012200'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00012392'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00012417'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00012431'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00012703'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00012774'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200707010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'12'~&~	~&~'12'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BA-PARK'~&~	~&~'80'~&~	~&~NULL~&~	~&~'SS'~&~	~&~'0D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2500'~&~	~&~'SB'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00013158'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00013299'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'00013427'~&~	~&~'2009'~&~	~&~'1'~&~	~&~'200708010000000000'~&~	~&~'A'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'40.00'~&~	~&~'R'~&~	~&~NULL~&~	~&~'10'~&~	~&~'10'~&~	~&~'Generated from CSF'~&~	~&~NULL~&~	~&~'BL-PSY'~&~	~&~'04'~&~	~&~NULL~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2000'~&~	~&~'AC'~&~	~&~NULL~&~	~&~]RECORD
