HEADER[~&~	~&~PERSON_UNVL_ID::VARCHAR~&~	~&~ORG_FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FUND_GRP_CD::VARCHAR~&~	~&~SUB_FUND_GRP_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~INC_EXP_CD::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACLN_ANNL_BAL_AMT::DECIMAL~&~	~&~FIN_BEG_BAL_LN_AMT::DECIMAL~&~	~&~SUB_FUND_SORT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211704'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211704'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211705'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211705'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211706'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211706'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211707'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211707'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211708'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211708'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211709'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211709'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211901'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211901'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211902'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211902'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211903'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211903'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211904'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211904'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211905'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211905'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211906'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211906'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211907'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211907'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211908'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211908'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211909'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'0211909'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'24001.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231401'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'114001.00'~&~	~&~'114000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231401'~&~	~&~'-----'~&~	~&~'E'~&~	~&~'1'~&~	~&~'36233.00'~&~	~&~'114000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231401'~&~	~&~'-----'~&~	~&~'T'~&~	~&~'1'~&~	~&~'-36233.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231401'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'114001.00'~&~	~&~'114000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231402'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'39001.00'~&~	~&~'39000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231402'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'39001.00'~&~	~&~'39000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231406'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'12001.00'~&~	~&~'12000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231406'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'12001.00'~&~	~&~'12000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231409'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'37501.00'~&~	~&~'37500.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231409'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'37501.00'~&~	~&~'37500.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231416'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'30001.00'~&~	~&~'30000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231416'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'30001.00'~&~	~&~'30000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231417'~&~	~&~'LP'~&~	~&~'X'~&~	~&~'1'~&~	~&~'1.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231419'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'29001.00'~&~	~&~'29000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231419'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'29001.00'~&~	~&~'29000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231423'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231423'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'26001.00'~&~	~&~'26000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231433'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'36001.00'~&~	~&~'36000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231433'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'36001.00'~&~	~&~'36000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231445'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'11001.00'~&~	~&~'11000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231445'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'11001.00'~&~	~&~'11000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231447'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'46001.00'~&~	~&~'46000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231447'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'46001.00'~&~	~&~'46000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231452'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'1.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231453'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'12001.00'~&~	~&~'12000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231453'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'12001.00'~&~	~&~'12000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231458'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'21001.00'~&~	~&~'21000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231458'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'21001.00'~&~	~&~'21000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231459'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'72351.00'~&~	~&~'72350.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231459'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'72351.00'~&~	~&~'72350.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231466'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'135393.00'~&~	~&~'135392.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231466'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'135393.00'~&~	~&~'135392.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231473'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231473'~&~	~&~'-----'~&~	~&~'E'~&~	~&~'1'~&~	~&~'89815.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231473'~&~	~&~'-----'~&~	~&~'T'~&~	~&~'1'~&~	~&~'-30593.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231473'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'59222.00'~&~	~&~'24000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231485'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'49001.00'~&~	~&~'49000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231485'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'49001.00'~&~	~&~'49000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231489'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'22001.00'~&~	~&~'22000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231489'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'22001.00'~&~	~&~'22000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231490'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'1.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231491'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'1.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231493'~&~	~&~'-----'~&~	~&~'A'~&~	~&~'1'~&~	~&~'13001.00'~&~	~&~'13000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231493'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'13001.00'~&~	~&~'13000.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231498'~&~	~&~'-----'~&~	~&~'E'~&~	~&~'1'~&~	~&~'63129.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231498'~&~	~&~'-----'~&~	~&~'T'~&~	~&~'1'~&~	~&~'-63129.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231498'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'0.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231504'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'1.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231507'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'1.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'1373005978'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'BL'~&~	~&~'DS'~&~	~&~'DFRES'~&~	~&~'2231564'~&~	~&~'-----'~&~	~&~'X'~&~	~&~'1'~&~	~&~'1.00'~&~	~&~'0.00'~&~	~&~'05'~&~	~&~]RECORD
