HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ORG_LT_CHRG_OBJ_CD::VARCHAR~&~	~&~INV_FIN_COA_CD::VARCHAR~&~	~&~INV_ACCT_NBR::VARCHAR~&~	~&~INV_SUB_ACCT_NBR::VARCHAR~&~	~&~INV_FIN_OBJ_CD::VARCHAR~&~	~&~INV_FIN_SUB_OBJ_CD::VARCHAR~&~	~&~INV_PROJECT_CD::VARCHAR~&~	~&~INV_ORG_REF_ID::VARCHAR~&~	~&~PMT_FIN_COA_CD::VARCHAR~&~	~&~PMT_ACCT_NBR::VARCHAR~&~	~&~PMT_SUB_ACCT_NBR::VARCHAR~&~	~&~PMT_FIN_OBJ_CD::VARCHAR~&~	~&~PMT_FIN_SUB_OBJ_CD::VARCHAR~&~	~&~PMT_PROJECT_CD::VARCHAR~&~	~&~PMT_ORG_REF_ID::VARCHAR~&~	~&~WRITEOFF_FIN_COA_CD::VARCHAR~&~	~&~WRITEOFF_ACCT_NBR::VARCHAR~&~	~&~WRITEOFF_SUB_ACCT_NBR::VARCHAR~&~	~&~WRITEOFF_FIN_OBJ_CD::VARCHAR~&~	~&~WRITEOFF_FIN_SUB_OBJ_CD::VARCHAR~&~	~&~WRITEOFF_PROJECT_CD::VARCHAR~&~	~&~WRITEOFF_ORG_REF_ID::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2016'~&~	~&~'BL'~&~	~&~'CHEM'~&~	~&~'62acc8bb-de7e-4641-a6e3-eaf9e6485a74'~&~	~&~'2'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2931401'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2231405'~&~	~&~NULL~&~	~&~'8110'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'b3aef40e-f648-4c96-9dc9-f0d1638478e9'~&~	~&~'2'~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812758'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812950'~&~	~&~NULL~&~	~&~'8015'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'BL'~&~	~&~'RUAD'~&~	~&~'ce37e25e-a414-4577-be01-b763ee6473c0'~&~	~&~'2'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2931401'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2231405'~&~	~&~NULL~&~	~&~'8110'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'BL'~&~	~&~'UGCS'~&~	~&~'074b8753-dce3-4556-a59d-0d099ba7db6d'~&~	~&~'2'~&~	~&~'1800'~&~	~&~'BL'~&~	~&~'2336320'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'EA'~&~	~&~'BOOK'~&~	~&~'e9b0f939-da90-4c79-94bb-72ffc0eca13c'~&~	~&~'2'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2969337'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'0309465'~&~	~&~NULL~&~	~&~'8118'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2969337'~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'IN'~&~	~&~'LART'~&~	~&~'799ce32e-f77e-4d6e-ad64-0ead3f45c896'~&~	~&~'2'~&~	~&~NULL~&~	~&~'IN'~&~	~&~'1292016'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'IN'~&~	~&~'1292087'~&~	~&~NULL~&~	~&~'8118'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'IN'~&~	~&~'4894706'~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BA'~&~	~&~'MOTR'~&~	~&~'90a52451-1228-4692-ba79-e403d8de082d'~&~	~&~'2'~&~	~&~'1800'~&~	~&~'BA'~&~	~&~'6628030'~&~	~&~NULL~&~	~&~'1687'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BL'~&~	~&~'ARSD'~&~	~&~'570497ce-96de-42c3-9b2d-ed8bbbc09034'~&~	~&~'2'~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812758'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812950'~&~	~&~NULL~&~	~&~'8015'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BL'~&~	~&~'CHEM'~&~	~&~'e28a0c3a-859d-4995-a382-bcd4fd32bde9'~&~	~&~'2'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2931401'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2231405'~&~	~&~NULL~&~	~&~'8110'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'9048311d-3084-4b0f-9beb-e24d56bb7d9e'~&~	~&~'2'~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812758'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812950'~&~	~&~NULL~&~	~&~'8015'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BL'~&~	~&~'RUAD'~&~	~&~'b8e2305c-3220-48b4-9074-f50cb412c68e'~&~	~&~'2'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2931401'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2231405'~&~	~&~NULL~&~	~&~'8110'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'BL'~&~	~&~'UGCS'~&~	~&~'e0dabd58-fcbd-40cd-8df3-248b87f56be1'~&~	~&~'2'~&~	~&~'1800'~&~	~&~'BL'~&~	~&~'2336320'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'EA'~&~	~&~'BOOK'~&~	~&~'6d851854-e070-4752-8741-7df4b9bc82a7'~&~	~&~'2'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2969337'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'0309465'~&~	~&~NULL~&~	~&~'8118'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2969337'~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2017'~&~	~&~'IN'~&~	~&~'LART'~&~	~&~'1d169149-6ba7-4a49-9def-b4c6662a9134'~&~	~&~'2'~&~	~&~NULL~&~	~&~'IN'~&~	~&~'1292016'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'IN'~&~	~&~'1292087'~&~	~&~NULL~&~	~&~'8118'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'IN'~&~	~&~'4894706'~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BA'~&~	~&~'MOTR'~&~	~&~'134db571-2e71-48fe-94a0-e42d688ccc41'~&~	~&~'2'~&~	~&~'1800'~&~	~&~'BA'~&~	~&~'6628030'~&~	~&~NULL~&~	~&~'1687'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BL'~&~	~&~'ARSD'~&~	~&~'4ac2b13c-c1c1-4391-99ed-021e3d60898f'~&~	~&~'2'~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812758'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812950'~&~	~&~NULL~&~	~&~'8015'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BL'~&~	~&~'CHEM'~&~	~&~'f822666d-6ab9-4efc-8b13-66baa0bfe8e7'~&~	~&~'2'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2931401'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2231405'~&~	~&~NULL~&~	~&~'8110'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'28cd3dad-7476-4fa6-aa7e-64c1164f0f8f'~&~	~&~'2'~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812758'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812950'~&~	~&~NULL~&~	~&~'8015'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BL'~&~	~&~'RUAD'~&~	~&~'a5f64fbd-a0d3-41ef-ba88-4945f234819a'~&~	~&~'2'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2931401'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2231405'~&~	~&~NULL~&~	~&~'8110'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'BL'~&~	~&~'UGCS'~&~	~&~'51777348-3460-4982-b54e-2e8f81d8b307'~&~	~&~'2'~&~	~&~'1800'~&~	~&~'BL'~&~	~&~'2336320'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'BOOK'~&~	~&~'0b517c05-a825-4375-b7e1-1182f04c7e5c'~&~	~&~'2'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2969337'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'0309465'~&~	~&~NULL~&~	~&~'8118'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2969337'~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'IN'~&~	~&~'LART'~&~	~&~'516d287d-f4a9-4b80-8657-7d4d5e1522dd'~&~	~&~'2'~&~	~&~NULL~&~	~&~'IN'~&~	~&~'1292016'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'IN'~&~	~&~'1292087'~&~	~&~NULL~&~	~&~'8118'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'IN'~&~	~&~'4894706'~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'MOTR'~&~	~&~'c5b2418c-89bf-419d-ab2f-09bdb9e5e60b'~&~	~&~'2'~&~	~&~'1800'~&~	~&~'BA'~&~	~&~'6628030'~&~	~&~NULL~&~	~&~'1687'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'ARSD'~&~	~&~'9b59df8b-97a5-43d4-9691-f81440de439b'~&~	~&~'2'~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812758'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812950'~&~	~&~NULL~&~	~&~'8015'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'CHEM'~&~	~&~'bb7bf0ec-93a2-44f2-81de-8de9fc148a6a'~&~	~&~'2'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2931401'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2231405'~&~	~&~NULL~&~	~&~'8110'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'d3cb7d59-f36f-4c62-9a3a-ed47bbfab9dd'~&~	~&~'2'~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812758'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812950'~&~	~&~NULL~&~	~&~'8015'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'RUAD'~&~	~&~'8bbf9fdc-976b-4f35-9ee2-6105371a3b2a'~&~	~&~'2'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2931401'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2231405'~&~	~&~NULL~&~	~&~'8110'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'UGCS'~&~	~&~'6d7cf0fc-b0fa-4c53-b139-93fe3adb4397'~&~	~&~'2'~&~	~&~'1800'~&~	~&~'BL'~&~	~&~'2336320'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'BOOK'~&~	~&~'52f4ea80-c6ac-4345-8068-7e316aad1616'~&~	~&~'2'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2969337'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'0309465'~&~	~&~NULL~&~	~&~'8118'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2969337'~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'IN'~&~	~&~'LART'~&~	~&~'7715a642-9f94-4ac1-b39f-98d07beb648b'~&~	~&~'2'~&~	~&~NULL~&~	~&~'IN'~&~	~&~'1292016'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'IN'~&~	~&~'1292087'~&~	~&~NULL~&~	~&~'8118'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'IN'~&~	~&~'4894706'~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BA'~&~	~&~'MOTR'~&~	~&~'c23f049c-c172-47e7-90c9-12444e7e8b31'~&~	~&~'2'~&~	~&~'1800'~&~	~&~'BA'~&~	~&~'6628030'~&~	~&~NULL~&~	~&~'1687'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BL'~&~	~&~'ARSD'~&~	~&~'431f087a-6a6c-4925-b036-1281c1bea34a'~&~	~&~'2'~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812758'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812950'~&~	~&~NULL~&~	~&~'8015'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BL'~&~	~&~'CHEM'~&~	~&~'bb2ac717-cdf7-490f-8c98-981b980fdf8b'~&~	~&~'2'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2931401'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2231405'~&~	~&~NULL~&~	~&~'8110'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'23ad4e7f-afa8-4221-ba92-0adc219f5d36'~&~	~&~'2'~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812758'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812950'~&~	~&~NULL~&~	~&~'8015'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BL'~&~	~&~'RUAD'~&~	~&~'76045528-66ec-4c55-a9af-a7215b58094b'~&~	~&~'2'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2931401'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2231405'~&~	~&~NULL~&~	~&~'8110'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'BL'~&~	~&~'UGCS'~&~	~&~'80613e28-7c03-4dd9-8cfc-bc1466702eb1'~&~	~&~'2'~&~	~&~'1800'~&~	~&~'BL'~&~	~&~'2336320'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'EA'~&~	~&~'BOOK'~&~	~&~'98eb23e2-d51e-4afe-be5b-0deecf2796e1'~&~	~&~'2'~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2969337'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'0309465'~&~	~&~NULL~&~	~&~'8118'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'EA'~&~	~&~'2969337'~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'IN'~&~	~&~'LART'~&~	~&~'4d1c4355-475f-4e41-a61d-66e75df7b380'~&~	~&~'2'~&~	~&~NULL~&~	~&~'IN'~&~	~&~'1292016'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'IN'~&~	~&~'1292087'~&~	~&~NULL~&~	~&~'8118'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'IN'~&~	~&~'4894706'~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BA'~&~	~&~'MOTR'~&~	~&~'2827212f-5006-4fe1-a3f8-e6476c00bc83'~&~	~&~'2'~&~	~&~'1800'~&~	~&~'BA'~&~	~&~'6628030'~&~	~&~NULL~&~	~&~'1687'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2021'~&~	~&~'BL'~&~	~&~'ARSD'~&~	~&~'c7e751bc-adf2-4a15-8abd-cbfb0d2d3342'~&~	~&~'2'~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812758'~&~	~&~NULL~&~	~&~'1800'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'UA'~&~	~&~'6812950'~&~	~&~NULL~&~	~&~'8015'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
