HEADER[~&~	~&~CUST_NBR::VARCHAR~&~	~&~CUST_ADDR_ID::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~CUST_ADDR_NM::VARCHAR~&~	~&~CUST_LINE_1_ADDR::VARCHAR~&~	~&~CUST_LINE_2_ADDR::VARCHAR~&~	~&~CUST_CITY_NM::VARCHAR~&~	~&~CUST_STATE_CD::VARCHAR~&~	~&~CUST_ZIP_CD::VARCHAR~&~	~&~CUST_CNTRY_CD::VARCHAR~&~	~&~CUST_ADDR_INTL_PROV_NM::VARCHAR~&~	~&~CUST_INTL_MAIL_CD::VARCHAR~&~	~&~CUST_EMAIL_ADDR::VARCHAR~&~	~&~CUST_ADDR_TYPE_CD::VARCHAR~&~	~&~CUST_ADDR_END_DT::TIMESTAMP~&~	~&~INV_TMPLT_CD::VARCHAR~&~	~&~COPIES_TO_PRINT_QTY::DECIMAL~&~	~&~INV_TRNS_MTHD_CD::VARCHAR~&~	~&~ENV_TO_PRINT_QTY::DECIMAL~&~	~&~]HEADER
RECORD[~&~	~&~'CIN1110'~&~	~&~'5'~&~	~&~'48A7ED7FC085FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'KNUTH CORPORATION'~&~	~&~'100471 MAIN STREET'~&~	~&~NULL~&~	~&~'BEDFORD PARK'~&~	~&~'IL'~&~	~&~'60638'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CIN1110'~&~	~&~'6'~&~	~&~'48A7ED7FC0E6FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'KNUTH CORPORATION'~&~	~&~'100568 MAIN STREET'~&~	~&~NULL~&~	~&~'HAMMOND'~&~	~&~'IN'~&~	~&~'46320'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CIN1110'~&~	~&~'7'~&~	~&~'48A7ED7FC163FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'KNUTH CORPORATION'~&~	~&~'100693 MAIN STREET'~&~	~&~NULL~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46235'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CIN1110'~&~	~&~'8'~&~	~&~'48A7ED7FC262FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'KNUTH CORPORATION'~&~	~&~'100948 MAIN STREET'~&~	~&~NULL~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46278'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CIT23405'~&~	~&~'1'~&~	~&~'48A7ED7FC279FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'DUNTON SOLUTIONS'~&~	~&~'100971 MAIN STREET'~&~	~&~NULL~&~	~&~'CHICAGO'~&~	~&~'IL'~&~	~&~'60603'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CLA21283'~&~	~&~'1'~&~	~&~'48A7ED7FC1BDFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'SHEPARD GROUP'~&~	~&~'100783 MAIN STREET'~&~	~&~'SUITE 406S'~&~	~&~'CHICAGO'~&~	~&~'IL'~&~	~&~'60602'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CLE21284'~&~	~&~'1'~&~	~&~'48A7ED7FC1B5FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'HARTSELL COMPANY'~&~	~&~'100775 MAIN STREET'~&~	~&~'SUITE 402H'~&~	~&~'CINCINNATI'~&~	~&~'OH'~&~	~&~'45236'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CLI17261'~&~	~&~'1'~&~	~&~'48A7ED7FBFDFFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'PINKSTON CORPORATION'~&~	~&~'100305 MAIN STREET'~&~	~&~'SUITE 158P'~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46240'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CNA17389'~&~	~&~'1'~&~	~&~'48A7ED7FC017FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MICHAEL CORPORATION'~&~	~&~'100361 MAIN STREET'~&~	~&~NULL~&~	~&~'CHICAGO'~&~	~&~'IL'~&~	~&~'60604'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CNA17389'~&~	~&~'2'~&~	~&~'48A7ED7FC255FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MICHAEL CORPORATION'~&~	~&~'100935 MAIN STREET'~&~	~&~'SUITE 476M'~&~	~&~'CHICAGO'~&~	~&~'IL'~&~	~&~'60604'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'COC23337'~&~	~&~'1'~&~	~&~'48A7ED7FC23DFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MCCARRON COMPANY'~&~	~&~'100911 MAIN STREET'~&~	~&~'SUITE 466M'~&~	~&~'CHICAGO'~&~	~&~'IL'~&~	~&~'60606'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'COL21091'~&~	~&~'1'~&~	~&~'48A7ED7FC15FFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'PROVINCE CORPORATION'~&~	~&~'100689 MAIN STREET'~&~	~&~NULL~&~	~&~'GOODLETTSVILLE'~&~	~&~'TN'~&~	~&~'37072'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'COL21463'~&~	~&~'1'~&~	~&~'48A7ED7FC1D4FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'LEVERETT COMPANY'~&~	~&~'100806 MAIN STREET'~&~	~&~'SUITE 417L'~&~	~&~'CHICAGO'~&~	~&~'IL'~&~	~&~'60631'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'COL21463'~&~	~&~'2'~&~	~&~'48A7ED7FC1F2FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'LEVERETT COMPANY'~&~	~&~'100836 MAIN STREET'~&~	~&~'SUITE 428L'~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46282'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'COM20471'~&~	~&~'1'~&~	~&~'48A7ED7FC147FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'CROCKETT COMPANY'~&~	~&~'100665 MAIN STREET'~&~	~&~'SUITE 339C'~&~	~&~'CHICAGO'~&~	~&~'IL'~&~	~&~'60611'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'COM20471'~&~	~&~'2'~&~	~&~'48A7ED7FC1A5FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'CROCKETT COMPANY'~&~	~&~'100759 MAIN STREET'~&~	~&~NULL~&~	~&~'SKOKIE'~&~	~&~'IL'~&~	~&~'60077'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CON1370'~&~	~&~'1'~&~	~&~'48A7ED7FBECEFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'ARNETTE COMPANY'~&~	~&~'100032 MAIN STREET'~&~	~&~NULL~&~	~&~'CARMEL'~&~	~&~'IN'~&~	~&~'46032'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CON1370'~&~	~&~'2'~&~	~&~'48A7ED7FBF85FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'ARNETTE COMPANY'~&~	~&~'100215 MAIN STREET'~&~	~&~NULL~&~	~&~'CARMEL'~&~	~&~'IN'~&~	~&~'46032'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CON1370'~&~	~&~'3'~&~	~&~'48A7ED7FBFCFFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'ARNETTE COMPANY'~&~	~&~'100289 MAIN STREET'~&~	~&~NULL~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46214'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CON17715'~&~	~&~'1'~&~	~&~'48A7ED7FC05EFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MODICA COMPANY'~&~	~&~'100432 MAIN STREET'~&~	~&~NULL~&~	~&~'WESTLAKE VILLAGE'~&~	~&~'CA'~&~	~&~'91362'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CON17715'~&~	~&~'2'~&~	~&~'48A7ED7FC219FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'MODICA COMPANY'~&~	~&~'100875 MAIN STREET'~&~	~&~'SUITE 447M'~&~	~&~'SOUTH BEND'~&~	~&~'IN'~&~	~&~'46628'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~'customer@domain.com'~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CON19567'~&~	~&~'1'~&~	~&~'48A7ED7FC0D6FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'SANTORO COMPANY'~&~	~&~'100552 MAIN STREET'~&~	~&~NULL~&~	~&~'SMYRNA'~&~	~&~'TN'~&~	~&~'37167'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CON19567'~&~	~&~'2'~&~	~&~'48A7ED7FC19BFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'SANTORO COMPANY'~&~	~&~'100749 MAIN STREET'~&~	~&~NULL~&~	~&~'HOUSTON'~&~	~&~'TX'~&~	~&~'77057'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CON21277'~&~	~&~'1'~&~	~&~'48A7ED7FC1B4FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'TOLLEY COMPANY'~&~	~&~'100774 MAIN STREET'~&~	~&~'SUITE 401T'~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46240'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'COR19568'~&~	~&~'1'~&~	~&~'48A7ED7FC0E9FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'SOLIZ CORPORATION'~&~	~&~'100571 MAIN STREET'~&~	~&~'SUITE 298S'~&~	~&~'WASHINGTON'~&~	~&~'DC'~&~	~&~'20006'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'COU23406'~&~	~&~'1'~&~	~&~'48A7ED7FC27AFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'SCHLEICHER CORPORATION'~&~	~&~'100972 MAIN STREET'~&~	~&~'SUITE 496S'~&~	~&~'SIMI VALLEY'~&~	~&~'CA'~&~	~&~'93063'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'COV1435'~&~	~&~'1'~&~	~&~'48A7ED7FBECFFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'GOETZ COMPANY'~&~	~&~'100033 MAIN STREET'~&~	~&~NULL~&~	~&~'PRINCETON'~&~	~&~'NJ'~&~	~&~'08540-6233'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'COV1435'~&~	~&~'2'~&~	~&~'48A7ED7FBFD3FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'GOETZ COMPANY'~&~	~&~'100293 MAIN STREET'~&~	~&~NULL~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46214'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'COV1435'~&~	~&~'3'~&~	~&~'48A7ED7FC293FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'GOETZ COMPANY'~&~	~&~'100997 MAIN STREET'~&~	~&~NULL~&~	~&~'CONSHOHOCKEN'~&~	~&~'PA'~&~	~&~'19428'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'COY23324'~&~	~&~'1'~&~	~&~'48A7ED7FC238FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'DOSS COMPANY'~&~	~&~'100906 MAIN STREET'~&~	~&~'SUITE 461D'~&~	~&~'LAKE FOREST'~&~	~&~'IL'~&~	~&~'60045'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CRE17262'~&~	~&~'1'~&~	~&~'48A7ED7FBFDEFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'ROAN CORPORATION'~&~	~&~'100304 MAIN STREET'~&~	~&~'FLOOR 157R'~&~	~&~'NEW YORK'~&~	~&~'NY'~&~	~&~'10010'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CRE17262'~&~	~&~'2'~&~	~&~'48A7ED7FC107FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'ROAN CORPORATION'~&~	~&~'100601 MAIN STREET'~&~	~&~NULL~&~	~&~'CHICAGO'~&~	~&~'IL'~&~	~&~'60606'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CRE17262'~&~	~&~'3'~&~	~&~'48A7ED7FC18EFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'ROAN CORPORATION'~&~	~&~'100736 MAIN STREET'~&~	~&~NULL~&~	~&~'NEW YORK'~&~	~&~'NY'~&~	~&~'10010'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CRO1480'~&~	~&~'1'~&~	~&~'48A7ED7FBED0FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'AUGUSTIN COMPANY'~&~	~&~'100034 MAIN STREET'~&~	~&~'SUITE 13A'~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46204'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CRO1480'~&~	~&~'2'~&~	~&~'48A7ED7FBF66FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'AUGUSTIN COMPANY'~&~	~&~'100184 MAIN STREET'~&~	~&~'SUITE 103A'~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46240'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CRO1480'~&~	~&~'3'~&~	~&~'48A7ED7FBF6AFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'AUGUSTIN COMPANY'~&~	~&~'100188 MAIN STREET'~&~	~&~NULL~&~	~&~'AVON'~&~	~&~'IN'~&~	~&~'46123'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CRO1480'~&~	~&~'4'~&~	~&~'48A7ED7FBFFEFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'AUGUSTIN COMPANY'~&~	~&~'100336 MAIN STREET'~&~	~&~NULL~&~	~&~'SOUTH BEND'~&~	~&~'IN'~&~	~&~'46624'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CRO1480'~&~	~&~'5'~&~	~&~'48A7ED7FC1C1FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'AUGUSTIN COMPANY'~&~	~&~'100787 MAIN STREET'~&~	~&~'SUITE 408A'~&~	~&~'OAKBROOK TERRACE'~&~	~&~'IL'~&~	~&~'60181'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CSS23407'~&~	~&~'1'~&~	~&~'48A7ED7FC27BFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'GREENWOOD CORPORATION'~&~	~&~'100973 MAIN STREET'~&~	~&~'SUITE 497G'~&~	~&~'CHICAGO'~&~	~&~'IL'~&~	~&~'60622'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CUM1496'~&~	~&~'1'~&~	~&~'48A7ED7FBED1FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'BLOCKER COMPANY'~&~	~&~'100035 MAIN STREET'~&~	~&~'PO BOX 14B'~&~	~&~'COLUMBUS'~&~	~&~'IN'~&~	~&~'47202-3005'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CUM1496'~&~	~&~'1263'~&~	~&~'48A7ED7FBED2FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'BLOCKER COMPANY'~&~	~&~'100036 MAIN STREET'~&~	~&~NULL~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46242-0489'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CUM1496'~&~	~&~'1264'~&~	~&~'48A7ED7FBED3FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'BLOCKER COMPANY'~&~	~&~'100037 MAIN STREET'~&~	~&~NULL~&~	~&~'COLUMBUS'~&~	~&~'IN'~&~	~&~'47201'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CUM1496'~&~	~&~'1265'~&~	~&~'48A7ED7FBFC4FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'BLOCKER COMPANY'~&~	~&~'100278 MAIN STREET'~&~	~&~NULL~&~	~&~'NASHVILLE'~&~	~&~'TN'~&~	~&~'37229-0909'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CUM1496'~&~	~&~'1266'~&~	~&~'48A7ED7FC041FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'BLOCKER COMPANY'~&~	~&~'100403 MAIN STREET'~&~	~&~'SUITE 214B'~&~	~&~'COLUMBUS'~&~	~&~'IN'~&~	~&~'47201'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CUM1496'~&~	~&~'1267'~&~	~&~'48A7ED7FC08BFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'BLOCKER COMPANY'~&~	~&~'100477 MAIN STREET'~&~	~&~'SUITE 256B'~&~	~&~'COLUMBUS'~&~	~&~'IN'~&~	~&~'47201'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CUM1496'~&~	~&~'1268'~&~	~&~'48A7ED7FC12CFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'BLOCKER COMPANY'~&~	~&~'100638 MAIN STREET'~&~	~&~'SUITE 329B'~&~	~&~'COLUMBUS'~&~	~&~'IN'~&~	~&~'47201'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CUM1496'~&~	~&~'1269'~&~	~&~'48A7ED7FC173FC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'BLOCKER COMPANY'~&~	~&~'100709 MAIN STREET'~&~	~&~'SUITE 364B'~&~	~&~'INDIANAPOLIS'~&~	~&~'IN'~&~	~&~'46282'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'CUM1496'~&~	~&~'1270'~&~	~&~'48A7ED7FC1DDFC83E0404F8189D860FE'~&~	~&~'1'~&~	~&~'BLOCKER COMPANY'~&~	~&~'100815 MAIN STREET'~&~	~&~NULL~&~	~&~'COLUMBUS'~&~	~&~'IN'~&~	~&~'47201'~&~	~&~'US'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'A'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
