HEADER[~&~	~&~EXP_TYP_OBJ_CD_ID::DECIMAL~&~	~&~EXP_TYP_CD::VARCHAR~&~	~&~TRIP_TYP_CD::VARCHAR~&~	~&~TRAVELER_TYP_CD::VARCHAR~&~	~&~DOC_TYP_NM::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~MAX_AMT::DECIMAL~&~	~&~MAX_AMT_SUM_CD::VARCHAR~&~	~&~ERR_TYP_CD::VARCHAR~&~	~&~NOTE_REQ_IND::VARCHAR~&~	~&~RCPT_REQ_IND::VARCHAR~&~	~&~RCPT_REQ_THRSH::DECIMAL~&~	~&~TAXABLE_IND::VARCHAR~&~	~&~SPCL_RQST_REQ_IND::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'61'~&~	~&~'PO'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TT'~&~	~&~'E5F6CDEF29139C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'5055'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'62'~&~	~&~'PS'~&~	~&~'All'~&~	~&~'All'~&~	~&~'ENT'~&~	~&~'E5F6CDEF29149C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'5073'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'63'~&~	~&~'PS'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TRV'~&~	~&~'E5F6CDEF29159C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'5073'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'64'~&~	~&~'R'~&~	~&~'All'~&~	~&~'NON'~&~	~&~'TT'~&~	~&~'E5F6CDEF29169C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'4089'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'65'~&~	~&~'R'~&~	~&~'All'~&~	~&~'All'~&~	~&~'RELO'~&~	~&~'E5F6CDEF29179C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'5070'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'66'~&~	~&~'R'~&~	~&~'All'~&~	~&~'EMP'~&~	~&~'TRV'~&~	~&~'E5F6CDEF29189C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'6080'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'67'~&~	~&~'R'~&~	~&~'OUT'~&~	~&~'EMP'~&~	~&~'TRV'~&~	~&~'E5F6CDEF29199C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'6180'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'68'~&~	~&~'R'~&~	~&~'INT'~&~	~&~'EMP'~&~	~&~'TRV'~&~	~&~'E5F6CDEF291A9C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'6280'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'69'~&~	~&~'ST'~&~	~&~'All'~&~	~&~'All'~&~	~&~'ENT'~&~	~&~'E5F6CDEF291B9C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'5073'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'70'~&~	~&~'ST'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TRV'~&~	~&~'E5F6CDEF291C9C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'5073'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'71'~&~	~&~'T'~&~	~&~'All'~&~	~&~'NON'~&~	~&~'TRV'~&~	~&~'E5F6CDEF291D9C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'4089'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'50.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'72'~&~	~&~'T'~&~	~&~'All'~&~	~&~'All'~&~	~&~'RELO'~&~	~&~'E5F6CDEF291E9C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'5070'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'50.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'73'~&~	~&~'T'~&~	~&~'All'~&~	~&~'EMP'~&~	~&~'TRV'~&~	~&~'E5F6CDEF291F9C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'6080'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'50.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'74'~&~	~&~'T'~&~	~&~'OUT'~&~	~&~'EMP'~&~	~&~'TRV'~&~	~&~'E5F6CDEF29209C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'6180'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'50.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'75'~&~	~&~'T'~&~	~&~'INT'~&~	~&~'EMP'~&~	~&~'TRV'~&~	~&~'E5F6CDEF29219C30E040E00ABCD67549'~&~	~&~'1'~&~	~&~'6280'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'50.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'76'~&~	~&~'MA'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TRV'~&~	~&~'E9CED07AA895BA35E040E00ABCD6693F'~&~	~&~'1'~&~	~&~'6000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'77'~&~	~&~'MM'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TRV'~&~	~&~'E9CED07AA896BA35E040E00ABCD6693F'~&~	~&~'1'~&~	~&~'6000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'78'~&~	~&~'MM'~&~	~&~'All'~&~	~&~'All'~&~	~&~'RELO'~&~	~&~'E9CED07AA897BA35E040E00ABCD6693F'~&~	~&~'1'~&~	~&~'6000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'79'~&~	~&~'B'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TA'~&~	~&~'EF7E48F8C00272F9E040E00ABCD6705F'~&~	~&~'1'~&~	~&~'6000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'80'~&~	~&~'B'~&~	~&~'OUT'~&~	~&~'All'~&~	~&~'TA'~&~	~&~'EF7E48F8C00372F9E040E00ABCD6705F'~&~	~&~'1'~&~	~&~'6100'~&~	~&~'64.00'~&~	~&~'D'~&~	~&~'1'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'81'~&~	~&~'B'~&~	~&~'INT'~&~	~&~'All'~&~	~&~'TA'~&~	~&~'EF7E48F8C00472F9E040E00ABCD6705F'~&~	~&~'1'~&~	~&~'6200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'82'~&~	~&~'D'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TA'~&~	~&~'EF7E48F8C00572F9E040E00ABCD6705F'~&~	~&~'1'~&~	~&~'6000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'83'~&~	~&~'D'~&~	~&~'OUT'~&~	~&~'All'~&~	~&~'TA'~&~	~&~'EF7E48F8C00672F9E040E00ABCD6705F'~&~	~&~'1'~&~	~&~'6100'~&~	~&~'64.00'~&~	~&~'D'~&~	~&~'1'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'84'~&~	~&~'D'~&~	~&~'INT'~&~	~&~'All'~&~	~&~'TA'~&~	~&~'EF7E48F8C00772F9E040E00ABCD6705F'~&~	~&~'1'~&~	~&~'6200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'85'~&~	~&~'LN'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TA'~&~	~&~'EF7E48F8C00872F9E040E00ABCD6705F'~&~	~&~'1'~&~	~&~'6000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'86'~&~	~&~'LN'~&~	~&~'OUT'~&~	~&~'All'~&~	~&~'TA'~&~	~&~'EF7E48F8C00972F9E040E00ABCD6705F'~&~	~&~'1'~&~	~&~'6100'~&~	~&~'64.00'~&~	~&~'D'~&~	~&~'1'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'87'~&~	~&~'LN'~&~	~&~'INT'~&~	~&~'All'~&~	~&~'TA'~&~	~&~'EF7E48F8C00A72F9E040E00ABCD6705F'~&~	~&~'1'~&~	~&~'6200'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'88'~&~	~&~'W'~&~	~&~'All'~&~	~&~'All'~&~	~&~'ENT'~&~	~&~'EFF2B17051E36E0EE040E00ABCD63D99'~&~	~&~'1'~&~	~&~'5073'~&~	~&~'100.00'~&~	~&~'O'~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'89'~&~	~&~'W'~&~	~&~'All'~&~	~&~'All'~&~	~&~'RELO'~&~	~&~'EFF2B17051E46E0EE040E00ABCD63D99'~&~	~&~'1'~&~	~&~'5070'~&~	~&~'100.00'~&~	~&~'O'~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'90'~&~	~&~'W'~&~	~&~'All'~&~	~&~'EMP'~&~	~&~'TRV'~&~	~&~'EFF2B17051E56E0EE040E00ABCD63D99'~&~	~&~'1'~&~	~&~'6000'~&~	~&~'100.00'~&~	~&~'O'~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'91'~&~	~&~'W'~&~	~&~'All'~&~	~&~'NON'~&~	~&~'TRV'~&~	~&~'EFF2B17051E66E0EE040E00ABCD63D99'~&~	~&~'1'~&~	~&~'4089'~&~	~&~'100.00'~&~	~&~'O'~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'92'~&~	~&~'W'~&~	~&~'INT'~&~	~&~'EMP'~&~	~&~'TRV'~&~	~&~'EFF2B17051E76E0EE040E00ABCD63D99'~&~	~&~'1'~&~	~&~'6200'~&~	~&~'100.00'~&~	~&~'O'~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'93'~&~	~&~'W'~&~	~&~'OUT'~&~	~&~'EMP'~&~	~&~'TRV'~&~	~&~'EFF2B17051E86E0EE040E00ABCD63D99'~&~	~&~'1'~&~	~&~'6100'~&~	~&~'100.00'~&~	~&~'O'~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'94'~&~	~&~'HD'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TT'~&~	~&~'F02DC273A981821EE040E00ABCD64DA3'~&~	~&~'1'~&~	~&~'5073'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'95'~&~	~&~'HL'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TT'~&~	~&~'F02DC273A982821EE040E00ABCD64DA3'~&~	~&~'1'~&~	~&~'5073'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'96'~&~	~&~'HB'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TT'~&~	~&~'F02DC273A983821EE040E00ABCD64DA3'~&~	~&~'1'~&~	~&~'5073'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'97'~&~	~&~'HD'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TA'~&~	~&~'F02E48CA9D18371EE040E00ABCD651F6'~&~	~&~'1'~&~	~&~'5073'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'98'~&~	~&~'HL'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TA'~&~	~&~'F02E48CA9D19371EE040E00ABCD651F6'~&~	~&~'1'~&~	~&~'5073'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'99'~&~	~&~'HB'~&~	~&~'All'~&~	~&~'All'~&~	~&~'TA'~&~	~&~'F02E48CA9D1A371EE040E00ABCD651F6'~&~	~&~'1'~&~	~&~'5073'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
