HEADER[~&~	~&~CGPRPSL_NBR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~PERSON_UNVL_ID::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~FNL_BILLED_IND::VARCHAR~&~	~&~CURR_LST_BILLED_DT::TIMESTAMP~&~	~&~PREV_LST_BILLED_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'11112'~&~	~&~'BL'~&~	~&~'4424732'~&~	~&~'49D358CCF0EC5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2035402366'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11112'~&~	~&~'EA'~&~	~&~'4769328'~&~	~&~'49D358CCEAC55F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11119'~&~	~&~'BL'~&~	~&~'4324762'~&~	~&~'49D358CCF0ED5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3229901916'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11119'~&~	~&~'BL'~&~	~&~'4731401'~&~	~&~'12D4ED21604BEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11119'~&~	~&~'EA'~&~	~&~'4769329'~&~	~&~'49D358CCEAC65F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2553103572'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11150'~&~	~&~'BL'~&~	~&~'4424734'~&~	~&~'49D358CCF0EE5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3098006714'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11150'~&~	~&~'EA'~&~	~&~'4769330'~&~	~&~'49D358CCEAC75F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11177'~&~	~&~'BL'~&~	~&~'4624815'~&~	~&~'49D358CCF0EF5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4542806317'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11177'~&~	~&~'BL'~&~	~&~'4631407'~&~	~&~'12D4ED21604CEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11177'~&~	~&~'EA'~&~	~&~'4769331'~&~	~&~'49D358CCEAC85F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11255'~&~	~&~'BL'~&~	~&~'4624816'~&~	~&~'49D358CCF0F05F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3334505644'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11255'~&~	~&~'EA'~&~	~&~'4769332'~&~	~&~'49D358CCEAC95F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4446301330'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11288'~&~	~&~'BL'~&~	~&~'4824815'~&~	~&~'49D358CCF0F15F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11288'~&~	~&~'EA'~&~	~&~'4769333'~&~	~&~'49D358CCEACA5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4965407189'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11355'~&~	~&~'BL'~&~	~&~'4824816'~&~	~&~'49D358CCF0F25F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4189500212'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11355'~&~	~&~'EA'~&~	~&~'4769334'~&~	~&~'49D358CCEACB5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11356'~&~	~&~'BL'~&~	~&~'4824817'~&~	~&~'49D358CCF0F35F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11356'~&~	~&~'EA'~&~	~&~'4769335'~&~	~&~'49D358CCEACC5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11380'~&~	~&~'BL'~&~	~&~'4124772'~&~	~&~'49D358CCF0F45F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11380'~&~	~&~'EA'~&~	~&~'4769336'~&~	~&~'49D358CCEACD5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2580507812'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11389'~&~	~&~'BL'~&~	~&~'5424706'~&~	~&~'49D358CCF0F55F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3334505644'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11389'~&~	~&~'EA'~&~	~&~'4769337'~&~	~&~'49D358CCEACE5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5631302174'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11458'~&~	~&~'BL'~&~	~&~'4724701'~&~	~&~'49D358CCF0F65F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4684100678'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11458'~&~	~&~'EA'~&~	~&~'4769338'~&~	~&~'49D358CCEACF5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4189500212'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11485'~&~	~&~'BL'~&~	~&~'4631408'~&~	~&~'12D4ED21604DEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11485'~&~	~&~'BL'~&~	~&~'5424707'~&~	~&~'49D358CCF0F75F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2580507812'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11485'~&~	~&~'EA'~&~	~&~'4769339'~&~	~&~'49D358CCEAD05F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3889504703'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11533'~&~	~&~'BL'~&~	~&~'4624817'~&~	~&~'49D358CCF0F85F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11533'~&~	~&~'EA'~&~	~&~'4769340'~&~	~&~'49D358CCEAD15F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3736906932'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11704'~&~	~&~'BL'~&~	~&~'4624818'~&~	~&~'49D358CCF0F95F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1959008511'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11704'~&~	~&~'EA'~&~	~&~'4769341'~&~	~&~'49D358CCEAD25F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5771807326'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11750'~&~	~&~'BL'~&~	~&~'4624819'~&~	~&~'49D358CCF0FA5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11750'~&~	~&~'EA'~&~	~&~'4769342'~&~	~&~'49D358CCEAD35F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1462106196'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11827'~&~	~&~'BL'~&~	~&~'4624820'~&~	~&~'49D358CCF0FB5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1769006523'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11827'~&~	~&~'EA'~&~	~&~'4769343'~&~	~&~'49D358CCEAD45F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2580507812'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11829'~&~	~&~'BL'~&~	~&~'4624821'~&~	~&~'49D358CCF0FC5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5430509566'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11829'~&~	~&~'EA'~&~	~&~'4769344'~&~	~&~'49D358CCEAD55F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1959008511'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11835'~&~	~&~'BL'~&~	~&~'4524756'~&~	~&~'49D358CCF0FD5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11835'~&~	~&~'EA'~&~	~&~'4769345'~&~	~&~'49D358CCEAD65F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3736906932'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11895'~&~	~&~'BL'~&~	~&~'4524757'~&~	~&~'49D358CCF0FE5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4684100678'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11895'~&~	~&~'EA'~&~	~&~'4769346'~&~	~&~'49D358CCEAD75F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5771807326'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11988'~&~	~&~'BL'~&~	~&~'4024723'~&~	~&~'49D358CCF0FF5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5184906417'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'11988'~&~	~&~'EA'~&~	~&~'4769347'~&~	~&~'49D358CCEAD85F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2691706557'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12011'~&~	~&~'BL'~&~	~&~'4324763'~&~	~&~'49D358CCF1005F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4542806317'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12011'~&~	~&~'EA'~&~	~&~'4769348'~&~	~&~'49D358CCEAD95F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12017'~&~	~&~'BL'~&~	~&~'4024724'~&~	~&~'49D358CCF1015F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4667608469'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12017'~&~	~&~'EA'~&~	~&~'4769349'~&~	~&~'49D358CCEADA5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12026'~&~	~&~'BL'~&~	~&~'4824818'~&~	~&~'49D358CCF1025F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4965407189'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12026'~&~	~&~'EA'~&~	~&~'4769350'~&~	~&~'49D358CCEADB5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5334003983'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12032'~&~	~&~'BL'~&~	~&~'4824819'~&~	~&~'49D358CCF1035F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3012703100'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12032'~&~	~&~'EA'~&~	~&~'4769351'~&~	~&~'49D358CCEADC5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5790902739'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12040'~&~	~&~'BL'~&~	~&~'4524758'~&~	~&~'49D358CCF1045F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3889504703'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12040'~&~	~&~'EA'~&~	~&~'4769352'~&~	~&~'49D358CCEADD5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3098006714'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12051'~&~	~&~'BL'~&~	~&~'4324764'~&~	~&~'49D358CCF1055F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3889504703'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12051'~&~	~&~'EA'~&~	~&~'4769353'~&~	~&~'49D358CCEADE5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3334505644'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12070'~&~	~&~'BL'~&~	~&~'4324765'~&~	~&~'49D358CCF1065F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12070'~&~	~&~'EA'~&~	~&~'4769354'~&~	~&~'49D358CCEADF5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12074'~&~	~&~'BL'~&~	~&~'4424735'~&~	~&~'49D358CCF1075F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1335003222'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12074'~&~	~&~'EA'~&~	~&~'4769355'~&~	~&~'49D358CCEAE05F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3889504703'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12081'~&~	~&~'BL'~&~	~&~'4424736'~&~	~&~'49D358CCF1085F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12081'~&~	~&~'EA'~&~	~&~'4769356'~&~	~&~'49D358CCEAE15F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12092'~&~	~&~'BL'~&~	~&~'4424737'~&~	~&~'49D358CCF1095F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5430509566'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12092'~&~	~&~'EA'~&~	~&~'4769357'~&~	~&~'49D358CCEAE25F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12189'~&~	~&~'BL'~&~	~&~'4524759'~&~	~&~'49D358CCF10A5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12189'~&~	~&~'EA'~&~	~&~'4769358'~&~	~&~'49D358CCEAE35F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12205'~&~	~&~'BL'~&~	~&~'4824820'~&~	~&~'49D358CCF10B5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5184906417'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12205'~&~	~&~'EA'~&~	~&~'4769359'~&~	~&~'49D358CCEAE45F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5334003983'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12256'~&~	~&~'BL'~&~	~&~'4124773'~&~	~&~'49D358CCF10C5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3736906932'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12256'~&~	~&~'EA'~&~	~&~'4769360'~&~	~&~'49D358CCEAE55F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3012703100'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12267'~&~	~&~'BL'~&~	~&~'4724702'~&~	~&~'49D358CCF10D5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5334003983'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12267'~&~	~&~'EA'~&~	~&~'4769361'~&~	~&~'49D358CCEAE65F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5053009758'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12308'~&~	~&~'BL'~&~	~&~'4631411'~&~	~&~'12D4ED21604EEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12308'~&~	~&~'BL'~&~	~&~'4824821'~&~	~&~'49D358CCF10E5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4667608469'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12308'~&~	~&~'EA'~&~	~&~'4769362'~&~	~&~'49D358CCEAE75F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4667608469'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12313'~&~	~&~'BL'~&~	~&~'4624823'~&~	~&~'49D358CCF10F5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5184906417'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12313'~&~	~&~'EA'~&~	~&~'4769363'~&~	~&~'49D358CCEAE85F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12395'~&~	~&~'BL'~&~	~&~'4624824'~&~	~&~'49D358CCF1105F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12395'~&~	~&~'EA'~&~	~&~'4769364'~&~	~&~'49D358CCEAE95F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4684100678'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12409'~&~	~&~'BL'~&~	~&~'4624825'~&~	~&~'49D358CCF1115F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1308508136'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12409'~&~	~&~'EA'~&~	~&~'4769365'~&~	~&~'49D358CCEAEA5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12462'~&~	~&~'BL'~&~	~&~'4624826'~&~	~&~'49D358CCF1125F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2580507812'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12462'~&~	~&~'EA'~&~	~&~'4769366'~&~	~&~'49D358CCEAEB5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4965407189'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12463'~&~	~&~'BL'~&~	~&~'4624827'~&~	~&~'49D358CCF1135F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12463'~&~	~&~'EA'~&~	~&~'4769367'~&~	~&~'49D358CCEAEC5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2553103572'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12464'~&~	~&~'BL'~&~	~&~'4824822'~&~	~&~'49D358CCF1145F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12464'~&~	~&~'EA'~&~	~&~'4769368'~&~	~&~'49D358CCEAED5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12487'~&~	~&~'BL'~&~	~&~'4124774'~&~	~&~'49D358CCF1155F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1959008511'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12487'~&~	~&~'EA'~&~	~&~'4769369'~&~	~&~'49D358CCEAEE5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'4146202628'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12489'~&~	~&~'BL'~&~	~&~'4631425'~&~	~&~'12D4ED21604FEF34E043814FD881EF34'~&~	~&~'1'~&~	~&~'3880605325'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12489'~&~	~&~'BL'~&~	~&~'4824823'~&~	~&~'49D358CCF1165F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'1959008511'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12489'~&~	~&~'EA'~&~	~&~'4769370'~&~	~&~'49D358CCEAEF5F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'5335901264'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12521'~&~	~&~'BL'~&~	~&~'4223206'~&~	~&~'49D358CCF1175F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'2341000360'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'12521'~&~	~&~'EA'~&~	~&~'4769371'~&~	~&~'49D358CCEAF05F7AE0404F8189D8263A'~&~	~&~'1'~&~	~&~'3334505644'~&~	~&~'Y'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
