HEADER[~&~	~&~CG_AGENCY_NBR::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~CG_AGENCY_RPT_NM::VARCHAR~&~	~&~CG_AGENCY_FULL_NM::VARCHAR~&~	~&~CG_AGNCY_INDR_AMT::DECIMAL~&~	~&~CG_AGENCY_HIST_IND::VARCHAR~&~	~&~CG_AGNCY_IN_ST_IND::VARCHAR~&~	~&~CG_AGENCY_TYP_CD::VARCHAR~&~	~&~CG_RPTTO_AGNCY_NBR::VARCHAR~&~	~&~CAGE_NBR::VARCHAR~&~	~&~DODAC_NBR::VARCHAR~&~	~&~DUNS_NBR::VARCHAR~&~	~&~DUNS_PLUS_FOUR_NBR::VARCHAR~&~	~&~CUST_NBR::VARCHAR~&~	~&~CUST_TYP_CD::VARCHAR~&~	~&~CUST_CRTN_OPTN_CD::VARCHAR~&~	~&~CMPGN_ID::VARCHAR~&~	~&~STATE_AGENCY_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'30505'~&~	~&~'0292B10044AFBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'MIDWEST UNIV CONSORT INTL ACT'~&~	~&~'MIDWEST UNIVERSITIES CONSORTIUM FOR INTL ACT, INC'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'30680'~&~	~&~'0292B10044B0BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'PURDUE UNIVERSITY'~&~	~&~'PURDUE UNIVERSITY'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'30801'~&~	~&~'0292B10044B1BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'SCOTTISH RITE INDPLS'~&~	~&~'SCOTTISH RITE VALLEY OF INDIANAPOLIS'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'30871'~&~	~&~'0292B10044B2BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'UNIV OF ILLINOIS'~&~	~&~'UNIVERSITY  OF ILLINOIS'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'30977'~&~	~&~'0292B10044B3BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'UNIV OF WISCONSIN'~&~	~&~'UNIVERSITY OF WISCONSIN'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'40100'~&~	~&~'0292B10044B4BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'STATE OF INDIANA'~&~	~&~'STATE OF INDIANA'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'S'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'40170'~&~	~&~'0292B10044B5BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'IND DEPT EDUCATION'~&~	~&~'INDIANA DEPARTMENT OF EDUCATION'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'S'~&~	~&~'40100'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'40200'~&~	~&~'0292B10044B6BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'IFSSA-MENTAL HEALTH'~&~	~&~'INDIANA DIV OF MENTAL HEALTH & ADDICTION'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'S'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'40700'~&~	~&~'0292B10044B7BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'SCHOOL CORPORATION'~&~	~&~'SCHOOL CORPORATION'~&~	~&~'0.00'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'G'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'50370'~&~	~&~'0292B10044B8BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'HOFFMANN LA ROCHE'~&~	~&~'HOFFMANN LA ROCHE INCORPORATED'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'I'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'50402'~&~	~&~'0292B10044B9BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'IBM'~&~	~&~'INTERNATIONAL BUSINESS MACHINES'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'I'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'50530'~&~	~&~'0292B10044BABBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'MISCELLANEOUS INDUSTRY-COMM'~&~	~&~'MISCELLANEOUS INDUSTRY-COMM'~&~	~&~'0.00'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'I'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'50757'~&~	~&~'0292B10044BBBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'SCHERING CORP'~&~	~&~'SCHERING CORPORATION'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'I'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'50971'~&~	~&~'0292B10044BCBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'HEREDITARY DIS FDN'~&~	~&~'THE HEREDITARY DISEASE FOUNDATION'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51200'~&~	~&~'0292B10044BDBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'AUBURN UNIVERSITY'~&~	~&~'AUBURN UNIVERSITY'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51215'~&~	~&~'0292B10044BEBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'BROWN UNIVERSITY'~&~	~&~'BROWN UNIVERSITY'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51261'~&~	~&~'0292B10044BFBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'DUKE UNIVERSITY'~&~	~&~'DUKE UNIVERSITY'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51280'~&~	~&~'0292B10044C0BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'GALLAUDET UNIVERSITY'~&~	~&~'GALLAUDET UNIVERSITY'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51305'~&~	~&~'0292B10044C1BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'HOWARD HUGHES MED'~&~	~&~'HOWARD HUGHES MEDICAL INSTITUTE'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51490'~&~	~&~'0292B10044C2BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'ALCOH BEV MED RES'~&~	~&~'ALCOHOLIC BEVERAGE MEDICAL RESEARCH FOUNDATION'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51608'~&~	~&~'0292B10044C3BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'SOUTHEASTERN CENTER ELECT ENG'~&~	~&~'SOUTHEASTERN CENTER ELECT ENG'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51651'~&~	~&~'0292B10044C4BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'UNIV CALIF SB'~&~	~&~'UNIVERSITY OF CALIFORNIA, SANTA BARBARA'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~'30105'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51657'~&~	~&~'0292B10044C5BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'UNIV OF GEORGIA'~&~	~&~'UNIVERSITY OF GEORGIA'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51665'~&~	~&~'0292B10044C6BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'UNIV OF MINNESOTA'~&~	~&~'UNIVERSITY OF MINNESOTA'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51674'~&~	~&~'0292B10044C7BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'UNIV OF TENNESSEE'~&~	~&~'UNIVERSITY OF TENNESSEE'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51922'~&~	~&~'0292B10044C8BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'UNIV KY RESEARCH FDN'~&~	~&~'UNIVERSITY OF KENTUCKY RESEARCH FOUNDATION'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51944'~&~	~&~'0292B10044C9BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'UNIV SOUTHERN CALIF'~&~	~&~'UNIVERSITY OF SOUTHERN CALIFORNIA'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51950'~&~	~&~'0292B10044CABBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'AM SPCH-LANG-HRNG FD'~&~	~&~'AMERICAN SPEECH-LANUGAGE-HEARING FOUNDATION'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'51954'~&~	~&~'0292B10044CBBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'UNIV ILLINOIS URBANA'~&~	~&~'UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~'30871'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'52034'~&~	~&~'0292B10044CCBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'ILLINOIS STATE UNIV.'~&~	~&~'ILLINOIS STATE UNIVERSITY'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'52084'~&~	~&~'0292B10044CDBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'NARSAD'~&~	~&~'NATIONAL ALLIANCE FOR RES ON SCHIZOPHRENIA'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'52217'~&~	~&~'0292B10044CEBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'UNIV OF DELAWARE'~&~	~&~'UNIVERSITY OF DELAWARE'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'52256'~&~	~&~'0292B10044CFBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'CEPHALON INC'~&~	~&~'CEPHALON, INC.'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'I'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'52341'~&~	~&~'0292B10044D0BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'UNIVERSITY OF IOWA'~&~	~&~'UNIVERSITY OF IOWA'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'52391'~&~	~&~'0292B10044D1BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'A & M BECKMAN FDN'~&~	~&~'ARNOLD AND MABEL BECKMAN FOUNDATION'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'D'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'52419'~&~	~&~'0292B10044D2BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'SMITH & WESSON'~&~	~&~'SMITH & WESSON'~&~	~&~'0.00'~&~	~&~'N'~&~	~&~'N'~&~	~&~'I'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'52590'~&~	~&~'0292B10044D3BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'ADMIN CHILDREN & FAM'~&~	~&~'ADMINISTRATION FOR CHILDREN AND FAMILIES'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'F'~&~	~&~'12010'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'52604'~&~	~&~'0292B10044D4BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'CHILDRENS HOS-CIN'~&~	~&~'CHILDREN'S HOSPITAL MEDICAL CENTER OF CINCINNATI'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'52631'~&~	~&~'0292B10044D5BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'SPATIAL MEDIA, INC.'~&~	~&~'SPATIAL MEDIA, INC.'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'I'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'52846'~&~	~&~'0292B10044D6BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'HOUSE EAR INST'~&~	~&~'HOUSE EAR INSTITUTE'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'52926'~&~	~&~'0292B10044D7BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'RHODE ISLAND HOSPITAL'~&~	~&~'RHODE ISLAND HOSPITAL'~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'53024'~&~	~&~'0292B10044D8BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'OLFACTORY RES FUND'~&~	~&~'OLFACTORY RESEARCH FUND LTD'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'53143'~&~	~&~'0292B10044D9BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'ANIMAL BEHAVIOR SOCIETY'~&~	~&~'ANIMAL BEHAVIOR SOCIETY'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'53419'~&~	~&~'0292B10044DABBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'STAR ENTERPRISES INC'~&~	~&~'STAR ENTERPRISES INC'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'I'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'53429'~&~	~&~'0292B10044DBBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'UNIV FLORIDA'~&~	~&~'UNIVERSITY OF FLORIDA'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'H'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'53567'~&~	~&~'0292B10044DCBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'LOCKHEED MARTIN ENGY RES CORP'~&~	~&~'LOCKHEED MARTIN ENERGY RESEARCH CORP'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'I'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'53745'~&~	~&~'0292B10044DDBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'AVENTIS PHARMACEUTICAL'~&~	~&~'AVENTIS PHARMACEUTICAL PRODUCTS, INC.'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'I'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'53960'~&~	~&~'0292B10044DEBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'NATL IMAGERY & MAPPING AGENCY'~&~	~&~'NATIONAL IMAGERY AND MAPPING AGENCY'~&~	~&~NULL~&~	~&~'Y'~&~	~&~'N'~&~	~&~'F'~&~	~&~'11500'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'54017'~&~	~&~'0292B10044DFBBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'SCRIPPS RESEARCH INSTITUTE'~&~	~&~'SCRIPPS RESEARCH INSTITUTE'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'54031'~&~	~&~'0292B10044E0BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'SWEDISH NATL DEFENCE COLL'~&~	~&~'SWEDISH NATIONAL DEFENCE COLLEGE'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'G'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'54040'~&~	~&~'0292B10044E1BBDEE043814FD881BBDE'~&~	~&~'1'~&~	~&~'PSYCHOLOGICAL ASSESS'~&~	~&~'PSYCHOLOGICAL ASSESSMENT RESOURCES INC'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'I'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~]RECORD
