HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~CGPRPSL_NBR::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~CGAWD_PRM_ORG_IND::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'14886'~&~	~&~'12E3D852ED839D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'14931'~&~	~&~'12E3D852ED849D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'14998'~&~	~&~'12E3D852ED859D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15000'~&~	~&~'12E3D852ED869D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15011'~&~	~&~'12E3D852ED879D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15017'~&~	~&~'12E3D852ED889D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15083'~&~	~&~'12E3D852ED899D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15099'~&~	~&~'12E3D852ED8A9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15135'~&~	~&~'12E3D852ED8B9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15171'~&~	~&~'12E3D852ED8C9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15172'~&~	~&~'12E3D852ED8D9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15193'~&~	~&~'12E3D852ED8E9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15202'~&~	~&~'12E3D852ED8F9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15203'~&~	~&~'12E3D852ED909D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15206'~&~	~&~'12E3D852ED919D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15221'~&~	~&~'12E3D852ED929D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15244'~&~	~&~'12E3D852ED939D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15245'~&~	~&~'12E3D852ED949D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15248'~&~	~&~'12E3D852ED959D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15354'~&~	~&~'12E3D852ED969D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15417'~&~	~&~'12E3D852ED979D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15418'~&~	~&~'12E3D852ED989D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15484'~&~	~&~'12E3D852ED999D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15493'~&~	~&~'12E3D852ED9A9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15547'~&~	~&~'12E3D852ED9B9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15552'~&~	~&~'12E3D852ED9C9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15556'~&~	~&~'12E3D852ED9D9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15579'~&~	~&~'12E3D852ED9E9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15602'~&~	~&~'12E3D852ED9F9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15604'~&~	~&~'12E3D852EDA09D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15607'~&~	~&~'12E3D852EDA19D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15658'~&~	~&~'12E3D852EDA29D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15669'~&~	~&~'12E3D852EDA39D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15696'~&~	~&~'12E3D852EDA49D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15710'~&~	~&~'12E3D852EDA59D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15718'~&~	~&~'12E3D852EDA69D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15725'~&~	~&~'12E3D852EDA79D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15726'~&~	~&~'12E3D852EDA89D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15728'~&~	~&~'12E3D852EDA99D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15729'~&~	~&~'12E3D852EDAA9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15730'~&~	~&~'12E3D852EDAB9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15732'~&~	~&~'12E3D852EDAC9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15733'~&~	~&~'12E3D852EDAD9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15741'~&~	~&~'12E3D852EDAE9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15750'~&~	~&~'12E3D852EDAF9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15811'~&~	~&~'12E3D852EDB09D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15923'~&~	~&~'12E3D852EDB19D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15924'~&~	~&~'12E3D852EDB29D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'15932'~&~	~&~'12E3D852EDB39D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16000'~&~	~&~'12E3D852EDB49D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16070'~&~	~&~'12E3D852EDB59D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16119'~&~	~&~'12E3D852EDB69D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16147'~&~	~&~'12E3D852EDB79D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16157'~&~	~&~'12E3D852EDB89D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16159'~&~	~&~'12E3D852EDB99D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16185'~&~	~&~'12E3D852EDBA9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16256'~&~	~&~'12E3D852EDBB9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16293'~&~	~&~'12E3D852EDBC9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16298'~&~	~&~'12E3D852EDBD9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16326'~&~	~&~'12E3D852EDBE9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16327'~&~	~&~'12E3D852EDBF9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16395'~&~	~&~'12E3D852EDC09D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16640'~&~	~&~'12E3D852EDC19D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16641'~&~	~&~'12E3D852EDC29D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16706'~&~	~&~'12E3D852EDC39D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16709'~&~	~&~'12E3D852EDC49D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16781'~&~	~&~'12E3D852EDC59D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'16883'~&~	~&~'12E3D852EDC69D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17028'~&~	~&~'12E3D852EDC79D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17108'~&~	~&~'12E3D852EDC89D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17264'~&~	~&~'12E3D852EDC99D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17302'~&~	~&~'12E3D852EDCA9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17317'~&~	~&~'12E3D852EDCB9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17320'~&~	~&~'12E3D852EDCC9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17370'~&~	~&~'12E3D852EDCD9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17371'~&~	~&~'12E3D852EDCE9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17373'~&~	~&~'12E3D852EDCF9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17596'~&~	~&~'12E3D852EDD09D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17599'~&~	~&~'12E3D852EDD19D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17604'~&~	~&~'12E3D852EDD29D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17618'~&~	~&~'12E3D852EDD39D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17650'~&~	~&~'12E3D852EDD49D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17708'~&~	~&~'12E3D852EDD59D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17714'~&~	~&~'12E3D852EDD69D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17746'~&~	~&~'12E3D852EDD79D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17773'~&~	~&~'12E3D852EDD89D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17781'~&~	~&~'12E3D852EDD99D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17802'~&~	~&~'12E3D852EDDA9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17855'~&~	~&~'12E3D852EDDB9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17858'~&~	~&~'12E3D852EDDC9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17865'~&~	~&~'12E3D852EDDD9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17884'~&~	~&~'12E3D852EDDE9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17895'~&~	~&~'12E3D852EDDF9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17896'~&~	~&~'12E3D852EDE09D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17897'~&~	~&~'12E3D852EDE19D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17960'~&~	~&~'12E3D852EDE29D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'17984'~&~	~&~'12E3D852EDE39D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18029'~&~	~&~'12E3D852EDE49D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18032'~&~	~&~'12E3D852EDE59D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18119'~&~	~&~'12E3D852EDE69D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18164'~&~	~&~'12E3D852EDE79D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18190'~&~	~&~'12E3D852EDE89D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18204'~&~	~&~'12E3D852EDE99D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18206'~&~	~&~'12E3D852EDEA9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18207'~&~	~&~'12E3D852EDEB9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18226'~&~	~&~'12E3D852EDEC9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18254'~&~	~&~'12E3D852EDED9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18282'~&~	~&~'12E3D852EDEE9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18311'~&~	~&~'12E3D852EDEF9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18315'~&~	~&~'12E3D852EDF09D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18483'~&~	~&~'12E3D852EDF19D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18575'~&~	~&~'12E3D852EDF29D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18584'~&~	~&~'12E3D852EDF39D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18648'~&~	~&~'12E3D852EDF49D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18689'~&~	~&~'12E3D852EDF59D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18813'~&~	~&~'12E3D852EDF69D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18815'~&~	~&~'12E3D852EDF79D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18827'~&~	~&~'12E3D852EDF89D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18836'~&~	~&~'12E3D852EDF99D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18844'~&~	~&~'12E3D852EDFA9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18849'~&~	~&~'12E3D852EDFB9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'18883'~&~	~&~'12E3D852EDFC9D14E043814FD8819D14'~&~	~&~'1'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
